,opera_id,dcTitle_opera,autori
1887,71218,"La lugubre gondola, pf, R 81","Liszt, Franz: compositore"
1888,71219,"Ka (Suite n. 10), pf","Scelsi, Giacinto: compositore"
1889,71220,"Perduto in una città d'acque, pf","Sciarrino, Salvatore: compositore"
1890,71221,"Sonata, pf n. 6","Ustvolskaya, Galina: compositore"
1891,71222,"Leonore III, op. 72a, Do","Beethoven, Ludwig van: compositore"
1892,71223,Vittor Pisani,"Peri, Achille: compositore"
1893,71224,"Largo, archi,arp,harm","Zuelli, Guglielmo: compositore"
1894,71225,Festa delle sirene,"Zuelli, Guglielmo: compositore"
1895,71226,Jela,"Lari, Dante: compositore"
1896,71227,"Giorno di sagra nella pieve solatia, orch","Gianferrari, Vincenzo: compositore"
1897,71228,Patria,"Mattioli, Guglielmo: compositore, Campanini, Naborre: librettista"
1898,71229,Severo Torelli,"Melloni, Pietro: compositore"
1899,71230,"Messa, sp,ms,tn,br,coro,orch, Mib, D 950","Schubert, Franz: compositore"
1900,71231,"Ouverture (Suite per orchestra) n. 4, Re, BWV 1069","Bach, Johann Sebastian: compositore"
1901,71232,"Ballata, pf n. 2, op. 38, BI 102, fa min.","Chopin, Fryderyk: compositore"
1902,71233,"Ballata, pf n. 4, op. 52, BI 146, fa min.","Chopin, Fryderyk: compositore"
1903,71234,"Fantasie-Impromptu, pf n. 4, op. 66, Do# min.","Chopin, Fryderyk: compositore"
1904,71235,"Impromptu, pf n. 1, op. 29, Lab","Chopin, Fryderyk: compositore"
1905,71236,"Impromptu, pf n. 2, op. 36, Fa#","Chopin, Fryderyk: compositore"
1906,71237,"Impromptu, pf n. 3, op. 51, Solb","Chopin, Fryderyk: compositore"
1907,71238,"Quartetto, vl,vla,vlc,pf n. 1, op. 25, Sol min.","Brahms, Johannes: compositore"
1908,71239,Rapsodia parafrastica,"Puglisi, Riccardo: compositore"
1909,71240,"Messa di Gloria, sp,ct,tn,bs,coro,orch, Do min.","Donizetti, Gaetano: compositore"
1910,71241,Una follia,"Donizetti, Gaetano: compositore"
1911,71242,Parisina d'Este,"Donizetti, Gaetano: compositore, Byron, George Gordon: testo di"
1912,71243,"Parisina d'Este, aria: «Ugo è spento», sp,orch","Donizetti, Gaetano: compositore, Byron, George Gordon: testo di"
1913,71244,"Quartetto, vl,vla,vlc,pf, op. 26, La","Brahms, Johannes: compositore"
1914,71245,"Quartetto, vl,vla,vlc,pf, op. 47, Mib","Schumann, Robert: compositore"
1915,71246,"Quartetto, vl,vla,vlc,pf, op. 23, Re, B 53","Dvorák, Antonín: compositore"
1916,71247,"Concerto. Settimo Libro de Madrigali a 1, 2, 3, 4, & 6 voci, Libro VII","Monteverdi, Claudio: compositore"
1917,71248,"Celestial mechanics, pf 4 mani","Crumb, George: compositore"
1918,71249,"Clair, cl","Donatoni, Franco: compositore"
1919,71250,In C,"Riley, Terry: compositore"
1920,71251,"Tre pezzi, cl","Stravinskij, Igor': compositore"
1921,71252,"The Rape of Lucretia / Lo stupro di Lucrezia, op. 37","Duncan, Ronald: librettista, Britten, Benjamin: compositore"
1922,71253,"Orlando, HWV 31","Händel, Georg Friedrich: compositore, Haym, Nicola Francesco: librettista, Capeci, Carlo Sigismondo: testo di"
1923,71254,"Lulu-Suite, sp,orch","Berg, Alban: compositore"
1924,71255,"Sonata, vl,pf n. 5, op. 24, Fa, La primavera","Beethoven, Ludwig van: compositore"
1925,71256,Improvvisazioni jazz su un Râgâ Afghano,"Dulbecco, Andrea: compositore"
1926,71257,Viva Verdi!,"Verdi, Giuseppe: autore delle musiche, Micheli, Francesco: autore"
1927,71258,"Postkarten, voce,cb","Scodanibbio, Stefano: compositore, Sanguineti, Edoardo: librettista"
1928,71259,Alfabeto apocalittico,"Scodanibbio, Stefano: compositore, Sanguineti, Edoardo: librettista"
1929,71262,Il paese del sorriso,"Lehár, Franz: compositore, Herzer, L.: librettista, Löhner-Beda, Fritz: librettista"
1930,71263,12 Microludes op. 13,"Kurtág, György: compositore"
1931,71264,Ligatura,"Kurtág, György: compositore"
1932,71265,Hommage à J.S. Bach,"Kurtág, György: compositore"
1933,71266,Flowers for Szygmondy,"Kurtág, György: compositore"
1934,71267,Aus der Ferne III,"Kurtág, György: compositore"
1935,71268,Musica tardo-medievale,"Machault, Guillaume de: compositore, Alfonso X ""el Sabio"": compositore, Bornelh, Guiraut de: compositore, Ventadorn, Bernart de: compositore"
1936,71269,"Ein deutsches Requiem, op. 45","Brahms, Johannes: compositore"
1937,71270,Suor Angelica,"Puccini, Giacomo: compositore, Forzano, Giovacchino: librettista"
1938,71271,Il Tabarro,"Puccini, Giacomo: compositore, Adami, Giuseppe: librettista, Adami, Giuseppe: testo di"
1939,71272,Il Pirata,"Bellini, Vincenzo: compositore, Romani, Felice: librettista"
1940,71273,L'assedio di Corinto,"Rossini, Gioachino: compositore, Balocchi, Luigi: librettista, Soumet, Alexandre: librettista, Della Valle, Cesare: testo di"
1941,71274,L'Africaine,"Meyerbeer, Giacomo: compositore, Scribe, Eugène: librettista"
1942,71275,Les Huguenots,"Meyerbeer, Giacomo: compositore, Scribe, Eugène: librettista"
1943,71276,The Demon,"Rubinštein, Anton: compositore, Majkov, Apollon Nikolaevic: librettista, Vieskovaty, Pavel: librettista, Lermontov, Michail J.: testo di"
1944,71277,Halka,"Moniuszko, Stanislaw: compositore, Wolski, Wlodzimierz: librettista"
1945,71278,Alceste,"Gluck, Christoph Willibald: compositore, Calzabigi, Ranieri de': librettista, Euripide: testo di"
1946,71279,Der Rosenkavalier / Il cavaliere della rosa,"Strauss, Richard: compositore"
1947,71280,Mireille,"Gounod, Charles: compositore, Carré, Michel: librettista, Mistral, Frédéric: testo di"
1948,71281,Amok Koma,"Romitelli, Fausto: compositore"
1949,71282,Venice,"Fennesz, Christian: compositore, Wozencroft, Jon: compositore"
1950,71283,An index of metals,"Romitelli, Fausto: compositore, Lekovich, Kenka: testi secondari di"
1951,71284,Siamo rimasti solo voce,"Capossela, Vinicio: compositore, Capossela, Vinicio: librettista"
1952,71286,Play it again,"Capossela, Vinicio: compositore, Fabbri, Franco: librettista"
1953,71287,Bit/Beat 1,"Tadini, Michele: compositore"
1954,71288,C4I,"Ikeda, Ryoji: compositore"
1955,71289,Bit/Beat 2,"Ikeda, Ryoji: compositore, Catalano, Nicola: autore"
1956,71290,Montag aus Licht,"Stockhausen, Karlheinz: compositore"
1957,71291,Telemusik,"Stockhausen, Karlheinz: compositore"
1958,71292,Die 7 Lieder der Tage,"Stockhausen, Karlheinz: compositore"
1959,71293,Sonntag aus Licht,"Stockhausen, Karlheinz: compositore"
1960,71294,Freitag aus Licht,"Stockhausen, Karlheinz: compositore"
1961,71295,Aries,"Stockhausen, Karlheinz: compositore"
1962,71296,Mittwoch aus Licht,"Stockhausen, Karlheinz: compositore"
1963,71297,"Licht-Ruf, tr,trb,corno","Stockhausen, Karlheinz: compositore"
1964,71298,"El Cimarrón, br,fl,chit,percuss","Henze, Hans Werner: compositore, Enzensberger, Hans Magnus: librettista, Barnet, Miguel: testo di"
1965,71299,Lady Day,"Porter, Cole: autore delle musiche, Piparo, Massimo Romeo: autore, Ellington, Duke: autore delle musiche, Stewart, Amii: autore delle musiche, Holiday, Billie: autore delle musiche"
1966,71300,Ein Walzertraum / Sogno di un valzer,"Straus, Oscar: compositore, Dörmann, Felix: librettista, Jacobson, Leopold: librettista"
1967,71301,Il ritorno di Ulisse in patria,"Monteverdi, Claudio: compositore, Badoaro, Giacomo: librettista"
1968,71302,Vinta,AA. VV.: compositore
1969,71303,Peer Gynt,"Grieg, Edvard: compositore, Ibsen, Henrik: librettista"
1970,71304,"Deux Nocturnes, pf, op. 48","Chopin, Fryderyk: compositore"
1971,71305,"Deux Nocturnes, pf, op. 62","Chopin, Fryderyk: compositore"
1972,71306,"Sonata, pf n. 2, op. 35, Sib min.","Chopin, Fryderyk: compositore"
1973,71307,"Quintett für Bläser, fl,ob,cl,fag,cor, Mib","Rihm, Wolfgang: compositore"
1974,71308,"Quintetto, pf,ob,cl,fag,cor, op. 16","Beethoven, Ludwig van: compositore"
1975,71309,"Kleine Kammermusik, fl,ob,cl,fag,cor n. 2, op. 24","Hindemith, Paul: compositore"
1976,71310,"Ouverture festiva, orch, op. 96","Šostakovič, Dmitrij: compositore"
1977,71311,Lady Macbeth del distretto di Mzensk: Suite,"Šostakovič, Dmitrij: compositore"
1978,71312,"Peter Grimes, op. 33","Slater, Montagu: librettista, Britten, Benjamin: compositore"
1979,71313,"Quartetto, archi n. 13, op. 138, Sib min., trascrizione per vla,archi","Šostakovič, Dmitrij: compositore"
1980,71314,"Lacrymae, vla,archi, op. 48a, {Reflections on a song of Dowland","Britten, Benjamin: compositore"
1981,71315,Wiener Blut,"Strauss, Johann: compositore, Léon, Viktor: librettista, Stein, Leo: librettista"
1982,71316,"Rosen aud dem Süden, orch, op. 388","Strauss, Johann: compositore"
1983,71317,"Tritsch-Tratsch-Polka, orch, op. 214","Strauss, Johann: compositore"
1984,71318,Eine Nacht in Venedig,"Strauss, Johann: compositore, Genée, Franz Friedrich Richard: librettista, Zell, Franz: librettista"
1985,71319,Die Csárdásfürstin / La principessa della csárdás,"Stein, Leo: librettista, Kálmán, Emmerich: compositore, Jenbach, Béla: librettista"
1986,71320,Sissi,"Kreisler, Fritz: compositore, Marischka, Ernst: librettista, Marischka, Hubert: librettista"
1987,71321,Rose Marie,"Harbach, Otto: librettista, Friml, Rudolf: compositore, Stothart, Herbert: compositore, Hammerstein II, Oscar: librettista"
1988,71322,Vittoria e il suo Ussaro,"Löhner-Beda, Fritz: librettista, Foldes, E.: librettista, Grünwald, Alfred: librettista, Ábráham, Pál: compositore"
1989,71323,"Quartetto, archi n. 2, op. 36, Do","Britten, Benjamin: compositore"
1990,71324,"Quartetto, archi n. 3, op. 94","Britten, Benjamin: compositore"
1991,71325,Ainsi la nuit,"Dutilleux, Henry: compositore"
1992,71326,"Quartetto, archi, Mib, K 428","Mozart, Wolfgang Amadeus: compositore"
1993,71327,"Quartetto, archi, Sib, K 458, Jagd","Mozart, Wolfgang Amadeus: compositore"
1994,71328,"A Sad Paven for these Distracted Tymes, archi","Maxwell Davies, Peter: compositore"
1995,71329,Per Massimiliano Rosbespierre,"Manzoni, Giacomo: compositore, de Robespierre, Maximilien: testo di"
1996,71330,"Nos / Il Naso, op. 15","Gogol', Nicolaj Vasil'evi|c: testo di, Šostakovič, Dmitrij: compositore, Šostakovič, Dmitrij: librettista, Zamjatin, Evgenij: librettista, Jon'in, Grigorij: librettista, Prejs, Aleksandr: librettista"
1997,71331,Il Gran Tamerlano,"Myslivecek, Josef: compositore, Piovene, Agostino: librettista"
1998,71332,Il matrimonio segreto,"Cimarosa, Domenico: compositore, Bertati, Giovanni: librettista"
1999,71333,"Sei romanze, voce,pf, op. 6","Čajkovskij, Pëtr Il'ič: compositore"
2000,71334,"Dodici romanze, voce,pf, op. 60","Čajkovskij, Pëtr Il'ič: compositore"
2001,71335,"Sei romanze, sp,pf, op. 73","Čajkovskij, Pëtr Il'ič: compositore"
2002,71336,"Sei liriche, voce,pf, op. 8","Rachmaninov, Sergej: compositore"
2003,71337,"Dodici liriche, voce,pf, op. 21","Rachmaninov, Sergej: compositore"
2004,71338,"Dodici liriche, voce,pf, op. 14","Rachmaninov, Sergej: compositore"
2005,71339,"Due canti senza parole, voce,pf","Prokof'ev, Sergej: compositore"
2006,71340,"Due canzoni per bambini, voce,pf","Stravinskij, Igor': compositore"
2007,71343,"Gopak, voce,pf, op. 23","Musorgskij, Modest: compositore, Scevcenko, Taras: librettista"
2008,71344,"Vado ben spesso, voce,bc","Bononcini, Giovanni: compositore"
2009,71345,Démophoon,"Cherubini, Luigi: compositore, Marmontel, Jean-François: librettista"
2010,71346,Anacréon ou L'Amour fugitif,"Cherubini, Luigi: compositore, Mendouze, C.R.: librettista"
2011,71347,"La regata veneziana, voce,pf","Rossini, Gioachino: compositore"
2012,71348,"Hohe Liebe, voce,pf, R 587","Liszt, Franz: compositore"
2013,71349,"Gestorben war ich, voce,pf, R 588","Liszt, Franz: compositore"
2014,71350,"O Lieb, so lang du lieben kannst, voce,pf, R 589","Liszt, Franz: compositore"
2015,71351,"Trois Mélodies, voce,pf, op. 23","Fauré, Gabriel: compositore"
2016,71352,"Deux mélodies, voce,pf, op. 46","Fauré, Gabriel: compositore"
2017,71353,"Quatre mélodies, voce,pf, op. 51","Fauré, Gabriel: compositore"
2018,71354,The Beggar's Opera,"Gay, John: librettista, Pepusch, Johann Christoph: compositore, Britten, Benjamin: autore della trascrizione / riduzione"
2019,71355,Z mrtvého domu / Da una casa di morti,"Janácek, Leós: compositore, Janácek, Leós: librettista, Dostoevskij, Fëdor Michailovic: testo di"
2020,71356,"Oberto, Conte di S. Bonifacio","Verdi, Giuseppe: compositore, Solera, Temistocle: librettista"
2021,71357,"Sinfonia n. 3, op. 27","Szymanowski, Karol: compositore"
2022,71358,"Missa, soli,coro,orch, Do, K 317, Krönungsmesse/Dell'Incoronazione","Mozart, Wolfgang Amadeus: compositore"
2023,71359,"Sinfonia n. 1, op. 13, Sol min., Sogni d'inverno","Čajkovskij, Pëtr Il'ič: compositore"
2024,71360,"Tre preludi sinfonici per l'Edipo re di Sofocle, orch","Pizzetti, Ildebrando: compositore"
2025,71361,"Canti della stagione alta, pf,orch","Pizzetti, Ildebrando: compositore"
2026,71362,"Rispetti e strambotti, archi n. 1, trascrizione per orch","Malipiero, Gianfrancesco: compositore"
2027,71363,"Pupazzetti, pf 4 mani, op. 27, trascrizione per orch","Casella, Alfredo: compositore"
2028,71364,"Gli uccelli, orch","Respighi, Ottorino: compositore"
2029,71365,"Concerto, vlc,orch n. 1, op. 33, La min.","Saint-Saëns, Camille: compositore"
2030,71366,Sicut cervus,"Palestrina, Giovanni Pierluigi da: compositore"
2031,71367,Super flumina Babylonis,"Palestrina, Giovanni Pierluigi da: compositore"
2032,71368,Ahi che quest'occhi,"Palestrina, Giovanni Pierluigi da: compositore"
2033,71369,Chi la gagliarda,"Donato, Baldassarre: compositore"
2034,71370,"Corse alla morte, coro","Vecchi, Orazio: compositore"
2035,71371,Madrigali a quattro voci,"Marenzio, Luca: compositore"
2036,71372,Sonno soave,"Nanino, Giovanni Bernardino: compositore"
2037,71373,"Sonata, fl trav,bc, Mi, BWV 1035","Bach, Johann Sebastian: compositore"
2038,71374,"Sonata, fl trav,bc, Do, BWV 1033","Bach, Johann Sebastian: compositore"
2039,71375,"Sonata, fl trav,cemb, La, BWV 1032","Bach, Johann Sebastian: compositore"
2040,71376,"Sonata, fl trav,cemb, Mib, BWV 1031","Bach, Johann Sebastian: compositore"
2041,71377,"Sonata, fl trav,cemb, Si min., BWV 1030","Bach, Johann Sebastian: compositore"
2042,71378,"Concerto, liuto,2vl,bc, op. 59, Re, RV 93, trascrizione per chit,archi","Vivaldi, Antonio: compositore"
2043,71379,"Concerto, chit,archi n. 1, op. 30, La","Giuliani, Mauro: compositore"
2044,71380,Année de pèlerinage III. Italie,"Liszt, Franz: compositore"
2045,71381,"Sancta Dorothea, pf, R 73","Liszt, Franz: compositore"
2046,71382,"Quatre Valse oubliées, pf, R 37","Liszt, Franz: compositore"
2047,71383,"In festo transfigurationis Domini nostri Jesu Christi, pf, R 74","Liszt, Franz: compositore"
2048,71384,Année de pèlerinage II. Italie,"Liszt, Franz: compositore"
2049,71385,"Valse de l'opéra Faust, pf, R 166","Gounod, Charles: autore delle musiche, Liszt, Franz: compositore"
2050,71386,"Due pezzi dal Tannhäuser e dal Lohengrin, pf, R 278","Wagner, Richard: autore delle musiche, Liszt, Franz: compositore"
2051,71387,"Concerto grosso, archi,bc n. 5, op. 6, Re, HWV 323","Händel, Georg Friedrich: compositore"
2052,71388,"Concerto, vla,archi,bc, Sol","Telemann, Georg Philipp: compositore"
2053,71389,"Quintetto, fl,ob,vl,vlc,cemb, Do","Bortnjanskij, Dmitrij Stepanovic: compositore"
2054,71390,Alcide,"Metastasio, Pietro: librettista, Bortnjanskij, Dmitrij Stepanovic: compositore"
2055,71391,"Concerto, vlc,orch, op. 104, Si min., B 191","Dvorák, Antonín: compositore"
2056,71392,La camera dei bambini,"Musorgskij, Modest: compositore"
2057,71393,"Canti e danze della morte, voce,pf","Musorgskij, Modest: compositore"
2058,71394,"Concerto, fag,orch, op. 75, J 127","Weber, Carl Maria von: compositore"
2059,71395,"Suite, fl,archi,bc, La min.","Telemann, Georg Philipp: compositore"
2060,71396,"Concerto, 2vl,fag,archi,bc, Re","Telemann, Georg Philipp: compositore"
2061,71397,"Mein Herze schwimmt im Blut, sp,ob,archi,bc, BWV 199","Bach, Johann Sebastian: compositore"
2062,71398,"Weichet nur, betrübte Schatten, sp,ob,archi,bc, BWV 202","Bach, Johann Sebastian: compositore"
2063,71399,"Rapsodia, vlc,pf","Bartók, Béla: compositore"
2064,71400,"Concerto grosso, archi,bc n. 9, op. 6, Fa, HWV 327","Händel, Georg Friedrich: compositore"
2065,71401,"Sonata, pf 4mani n. 3, op. 14","Clementi, Muzio: compositore"
2066,71402,"Zwölf vierhaändige Klavierstüke für kleine und grosse Kinder, op. 85","Schumann, Robert: compositore"
2067,71403,"Allegro, pf 4mani, op. 144, D 947, Lebensstürme","Schubert, Franz: compositore"
2068,71404,"Fantasia, pf 4mani, op. 103, D 940","Schubert, Franz: compositore"
2069,71405,"Deux marches caractéristiques, pf 4mani, op. 121, D 968B","Schubert, Franz: compositore"
2070,71406,"Die Jahreszeiten / Le Stagioni, sp,tn,bs,coro,orch, Hob.XXI:3","Haydn, Franz Joseph: compositore"
2071,71407,Benedetto sia lo giorno,"Animuccia, Giovanni: compositore"
2072,71408,Cantico delle Creature,"Seghizzi, Cesare Augusto: compositore"
2073,71409,Ave Maria,"Arcadelt, Jacques: compositore"
2074,71410,"Soon, ha will be done, coro","Dawson, William: compositore"
2075,71411,"Messa, op. 26, Re","Dvorák, Antonín: compositore"
2076,71412,"Virga Jesse, coro","Bruckner, Anton: compositore"
2077,71413,"Quem vidistis pastores, coro","Foraboschi, Antonio: compositore"
2078,71414,"Quam pulchra es, voce,bc","Grandi, Alessandro: compositore"
2079,71415,"Or che morir ti miro, voce,bc","Cifra, Antonio: compositore"
2080,71416,Laudario di Cortona: Della crudel morte de Cristo,Anonimo (XIII sec.): compositore
2081,71417,"Carillon, org",Anonimo (XVII sec.): compositore
2082,71418,"Sarabanda, org",Anonimo (XVIII sec.): compositore
2083,71419,"Ciaccona, org",Anonimo (XVIII sec.): compositore
2084,71420,Cantate Domino,"Cavalli, Francesco: compositore"
2085,71421,Dunque ove tu Signore,"Mazzocchi, Domenico: compositore"
2086,71422,Ei m'è scudo e difesa,"Marcello, Benedetto: compositore"
2087,71423,"Canzona, Do","Zipoli, Domenico: compositore"
2088,71424,"Post Communio, Fa","Zipoli, Domenico: compositore"
2089,71425,"Offertorio, Do","Zipoli, Domenico: compositore"
2090,71426,"Quattro versetti, org","Zipoli, Domenico: compositore"
2091,71427,"Der Tag ist hin, BWV 447","Bach, Johann Sebastian: compositore"
2092,71428,"Liebes Herz, bedenke doch, BWV 482","Bach, Johann Sebastian: compositore"
2093,71429,"Quartetto, archi, trascrizione per fiati","Rossini, Gioachino: compositore"
2094,71430,"Trio, fl,ob,pf, Do min.","Telemann, Georg Philipp: compositore"
2095,71431,Due apostrofi,"Tausinger, Jan: compositore"
2096,71432,"Quintetto, fl,ob,cl,fag,cor n. 2, op. 88, Mib","Reicha, Antonin: autore"
2097,71433,"Concerto, vla,archi, Do min., WQ166","Bach, Johann Christian: compositore"
2098,71434,Canti e danze popolari,AA. VV.: compositore
2099,71435,Studio quadro,"Rachmaninov, Sergej: compositore"
2100,71436,L'Oiseau de feu / L'angelo di fuoco,"Prokof'ev, Sergej: compositore, Prokof'ev, Sergej: librettista, Brjusov, Valerij Jahovlevic: testo di"
2101,71437,Jenufa,"Janácek, Leós: compositore, Preissová, Gabriela: librettista"
2102,71438,"Leonora, ossia L'amore coniugale","Schmidt, Giovanni: librettista, Bouilly, Jean-Nicolas: testo di, Paer, Ferdinando: compositore"
2103,71439,"La pazza, sp","Giramo, Pietro Antonio: compositore"
2104,71440,L'amante impazzito,"Coja, Simone: compositore"
2105,71441,"Sonata, salt,archi","Jommelli, Niccolò: compositore"
2106,71442,"Calcante e Achille, sp,bs,archi","Porpora, Nicola Antonio: compositore"
2107,71443,Pezzo strumentale (?),Anonimo siciliano: compositore
2108,71444,"Sonata, cor,pf, op. 17, trascrizione per vlc,pf, Horn Sonata","Beethoven, Ludwig van: compositore"
2109,71445,"Dodici variazioni sopra il tema «Ein Mädchen oder Weibchen», vlc,pf, op. 66, Fa","Beethoven, Ludwig van: compositore"
2110,71446,"Concerto, vl,orch n. 2, Re, K 211","Mozart, Wolfgang Amadeus: compositore"
2111,71447,Billy Budd,"Crozier, Eric: librettista, Forster, E. M.: librettista, Britten, Benjamin: compositore"
2112,71448,...here in hiding...,"MacMillan, James: compositore"
2113,71449,Two pieces from The Cloud of Unknowing,"Wild, Jonathan: compositore"
2114,71451,Ah! Gentle Jesu,Sheryngham: compositore
2115,71459,Arkhangelos,"Moody, Ivan: compositore"
2116,71460,"A Maria, fonte d'amore",Anonimo (XV sec.): compositore
2117,71461,Most Holy Mother og God,"Pärt, Arvo: compositore"
2118,71462,Inno del Cherubino,"Raskatov, Alexander: compositore"
2119,71463,La preghiera del Signore,"Raskatov, Alexander: compositore"
2120,71464,Luce delicata (inno della sera),"Raskatov, Alexander: compositore"
2121,71465,Fa' che la mia preghiera ascenda (Salmo 141),"Raskatov, Alexander: compositore"
2122,71466,L'angelo chiamò (Akihostos),"Raskatov, Alexander: compositore"
2123,71467,Larghetto,"Händel, Georg Friedrich: compositore"
2124,71468,"Concerto, vl,orch n. 1, Do","Haydn, Franz Joseph: compositore"
2125,71469,Canti e danze folcloristiche di Cuba,AA. VV.: compositore
2126,71470,"Canzona, org, Sol","Frescobaldi, Girolamo: compositore"
2127,71472,"Bastien und Bastienne, K 50 (46b)","Mozart, Wolfgang Amadeus: compositore, Weiskern, Friedrich Wilhelm: librettista"
2128,71473,Francesca da Rimini,"D'Annunzio, Gabriele: librettista, Zandonai, Riccardo: compositore"
2129,71475,"Concerto, pf,orch n. 4, op. 40, Sol min.","Rachmaninov, Sergej: compositore"
2130,71476,"Lo schiaccianoci: «Suite» dal balletto, op. 71a","Čajkovskij, Pëtr Il'ič: compositore"
2131,71477,Capitan spavento,"Malipiero, Gianfrancesco: compositore, Malipiero, Gianfrancesco: librettista, Ruzante: testo di, Fatouville, Nolant de: testo di"
2132,71478,"La fabbrica illuminata, vf,nastro magn","Nono, Luigi: compositore"
2133,71479,Katerina Izmajlova,"Šostakovič, Dmitrij: compositore, Šostakovič, Dmitrij: librettista, Prejs, Aleksandr: librettista, Leskov, Nikolaj Semënovic: testo di"
2134,71480,Hänsel und Gretel,"Humperdinck, Engelbert: compositore, Wette, Adelheid: librettista"
2135,71481,A Kékszakállú Herceg vára / Il castello del principe Barbablù,"Bartók, Béla: compositore, Balázs, Béla: librettista"
2136,71482,Prodaná nevesta / La sposa venduta,"Smetana, Bedrich: compositore, Sabina, Karel: librettista"
2137,71483,The greek Passion,"Martinu, Bohuslav: compositore, Martinu, Bohuslav: librettista, Kazantzakis, Nikos: testo di"
2138,71484,Il dottore di vetro,"Spaziani, Maria Luisa: librettista, Vlad, Roman: compositore"
2139,71485,Un quarto di vita,"Gaslini, Giorgio: compositore, Gaslini, Giorgio: librettista"
2140,71486,"Trio, pf,vl,vlc, Mib, Hob.XV 29","Haydn, Franz Joseph: compositore"
2141,71487,"Trio, vl,vlc,pf n. 3, op. 110, Sol min.","Schumann, Robert: compositore"
2142,71488,"Quartetto n. 4, I voli di Niccolò","Francesconi, Luca: compositore"
2143,71489,String Quartet,"Kyburz, Hanspeter: compositore"
2144,71490,The Flood / Il diluvio,"Stravinskij, Igor': compositore, Craft, Robert: librettista"
2145,71491,L'Enfant et les sortilèges,"Ravel, Maurice: compositore, Colette: librettista"
2146,71492,"Sonata, pf, Do, K 330","Mozart, Wolfgang Amadeus: compositore"
2147,71493,"Kinderszenen, pf, op. 15","Schumann, Robert: compositore"
2148,71494,"Preludio, pf n. 5, op. 23, Sol min.","Rachmaninov, Sergej: compositore"
2149,71495,Il barbiere di Siviglia,"Paisiello, Giovanni: compositore, Petrosellini, Giuseppe: librettista"
2150,71496,Vacanze romane,"Porter, Cole: compositore, Trovajoli, Armando: compositore, Blake, Paul: librettista"
2151,71497,La Duchessa di Chicago,"Kálmán, Emmerich: compositore, Grünwald, Alfred: librettista, Brammer, Julius: librettista"
2152,71498,Canti e danze popolari della repubblica sovietica lituana,"AA. VV.: compositore, Lingys, Josas: autore"
2153,71499,"Sinfonia, orch n. 7, op. 60, Do, ""Leningrado""","Šostakovič, Dmitrij: compositore"
2154,71500,Job,"Dallapiccola, Luigi: compositore, Dallapiccola, Luigi: librettista"
2155,71501,"Quartetto, fl,vl,vla,vlc, Do, K 171 (K 285b)","Mozart, Wolfgang Amadeus: compositore"
2156,71502,"Quintetto, archi, op. 77, Sol","Dvorák, Antonín: compositore"
2157,71503,"Concerto, pf,orch n. 3, op. 26, Do","Prokof'ev, Sergej: compositore"
2158,71504,"Concerto, pf,orch, op. 54, La min.","Schumann, Robert: compositore"
2159,71505,"Sinfonia n. 4, op. 112, Do","Prokof'ev, Sergej: compositore"
2160,71506,1812,"Čajkovskij, Pëtr Il'ič: compositore"
2161,71507,"Il paese senz'alba, orch","Sciarrino, Salvatore: compositore"
2162,71508,"Solo, archi","Donatoni, Franco: compositore"
2163,71509,"Capriccio, pf,orch","Panni, Marcello: compositore"
2164,71510,"Piano Concerto, pf,orch","Krauze, Zygmunt: compositore"
2165,71511,"Some other where, orch","Togni, Camillo: compositore"
2166,71512,Suite in stile antico,"Schnittke, Alfred: compositore"
2167,71513,"Tema originale con variazioni, op. 15","Wieniawski, Henryk: compositore"
2168,71514,"Jesu, meine Freude n. 173, BWV 87/7","Bach, Johann Sebastian: compositore"
2169,71515,"Lobet den Herren, denn er ist freundlich, BWV 374","Bach, Johann Sebastian: compositore"
2170,71516,"O là o che bon ecco, 8voci","Lasso, Orlando di: compositore"
2171,71517,"Matona mia cara, 4voci","Lasso, Orlando di: compositore"
2172,71518,"Chanter je veux, 5voci","Lasso, Orlando di: compositore"
2173,71519,"Un jour vis un foulon, 4voci","Lasso, Orlando di: compositore"
2174,71520,"Je l'ayme bien, 4voci","Lasso, Orlando di: compositore"
2175,71521,"Quand mon mary vient dehors, 4voci","Lasso, Orlando di: compositore"
2176,71522,"Madrigali a sei voci, Libro V","Marenzio, Luca: compositore"
2177,71523,"Madrigali a cinque voci, Libro III","Marenzio, Luca: compositore"
2178,71524,"Villanelle a tre voci, Libro V","Marenzio, Luca: compositore"
2179,71525,Musiciens qui chantez,"Waelrant, Hubert: compositore"
2180,71526,Benvenuto Cellini,"Berlioz, Hector: compositore, Wailly, Léon de: librettista, Barbier, Auguste: librettista"
2181,71527,"Sinfonia, orch, Do","Bizet, Georges: compositore"
2182,71528,"Quartetto, archi n. 3, Mib, G 167","Boccherini, Luigi: compositore"
2183,71529,"Quartetto, archi n. 1, op. 7","Bartók, Béla: compositore"
2184,71530,Tancrède,"Campra, André: compositore"
2185,71531,Pygmalion,"Rameau, Jean-Philippe: compositore"
2186,71532,"Concerto grosso, archi,bc n. 6, op. 6, Sol min., HWV 324","Händel, Georg Friedrich: compositore"
2187,71533,Fiori musicali di diverse compositioni,"Frescobaldi, Girolamo: compositore"
2188,71534,"Pietà, Signore, di me dolente","Stradella, Alessandro: compositore"
2189,71535,"Undici preludi-corali, org, op. 122","Brahms, Johannes: compositore"
