,opera_id,dcTitle_opera,autori
279,69591,"Ventiquattro variazioni su ""La follia di Spagna"", pf,orch","Salieri, Antonio: compositore"
280,69592,"Concerto, pf,orch, Do, K 246, Lützow-Konzert","Mozart, Wolfgang Amadeus: compositore"
281,69593,"Quintetto, pf,ob,cl,fag,cor, Mib, K 452","Mozart, Wolfgang Amadeus: compositore"
282,69594,"Kammersymphonie, op. 9, Mi, trascrizione per fl,cl,vl,vlc,pf","Schönberg, Arnold: compositore"
283,69595,Melodia,"Gentilucci, Armando: compositore"
284,69596,"Una traccia, sommessamente, vl,pf","Gentilucci, Armando: compositore"
285,69597,"Six bagatelles, 5fiati","Ligeti, György: compositore"
286,69598,"Ottetto, fl,cl,2fag,2tr,2trb","Stravinskij, Igor': compositore"
287,69599,Zolotoy petusok / Il gallo d'oro,"Bel'skij, Vladimir: librettista, Rimskij-Korsakov, Nikolaj: compositore"
288,69600,"La seduzione, sp,pf","Verdi, Giuseppe: compositore, Balestra, Luigi: librettista"
289,69601,"Stornello, sp,pf","Verdi, Giuseppe: compositore"
290,69602,Don Carlo,"Verdi, Giuseppe: compositore, Mery, Francois-Joseph: librettista, Du Locle, Camille: librettista, Schiller, Friedrich: autore dell'opera letteraria del libretto"
291,69603,"La preghiera del poeta, sp,pf","Verdi, Giuseppe: compositore, Sole, Nicola: librettista"
292,69604,"Fiorellin che sorge appena, voce,pf","Verdi, Giuseppe: compositore, Piave, Francesco Maria: librettista"
293,69605,"Il Brigidino, sp,pf","Verdi, Giuseppe: compositore, Dall'Ongaro, Francesco: librettista"
294,69606,"È la vita un mar d'affanni, sp,pf","Verdi, Giuseppe: compositore"
295,69607,"Sgombra, o gentil, voce,pf","Verdi, Giuseppe: compositore"
296,69608,"Pietà Signor, sp,pf","Boito, Arrigo: librettista, Verdi, Giuseppe: compositore, Verdi, Giuseppe: librettista"
297,69609,Un ballo in maschera,"Verdi, Giuseppe: compositore, Scribe, Eugène: testo di, Somma, Antonio: librettista"
298,69610,I Masnadieri,"Verdi, Giuseppe: compositore, Maffei, Andrea: librettista, Schiller, Friedrich: testo di"
299,69611,Simon Boccanegra,"Boito, Arrigo: librettista, Verdi, Giuseppe: compositore, Piave, Francesco Maria: librettista"
300,69612,Les Martyrs,"Donizetti, Gaetano: compositore"
301,69613,Soirées musicales,"Rossini, Gioachino: compositore"
302,69614,"Matinée musicale, sp,pf","Donizetti, Gaetano: compositore"
303,69615,"Les Nuits d'été, versione voce,pf, op. 7","Berlioz, Hector: compositore, Gautier, Théophile: librettista"
304,69616,"Sei rispetti, sp,pf","Wolf-Ferrari, Ermanno: compositore"
305,69617,"Mentia l'avviso, tn,pf","Puccini, Giacomo: compositore, Romani, Felice: librettista"
306,69618,"Sole e amore, mattinata: «Il sole allegramente batte ai tuoi vetri», voce,pf","Puccini, Giacomo: compositore, Puccini, Giacomo: librettista"
307,69619,West Side Story,"Bernstein, Leonard: compositore, Laurents, Arthur: librettista, Sondheim, Stephen: librettista"
308,69620,"Ciganské Melodie, sp,pf, op. 55, B 104","Dvorák, Antonín: compositore"
309,69621,"Élégie, melodie: «Ô, doux printemps d'autre fois, vertes saisons», sp,pf","Massenet, Jules: compositore"
310,69622,Sette romanze,"Čajkovskij, Pëtr Il'ič: compositore"
311,69623,Notte,"Rubinštein, Anton: compositore"
312,69624,"Chanson de l'adieu, sp(o tn),pf","Tosti, Francesco Paolo: compositore, Haraucourt, Edmond d': librettista"
313,69625,First waltz,"Tosti, Francesco Paolo: compositore"
314,69626,'A vucchella,"Tosti, Francesco Paolo: compositore, D'Annunzio, Gabriele: testo di"
315,69627,Rigoletto (La Maledizione),"Verdi, Giuseppe: compositore, Piave, Francesco Maria: librettista, Hugo, Victor: testo di"
316,69628,Arie antiche,"Parisotti, Alessandro: compositore"
317,69629,"Vier Lieder, sp,pf, op. 27","Strauss, Richard: compositore"
318,69630,La forza del destino,"Verdi, Giuseppe: compositore, Piave, Francesco Maria: librettista, Saavedra, Angel Pérez de: testo di"
319,69631,Barbe-bleue,"Offenbach, Jacques: compositore, Meilhac, Henri: librettista, Halévy, Ludovic: librettista"
320,69632,La voix humaine,"Poulenc, Francis: compositore, Cocteau, Jean: librettista"
321,69633,Didone abbandonata,"Metastasio, Pietro: librettista, Jommelli, Niccolò: compositore"
322,69634,Tu c'hai le penne Amore,"Caccini, Giulio: compositore"
323,69635,"Juditha triumphans devicta Holofernes barbarie, RV 644","Vivaldi, Antonio: compositore"
324,69636,Serse,"Händel, Georg Friedrich: compositore, Minato, Nicolò <sec. 17.>: testo di, Stampiglia, Silvio: testo di"
325,69637,"Addio ai Viennesi, canzone: «Da voi parto amate sponde»","Rossini, Gioachino: compositore"
326,69638,"La dichiarazione, canzonetta: «Ch'io mai vi possa lasciar d'amare», voce,pf","Rossini, Gioachino: compositore, Metastasio, Pietro: librettista"
327,69639,Amor rende sagace,"Cimarosa, Domenico: compositore, Bertati, Giovanni: librettista"
328,69640,"Sonata, vl,pf, Sib, K 378","Mozart, Wolfgang Amadeus: compositore"
329,69641,Capriccio detto l'Ermafrodita,"Ambrosini, Claudio: compositore"
330,69642,Trio IIb,"Castagnoli, Giulio: compositore"
331,69643,"Head, ottoni,cl,pf","Brophy, Gérard: compositore"
332,69644,Il volto della notte,"Perezzani, Paolo: compositore"
333,69645,Spray,"Smetanin, Michael: compositore"
334,69646,"D'un faune, fl sol,pf","Sciarrino, Salvatore: compositore"
335,69647,Adagio,"Mozart, Wolfgang Amadeus: compositore"
336,69648,"Divertissement à l'hongroise, pf4mani, op. 58, D 818, trascrizione per orch","Schubert, Franz: compositore"
337,69649,"Sinfonia n. 3, Re, D 200","Schubert, Franz: compositore"
338,69650,"Sinfonia n. 4, Do min., D 417, La Tragica","Schubert, Franz: compositore"
339,69651,"La fida ninfa, RV 714","Vivaldi, Antonio: compositore, Maffei, Scipione: librettista"
340,69652,"Quartetto, fl,vl,vla,vlc, La, K 298","Mozart, Wolfgang Amadeus: compositore"
341,69653,"L'Olimpiade, RV 725","Vivaldi, Antonio: compositore, Metastasio, Pietro: librettista"
342,69654,"Semiramide, RV 733","Vivaldi, Antonio: compositore, Silvani, Francesco: testo di"
343,69655,Aspern Suite per soprano e strumenti,"Sciarrino, Salvatore: compositore"
344,69656,"R. 2, ens","Pisati, Maurizio: compositore"
345,69657,"Concerto, 2vl,2vlc,archi,bc n. 4, op. 23, Re, RV 564","Vivaldi, Antonio: compositore"
346,69658,L'Atenaide o sia Gli affetti generosi,"Vivaldi, Antonio: compositore, Zeno, Apostolo: testo di"
347,69659,"Concerto, vla d'amore,liuto,archi,bc n. 2, op. 63, Re min., RV 540","Vivaldi, Antonio: compositore"
348,69660,"Ottone in villa, RV 729","Vivaldi, Antonio: compositore, Lalli, Domenico: librettista"
349,69661,Orlando (furioso),"Vivaldi, Antonio: compositore, Braccioli, Grazio: librettista, Ariosto, Ludovico: testo di"
350,69662,"Orlando finto Pazzo, RV 727","Vivaldi, Antonio: compositore, Braccioli, Grazio: librettista, Boiardo, Matteo Maria: testo di"
351,69663,"Concerto, vl,3vl d'eco,archi,bc n. 2, op. 62, La, RV 552","Vivaldi, Antonio: compositore"
352,69664,"Sinfonia n. 1, op. 25, Re, Classica","Prokof'ev, Sergej: compositore"
353,69665,"Sinfonia n. 3, op. 43, Do min., {Le divin poème","Skrjabin, Aleksandr: compositore"
354,69666,"Concerto, pf,orch n. 1, op. 15, Do","Beethoven, Ludwig van: compositore"
355,69667,"Concerto, pf,orch n. 2, op. 19, Sib","Beethoven, Ludwig van: compositore"
356,69668,"Sonata, pf, op. 109, Mi","Beethoven, Ludwig van: compositore"
357,69669,"Sonata, pf, op. 110, Lab","Beethoven, Ludwig van: compositore"
358,69670,"Sonata, pf n. 32, op. 111, Do min.","Beethoven, Ludwig van: compositore"
359,69671,"Turangalila-Symphonie, orch,pf,onde martenot","Messiaen, Olivier: compositore"
360,69672,"Concerto, 3cemb,archi,bc, Do, BWV 1064","Bach, Johann Sebastian: compositore"
361,69673,"Concerto, 2cemb,archi,bc, Do, BWV 1060","Bach, Johann Sebastian: compositore"
362,69674,"Concerto, 3cemb,archi,bc, Re min., BWV 1063","Bach, Johann Sebastian: compositore"
363,69675,"Concerto, 2cemb,archi,bc, Do min., BWV 1062","Bach, Johann Sebastian: compositore"
364,69676,"Concerto, 4cemb,archi,bc, La min., BWV 1065","Bach, Johann Sebastian: compositore"
365,69677,Il viaggio a Reims ossia L'albergo del giglio d'oro,"Rossini, Gioachino: compositore, Balocchi, Luigi: librettista"
366,69678,"Sinfonia concertante, ob,cl,cor,fag,orch, Mib, K C14.01","Mozart, Wolfgang Amadeus: compositore"
367,69679,"Sinfonia, Sol, Hob.I 100, Military","Haydn, Franz Joseph: compositore"
368,69680,"Quattordici Variazioni sopra un tema originale, pf,vl,vlc, op. 44, Mib","Beethoven, Ludwig van: compositore"
369,69681,"Trio, vl,vlc,pf, Sol","Debussy, Claude: compositore"
370,69682,"Il mondo della luna, Hob.XXVIII:7","Haydn, Franz Joseph: compositore, Goldoni, Carlo: librettista"
371,69683,"Trio, vl,vlc,pf, op. 8, Si","Brahms, Johannes: compositore"
372,69684,"Concerti grossi con duoi Violini e Violoncello di Concertino obligati, e duoi altri Violini, Viola, e Basso di Concerto Grosso ad arbitrio che si potranno raddoppiare","Corelli, Arcangelo: compositore"
373,69685,"Sonata, vl,cemb n. 3, Mi, BWV 1016","Bach, Johann Sebastian: compositore"
374,69686,"Winterreise,  voce e pf, op. 89, D 911","Schubert, Franz: compositore, Müller, Wilhelm: testo di"
375,69687,"Concerto, cor,orch, Mib, K 495","Mozart, Wolfgang Amadeus: compositore"
376,69688,"Sinfonia, orch n. 6, La","Bruckner, Anton: compositore"
377,69689,"Glosse, 2vl,vla,vlc","Berio, Luciano: compositore"
378,69690,"Quartetto, archi n. 1, Metamorfosi notturne","Ligeti, György: compositore"
379,69691,"Quartetto, archi, op. 132, La min.","Beethoven, Ludwig van: compositore"
380,69692,"Lieder, op. 34","Mendelssohn-Bartholdy, Felix: compositore"
381,69693,"Lieder, op. 19a","Mendelssohn-Bartholdy, Felix: compositore"
382,69694,"Lieder, op. 71","Mendelssohn-Bartholdy, Felix: compositore"
383,69695,"Lieder, op. 8","Mendelssohn-Bartholdy, Felix: compositore"
384,69696,"Lieder, op. 9","Mendelssohn-Bartholdy, Felix: compositore"
385,69697,"Lieder, op. 47","Mendelssohn-Bartholdy, Felix: compositore"
386,69698,"Italienisches Liederbuch, voce,pf, Vol. I","Wolf, Hugo: compositore, Heyse, Paul von: testo di"
387,69699,"Italienisches Liederbuch, voce,pf, Vol. II","Wolf, Hugo: compositore, Heyse, Paul von: testo di"
388,69700,Aurora,"Cerchio, Bruno: compositore"
389,69701,"Quindici Lieder da Das Buch der hängenden Gärten, sp,pf, op. 15","Schönberg, Arnold: compositore"
390,69702,"Sonata, pf, op. 13, Do min., Patetica","Beethoven, Ludwig van: compositore"
391,69703,"Ballata, pf n. 3, op. 47, BI 136, Lab","Chopin, Fryderyk: compositore"
392,69704,"Sonata, pf, op. 58, n.3, Si min.","Chopin, Fryderyk: compositore"
393,69705,"Sonata, vl,pf, K 304, n.4, Mi min.","Mozart, Wolfgang Amadeus: compositore"
394,69706,"Sonata, vl,pf, op. 47, La, Sonata a Kreutzer","Beethoven, Ludwig van: compositore"
395,69707,"Poème, vl,orch, op. 25, trascrizione per vl,pf","Chausson, Amédée-Ernest: compositore"
396,69708,"Sonata, vl,pf, M.8, La","Franck, César: compositore"
397,69709,"Los majos enamorados, pf","Granados, Enrique: compositore"
398,69710,"Impromptus, pf, op. 90, D 899","Schubert, Franz: compositore"
399,69711,"Faschingsschwank aus Wien. Fantasiebilder, pf, op. 26","Schumann, Robert: compositore"
400,69712,"Isoldens Liebestod, pf, R 280","Wagner, Richard: autore delle musiche, Liszt, Franz: compositore"
401,69713,"Rigoletto. Paraphrase de concert, pf, R 265","Verdi, Giuseppe: autore delle musiche, Liszt, Franz: compositore"
402,69714,"Ionisation, 13percuss","Varèse, Edgard: compositore"
403,69715,"Hyperprism, 9fiato,18percuss","Varèse, Edgard: compositore"
404,69716,"Density 21.5, fl","Varèse, Edgard: compositore"
405,69717,"Sextet, tast,6percuss","Reich, Steve: compositore"
406,69718,"À Hélène, coro femminile a cappella","Xenakis, Iannis: compositore"
407,69719,"Nuits, 12 voci soliste","Xenakis, Iannis: compositore"
408,69720,"Preco preheminencie, 4voci","Dunstable, John: compositore"
409,69721,"Quam pulchra es, 3voci","Dunstable, John: compositore"
410,69722,"Semino canto, 6v","Dusapin, Pascal: compositore"
411,69723,"Nell'ombra della tua notte, coro","Gentilucci, Armando: compositore"
412,69724,"Sei Quartetti, 4voci,pf, op. 112","Brahms, Johannes: compositore"
413,69725,"Sinfonia, orch n. 1, Re, ""Titan""","Mahler, Gustav: compositore"
414,69726,5 Frammenti all'Italia,"Bussotti, Sylvano: compositore"
415,69727,"Sinfonia, orch n. 7, Mi min.","Mahler, Gustav: compositore"
416,69728,"Parsifal, WWV 111","Wagner, Richard: compositore, Wagner, Richard: librettista"
417,69729,"Dona nobis pacem, 12voci","Holliger, Heinz: compositore"
418,69730,"Sonatina, vl,pf n. 1, op. 137, Re, D 384","Schubert, Franz: compositore"
419,69731,"Sonata, fl,pf, op. 94, Re","Prokof'ev, Sergej: compositore"
420,69732,"Madrigali a sei voci, Libro IV","Marenzio, Luca: compositore"
421,69733,Primo libro de Madrigali a cinque voci,"Pallavicino, Benedetto: compositore"
422,69734,Dolci mi son gli affanni,"Pallavicino, Benedetto: compositore"
423,69735,Quarto libro de Madrigali a 5 voci,"Gesualdo da Venosa, Carlo: compositore"
424,69736,"Paucitas dierum meorum, 5voci","Palestrina, Giovanni Pierluigi da: compositore"
425,69737,"Stabat Mater, 8voci","Palestrina, Giovanni Pierluigi da: compositore"
426,69738,"Quartetto, archi n. 3, op. 73, Fa","Šostakovič, Dmitrij: compositore"
427,69739,"Réminiscences de Norma, pf, R 133","Liszt, Franz: compositore"
428,69740,"Quintetto, 2vl,vla,vlc,pf, op. 34, Fa min.","Brahms, Johannes: compositore"
429,69741,"Quartetto, archi, op. 74, Mib, Delle Arpe","Beethoven, Ludwig van: compositore"
430,69742,"Quartetto, archi, op. 135, Fa","Beethoven, Ludwig van: compositore"
431,69743,"Quartetto, archi, op. 127, Mib","Beethoven, Ludwig van: compositore"
432,69744,"Quartetto, archi, op. 131, Do# min.","Beethoven, Ludwig van: compositore"
433,69745,"Quartetto, archi, op. 130, Sib","Beethoven, Ludwig van: compositore"
434,69746,"Grosse Fuge / Grande fuga, archi, op. 133, Sib","Beethoven, Ludwig van: compositore"
435,69747,"Quartetto, archi","Maderna, Bruno: compositore"
436,69748,"Quartetto, archi n. 2","Melchiorre, Alessandro: compositore"
437,69749,"Un segno nello spazio, 2vl,vla,vlc","Stroppa, Marco: compositore"
438,69750,"Visas: Tre episodi, 2vl,vla,vlc","Scodanibbio, Stefano: compositore"
439,69751,"La Souris sans sourire, 2vl,vla,vlc","Donatoni, Franco: compositore"
440,69752,"Quartetto, archi n. 3, op. 67, Sib","Brahms, Johannes: compositore"
441,69753,Otto Quartetti,"Malipiero, Gianfrancesco: compositore"
442,69754,"Sei Quartetti, archi, op. 18","Beethoven, Ludwig van: compositore"
443,69755,"Tre Quartetti, archi, op. 59 Rasumovsky","Beethoven, Ludwig van: compositore"
444,69756,"Sedici divertimenti, fiati","Paisiello, Giovanni: compositore"
445,69757,"Sei Temi variati, pf,fl (o vl), op. 105","Beethoven, Ludwig van: compositore"
446,69758,"Dieci temi variati, pf,fl (o vl), op. 107","Beethoven, Ludwig van: compositore"
447,69759,"Sei quartetti, archi, op. 76, Hob.III, Erdödy-Quartette","Haydn, Franz Joseph: compositore"
448,69760,"Preludio e fuga, archi, Fa, [H 30]","Beethoven, Ludwig van: compositore"
449,69761,"Preludio e fuga, archi, Do, [H 31]","Beethoven, Ludwig van: compositore"
450,69762,"Quartetto, archi, Fa, [H 34]","Beethoven, Ludwig van: compositore"
451,69763,"Due sonate, cl (o vla),pf, op. 120","Brahms, Johannes: compositore"
452,69764,"Tre quartetti, archi, op. 41","Schumann, Robert: compositore"
453,69765,"Quartetto, archi n. 1, La","Borodin, Aleksandr P.: compositore"
454,69766,"Serenade, archi, op. 20","Elgar, Edward: compositore"
455,69767,"Quattro odi, archi","Petrassi, Goffredo: compositore"
456,69768,"Serenata, archi, op. 22, Mi, B 52","Dvorák, Antonín: compositore"
457,69769,El amor brujo (Versione da concerto),"De Falla, Manuel: compositore"
458,69770,"Konzertstück, timp,orch","Kagel, Mauricio: compositore"
459,69771,"Quartetto, archi, La","Pizzetti, Ildebrando: compositore"
460,69772,"Crisantemi, archi, trascrizione per orch","Puccini, Giacomo: compositore"
461,69773,"Largo e fuga, arp,harm(o org),archi","Giordano, Umberto: compositore"
462,69774,"Sei intermezzi sinfonici per ""Cleopatra"": Andante e barcarola, arp,archi","Mancinelli, Luigi: compositore"
463,69775,"Ein Sommernachtstraum, orch, op. 61","Mendelssohn-Bartholdy, Felix: compositore"
464,69776,"Sinfonia n. 3, op. 56, La min., Scottish","Mendelssohn-Bartholdy, Felix: compositore"
465,69777,"Scherzo, archi, op. 8","Sinigaglia, Leone: compositore"
466,69778,"Momento musicale, archi n. 3, op. 57","Martucci, Giuseppe: compositore"
467,69779,"Minuetto, archi n. 2, op. 57","Martucci, Giuseppe: compositore"
468,69780,"Concerto, 2vl,vla,vlc, op. 40","Casella, Alfredo: compositore"
469,69781,"Roman népi tancok / Danze popolari romene, picc. orch","Bartók, Béla: compositore"
470,69782,"Trio, pf,cl (o vl),vlc, op. 11, Sib","Beethoven, Ludwig van: compositore"
471,69783,"Due Trii, pf,vl,vlc, op. 70","Beethoven, Ludwig van: compositore"
472,69784,"Trio, pf,vl,vlc, op. 97, Sib, L'Arciduca","Beethoven, Ludwig van: compositore"
473,69785,"Intermezzi goldoniani, archi, op. 127","Bossi, Marco Enrico: compositore"
474,69786,"Fra Holbergs tid (Aus Holbergs Zeit) / Dai tempi di Holberg, pf, op. 40, trascrizione per orch","Grieg, Edvard: compositore"
475,69787,Antiche danze e arie per liuto. Suite III,"Respighi, Ottorino: compositore"
476,69788,"Quartetto, archi n. 2","Mortari, Virgilio: compositore"
477,69789,"Frühlingsglaube, lied: «Die linden Lüfte sind erwacht», voce,pf n. 2, op. 20, D 686","Schubert, Franz: compositore"
478,69790,Auf der Donau,"Schubert, Franz: compositore"
479,69791,"Der Musensohn n. 1, op. 92, D 764","Schubert, Franz: compositore"
480,69792,"Sinfonia n. 4, op. 60, Sib","Beethoven, Ludwig van: compositore"
481,69793,"Sinfonia n. 6, op. 74, Si min., Patetica","Čajkovskij, Pëtr Il'ič: compositore"
482,69794,"Fünf Gedichte, voce,pf, op. 19","Brahms, Johannes: compositore"
483,69795,"Sechs Lieder, voce,pf, op. 85","Brahms, Johannes: compositore"
484,69796,"Bachiana brasileira, orch n. 9","Villa-Lobos, Heitor: compositore"
485,69797,"Zwölf Gedichte, voce,pf, op. 35","Schumann, Robert: compositore"
486,69798,"Myrthen, op. 25","Schumann, Robert: compositore"
487,69799,"Fünf Lieder, voce,pf, op. 40","Schumann, Robert: compositore"
488,69800,"Liederkreis, voce,pf, op. 39","Schumann, Robert: compositore"
489,69801,Begegnung,"Strauss, Richard: compositore"
490,69802,"Sechs Lieder, voce,pf, op. 56","Strauss, Richard: compositore"
491,69803,"Five kid's songs, voce,pf","Bernstein, Leonard: compositore"
492,69804,"Simple Symphony, archi, op. 4","Britten, Benjamin: compositore"
493,69805,"Quartetto dorico, archi","Respighi, Ottorino: compositore"
494,69806,"Concerto, archi","Rota, Nino: compositore"
495,69807,"Messa, 2sp,ct,tn,bs,coro,orch, Si min., BWV 232","Bach, Johann Sebastian: compositore"
