production_id,credit_type,person_id,person_name,person_role,work_title,performance_start_date,performance_end_date,year,date_text,first_location,first_venue,related_work_id,source_id
32724,technical,7158,"Brancato, Milano",Sartoria,Pulzella d’Orléans,2002-07-03,2002-07-19,2002,03-07-2002 - 19-07-2002,Torino,Teatro Regio,42032,object_id_5972
32724,technical,7160,"Epoca (di Biagio), Milano",Calzature,Pulzella d’Orléans,2002-07-03,2002-07-19,2002,03-07-2002 - 19-07-2002,Torino,Teatro Regio,42032,object_id_5972
32724,technical,7159,"Mario Audello, Torino",Parrucche,Pulzella d’Orléans,2002-07-03,2002-07-19,2002,03-07-2002 - 19-07-2002,Torino,Teatro Regio,42032,object_id_5972
32733,artistic,7169,Andrea Anfossi,Luci,Capriccio,2002-10-08,2002-10-22,2002,08-10-2002 - 22-10-2002,Torino,Teatro Regio,40985,object_id_5999
32733,artistic,7694,Jonathan Miller,"Luci,Regista",Capriccio,2002-10-08,2002-10-22,2002,08-10-2002 - 22-10-2002,Torino,Teatro Regio,40985,object_id_5999
32733,artistic,7548,Tiziana Tosco,Coreografo,Capriccio,2002-10-08,2002-10-22,2002,08-10-2002 - 22-10-2002,Torino,Teatro Regio,40985,object_id_5999
32733,artistic,7695,Peter J Davison,"Luci,Scenografo",Capriccio,2002-10-08,2002-10-22,2002,08-10-2002 - 22-10-2002,Torino,Teatro Regio,40985,object_id_5999
32733,artistic,7696,Sue Willmington,Costumista,Capriccio,2002-10-08,2002-10-22,2002,08-10-2002 - 22-10-2002,Torino,Teatro Regio,40985,object_id_5999
32733,technical,6441,"Teatro Regio, Torino",Attrezzeria,Capriccio,2002-10-08,2002-10-22,2002,08-10-2002 - 22-10-2002,Torino,Teatro Regio,40985,object_id_5999
32733,technical,26822,Roberto Devalle,Costumista,Capriccio,2002-10-08,2002-10-22,2002,08-10-2002 - 22-10-2002,Torino,Teatro Regio,40985,object_id_5999
32733,technical,7160,"Epoca (di Biagio), Milano",Calzature,Capriccio,2002-10-08,2002-10-22,2002,08-10-2002 - 22-10-2002,Torino,Teatro Regio,40985,object_id_5999
32733,technical,7159,"Mario Audello, Torino",Parrucche,Capriccio,2002-10-08,2002-10-22,2002,08-10-2002 - 22-10-2002,Torino,Teatro Regio,40985,object_id_5999
32734,artistic,7737,Richard Move,"Coreografo,Regista",The Show (Achilles Heels),2002-10-25,2002-11-05,2002,25-10-2002 - 05-11-2002,Torino,Teatro Regio,,object_id_6007
32734,artistic,7741,Pilar Limosner,Costumista,The Show (Achilles Heels),2002-10-25,2002-11-05,2002,25-10-2002 - 05-11-2002,Torino,Teatro Regio,,object_id_6007
32734,artistic,7724,Les Dickert,Luci,The Show (Achilles Heels),2002-10-25,2002-11-05,2002,25-10-2002 - 05-11-2002,Torino,Teatro Regio,,object_id_6007
32735,artistic,8705,Michael Hampe,Regista,Matrimonio segreto,2002-11-08,2002-11-13,2002,08-11-2002 - 13-11-2002,Torino,Teatro Regio,,object_id_6017
32735,artistic,7487,Vittorio Borrelli,Regista,Matrimonio segreto,2002-11-08,2002-11-13,2002,08-11-2002 - 13-11-2002,Torino,Teatro Regio,,object_id_6017
32735,artistic,9309,Jan Schlubach,Scenografo,Matrimonio segreto,2002-11-08,2002-11-13,2002,08-11-2002 - 13-11-2002,Torino,Teatro Regio,,object_id_6017
32735,artistic,9310,Martin Rupprecht,Costumista,Matrimonio segreto,2002-11-08,2002-11-13,2002,08-11-2002 - 13-11-2002,Torino,Teatro Regio,,object_id_6017
32735,artistic,11458,Kornelia Repschlager,Assistente alla regia,Matrimonio segreto,2002-11-08,2002-11-13,2002,08-11-2002 - 13-11-2002,Torino,Teatro Regio,,object_id_6017
32736,artistic,7708,David Pountney,Regista,Macbeth,2002-12-03,2002-12-18,2002,03-12-2002 - 18-12-2002,Torino,Teatro Regio,41441,object_id_6022
32736,artistic,7711,Vivienne Newport,Coreografo,Macbeth,2002-12-03,2002-12-18,2002,03-12-2002 - 18-12-2002,Torino,Teatro Regio,41441,object_id_6022
32736,artistic,7709,Stefano Lazaridis,Scenografo,Macbeth,2002-12-03,2002-12-18,2002,03-12-2002 - 18-12-2002,Torino,Teatro Regio,41441,object_id_6022
32736,artistic,7710,Marie-Jeanne Lecca,Costumista,Macbeth,2002-12-03,2002-12-18,2002,03-12-2002 - 18-12-2002,Torino,Teatro Regio,41441,object_id_6022
32736,artistic,7329,Jürgen Hoffmann,Luci,Macbeth,2002-12-03,2002-12-18,2002,03-12-2002 - 18-12-2002,Torino,Teatro Regio,41441,object_id_6022
32736,artistic,11459,Nicola Raab,Assistente alla regia,Macbeth,2002-12-03,2002-12-18,2002,03-12-2002 - 18-12-2002,Torino,Teatro Regio,41441,object_id_6022
32736,artistic,11460,Jackie Galloway,Assistente ai costumi,Macbeth,2002-12-03,2002-12-18,2002,03-12-2002 - 18-12-2002,Torino,Teatro Regio,41441,object_id_6022
32736,technical,7159,"Mario Audello, Torino",Parrucche,Macbeth,2002-12-03,2002-12-18,2002,03-12-2002 - 18-12-2002,Torino,Teatro Regio,41441,object_id_6022
32737,artistic,11462,Jun Aguni,Assistente alla regia,Don Quichotte,2003-01-17,2003-01-28,2003,17-01-2003 - 28-01-2003,Torino,Teatro Regio,40160,object_id_6034
32737,artistic,3922,Piero Faggioni,"Costumista,Luci,Regista,Scenografo",Don Quichotte,2003-01-17,2003-01-28,2003,17-01-2003 - 28-01-2003,Torino,Teatro Regio,40160,object_id_6034
32737,artistic,3766,Mariano Brancaccio,Coreografo,Don Quichotte,2003-01-17,2003-01-28,2003,17-01-2003 - 28-01-2003,Torino,Teatro Regio,40160,object_id_6034
32737,artistic,3856,Mario De Vico,Luci,Don Quichotte,2003-01-17,2003-01-28,2003,17-01-2003 - 28-01-2003,Torino,Teatro Regio,40160,object_id_6034
32737,artistic,11463,Angelo Canu,Assistente alle scene,Don Quichotte,2003-01-17,2003-01-28,2003,17-01-2003 - 28-01-2003,Torino,Teatro Regio,40160,object_id_6034
32737,artistic,11461,Laura Lo Surdo,Assistente ai costumi,Don Quichotte,2003-01-17,2003-01-28,2003,17-01-2003 - 28-01-2003,Torino,Teatro Regio,40160,object_id_6034
32737,technical,7721,"Opera Multimedia Promotion Ltd, Genève",Attrezzeria,Don Quichotte,2003-01-17,2003-01-28,2003,17-01-2003 - 28-01-2003,Torino,Teatro Regio,40160,object_id_6034
32737,technical,7166,"Tirelli, Roma",Sartoria,Don Quichotte,2003-01-17,2003-01-28,2003,17-01-2003 - 28-01-2003,Torino,Teatro Regio,40160,object_id_6034
32737,technical,7167,"Pompei 2000, Roma",Calzature,Don Quichotte,2003-01-17,2003-01-28,2003,17-01-2003 - 28-01-2003,Torino,Teatro Regio,40160,object_id_6034
32737,technical,7722,"Rocchetti & Rocchetti, Roma",Parrucche,Don Quichotte,2003-01-17,2003-01-28,2003,17-01-2003 - 28-01-2003,Torino,Teatro Regio,40160,object_id_6034
32737,technical,7159,"Mario Audello, Torino",Parrucche,Don Quichotte,2003-01-17,2003-01-28,2003,17-01-2003 - 28-01-2003,Torino,Teatro Regio,40160,object_id_6034
32737,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Don Quichotte,2003-01-17,2003-01-28,2003,17-01-2003 - 28-01-2003,Torino,Teatro Regio,40160,object_id_6034
32738,artistic,3910,Giorgio Gallione,Regista,Streetcar Named Desire,2003-03-18,2003-03-30,2003,18-03-2003 - 30-03-2003,Torino,Teatro Regio,,object_id_6055
32738,artistic,5750,Guido Fiorato,"Costumista,Scenografo",Streetcar Named Desire,2003-03-18,2003-03-30,2003,18-03-2003 - 30-03-2003,Torino,Teatro Regio,,object_id_6055
32738,artistic,5716,Valeria Campo,Assistente alla regia,Streetcar Named Desire,2003-03-18,2003-03-30,2003,18-03-2003 - 30-03-2003,Torino,Teatro Regio,,object_id_6055
32738,technical,6441,"Teatro Regio, Torino",Attrezzeria,Streetcar Named Desire,2003-03-18,2003-03-30,2003,18-03-2003 - 30-03-2003,Torino,Teatro Regio,,object_id_6055
32738,technical,7883,"G.P. 11, Roma",Sartoria,Streetcar Named Desire,2003-03-18,2003-03-30,2003,18-03-2003 - 30-03-2003,Torino,Teatro Regio,,object_id_6055
32738,technical,7160,"Epoca (di Biagio), Milano",Calzature,Streetcar Named Desire,2003-03-18,2003-03-30,2003,18-03-2003 - 30-03-2003,Torino,Teatro Regio,,object_id_6055
32738,technical,7159,"Mario Audello, Torino",Parrucche,Streetcar Named Desire,2003-03-18,2003-03-30,2003,18-03-2003 - 30-03-2003,Torino,Teatro Regio,,object_id_6055
32739,artistic,7169,Andrea Anfossi,Luci,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003,22-04-2003 - 04-05-2003,Torino,Teatro Regio,40193,object_id_6062
32739,artistic,11193,Ettore Scola,Regista,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003,22-04-2003 - 04-05-2003,Torino,Teatro Regio,40193,object_id_6062
32739,artistic,8282,Luciano Ricceri,Scenografo,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003,22-04-2003 - 04-05-2003,Torino,Teatro Regio,40193,object_id_6062
32739,artistic,3728,Odette Nicoletti,Costumista,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003,22-04-2003 - 04-05-2003,Torino,Teatro Regio,40193,object_id_6062
32739,artistic,3853,Ivo Guerra,Assistente alla regia,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003,22-04-2003 - 04-05-2003,Torino,Teatro Regio,40193,object_id_6062
32739,artistic,11194,Francesco Cotone,Assistente alle scene,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003,22-04-2003 - 04-05-2003,Torino,Teatro Regio,40193,object_id_6062
32739,artistic,5556,Patrizia Bongiovanni,Assistente ai costumi,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003,22-04-2003 - 04-05-2003,Torino,Teatro Regio,40193,object_id_6062
32739,technical,6441,"Teatro Regio, Torino",Realizzazione,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003,22-04-2003 - 04-05-2003,Torino,Teatro Regio,40193,object_id_6062
32739,technical,11195,"Pieroni, Ditta",Attrezzeria,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003,22-04-2003 - 04-05-2003,Torino,Teatro Regio,40193,object_id_6062
32739,technical,11196,"Postiglione & C., S.n.c.",Attrezzeria,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003,22-04-2003 - 04-05-2003,Torino,Teatro Regio,40193,object_id_6062
32739,technical,11197,"Ogliengo Restauri, Torino",Attrezzeria,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003,22-04-2003 - 04-05-2003,Torino,Teatro Regio,40193,object_id_6062
32739,technical,7544,Annamode 68 S.r.l.,Sartoria,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003,22-04-2003 - 04-05-2003,Torino,Teatro Regio,40193,object_id_6062
32739,technical,7167,"Pompei 2000, Roma",Calzature,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003,22-04-2003 - 04-05-2003,Torino,Teatro Regio,40193,object_id_6062
32739,technical,7159,"Mario Audello, Torino",Parrucche,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003,22-04-2003 - 04-05-2003,Torino,Teatro Regio,40193,object_id_6062
32739,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003,22-04-2003 - 04-05-2003,Torino,Teatro Regio,40193,object_id_6062
32740,artistic,21132,Hugo De Ana,"Costumista,Regista,Scenografo",Faust,2003-05-30,2003-06-15,2003,30-05-2003 - 15-06-2003,Torino,Teatro Regio,40119,object_id_6073
32740,artistic,6272,Leda Lojodice,Coreografo,Faust,2003-05-30,2003-06-15,2003,30-05-2003 - 15-06-2003,Torino,Teatro Regio,40119,object_id_6073
32740,artistic,7436,Giuseppe Di Iorio,Luci,Faust,2003-05-30,2003-06-15,2003,30-05-2003 - 15-06-2003,Torino,Teatro Regio,40119,object_id_6073
32740,artistic,7529,Fabio Sparvoli,Assistente alla regia,Faust,2003-05-30,2003-06-15,2003,30-05-2003 - 15-06-2003,Torino,Teatro Regio,40119,object_id_6073
32740,artistic,11464,Lucia Goj,Assistente alle scene,Faust,2003-05-30,2003-06-15,2003,30-05-2003 - 15-06-2003,Torino,Teatro Regio,40119,object_id_6073
32740,artistic,4294,Silvia Aymonimo,Assistente ai costumi,Faust,2003-05-30,2003-06-15,2003,30-05-2003 - 15-06-2003,Torino,Teatro Regio,40119,object_id_6073
32740,technical,6438,"Teatro dell’Opera, Roma",Attrezzeria,Faust,2003-05-30,2003-06-15,2003,30-05-2003 - 15-06-2003,Torino,Teatro Regio,40119,object_id_6073
32740,technical,7166,"Tirelli, Roma",Sartoria,Faust,2003-05-30,2003-06-15,2003,30-05-2003 - 15-06-2003,Torino,Teatro Regio,40119,object_id_6073
32740,technical,9394,"Sartoria Cine Teatrale Nori, Bracciano (Roma)",Sartoria,Faust,2003-05-30,2003-06-15,2003,30-05-2003 - 15-06-2003,Torino,Teatro Regio,40119,object_id_6073
32740,technical,9395,"Calzature Cine Teatrali C.C.T., Roma",Calzature,Faust,2003-05-30,2003-06-15,2003,30-05-2003 - 15-06-2003,Torino,Teatro Regio,40119,object_id_6073
32740,technical,9396,Paglialunga,Parrucche,Faust,2003-05-30,2003-06-15,2003,30-05-2003 - 15-06-2003,Torino,Teatro Regio,40119,object_id_6073
32740,technical,7159,"Mario Audello, Torino",Parrucche,Faust,2003-05-30,2003-06-15,2003,30-05-2003 - 15-06-2003,Torino,Teatro Regio,40119,object_id_6073
32740,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Faust,2003-05-30,2003-06-15,2003,30-05-2003 - 15-06-2003,Torino,Teatro Regio,40119,object_id_6073
32741,artistic,6588,Daniele Abbado,Regista,Tosca,2003-07-01,2003-07-12,2003,01-07-2003 - 12-07-2003,Torino,Cortile di Palazzo Reale,40256,object_id_6085
32741,artistic,8849,Boris Stetka,Regista,Tosca,2003-07-01,2003-07-12,2003,01-07-2003 - 12-07-2003,Torino,Cortile di Palazzo Reale,40256,object_id_6085
32741,artistic,3664,Luigi Perego,"Costumista,Scenografo",Tosca,2003-07-01,2003-07-12,2003,01-07-2003 - 12-07-2003,Torino,Cortile di Palazzo Reale,40256,object_id_6085
32741,artistic,11199,Luca Scarzella,Video,Tosca,2003-07-01,2003-07-12,2003,01-07-2003 - 12-07-2003,Torino,Cortile di Palazzo Reale,40256,object_id_6085
32741,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria",Tosca,2003-07-01,2003-07-12,2003,01-07-2003 - 12-07-2003,Torino,Cortile di Palazzo Reale,40256,object_id_6085
32741,technical,7160,"Epoca (di Biagio), Milano",Calzature,Tosca,2003-07-01,2003-07-12,2003,01-07-2003 - 12-07-2003,Torino,Cortile di Palazzo Reale,40256,object_id_6085
32741,technical,7159,"Mario Audello, Torino",Parrucche,Tosca,2003-07-01,2003-07-12,2003,01-07-2003 - 12-07-2003,Torino,Cortile di Palazzo Reale,40256,object_id_6085
32741,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Tosca,2003-07-01,2003-07-12,2003,01-07-2003 - 12-07-2003,Torino,Cortile di Palazzo Reale,40256,object_id_6085
32746,artistic,11205,Paola Viano,Regista,Piccolo spazzacamino,2003-04-02,2003-04-04,2003,02-04-2003 - 04-04-2003,Torino,Teatro Regio,,object_id_6106
32746,artistic,11206,Barbara Woi,"Costumista,Luci,Scenografo",Piccolo spazzacamino,2003-04-02,2003-04-04,2003,02-04-2003 - 04-04-2003,Torino,Teatro Regio,,object_id_6106
32746,artistic,11207,Davide Giglio,Video,Piccolo spazzacamino,2003-04-02,2003-04-04,2003,02-04-2003 - 04-04-2003,Torino,Teatro Regio,,object_id_6106
32746,artistic,11208,BK Woi,Video,Piccolo spazzacamino,2003-04-02,2003-04-04,2003,02-04-2003 - 04-04-2003,Torino,Teatro Regio,,object_id_6106
32746,artistic,11209,Alberto Ramella,Video,Piccolo spazzacamino,2003-04-02,2003-04-04,2003,02-04-2003 - 04-04-2003,Torino,Teatro Regio,,object_id_6106
32747,artistic,6591,Graham Vick,Regista,Simon Boccanegra,2003-10-07,2003-10-26,2003,07-10-2003 - 26-10-2003,Torino,Teatro Regio,40636,object_id_6113
32747,artistic,8018,Richard Hudson,"Costumista,Scenografo",Simon Boccanegra,2003-10-07,2003-10-26,2003,07-10-2003 - 26-10-2003,Torino,Teatro Regio,40636,object_id_6113
32747,artistic,9361,Matthew Richardson,Luci,Simon Boccanegra,2003-10-07,2003-10-26,2003,07-10-2003 - 26-10-2003,Torino,Teatro Regio,40636,object_id_6113
32747,artistic,6593,Jacopo Spirei,Assistente alla regia,Simon Boccanegra,2003-10-07,2003-10-26,2003,07-10-2003 - 26-10-2003,Torino,Teatro Regio,40636,object_id_6113
32747,artistic,10743,Marina Bianchi,Assistente alla regia,Simon Boccanegra,2003-10-07,2003-10-26,2003,07-10-2003 - 26-10-2003,Torino,Teatro Regio,40636,object_id_6113
32747,artistic,11465,Justin Arienti,Assistente alle scene,Simon Boccanegra,2003-10-07,2003-10-26,2003,07-10-2003 - 26-10-2003,Torino,Teatro Regio,40636,object_id_6113
32747,technical,7176,"Arrigo, Milano",Sartoria,Simon Boccanegra,2003-10-07,2003-10-26,2003,07-10-2003 - 26-10-2003,Torino,Teatro Regio,40636,object_id_6113
32747,technical,8494,"C.T.C. Centro Telecinematografico Culturale, Milano",Calzature,Simon Boccanegra,2003-10-07,2003-10-26,2003,07-10-2003 - 26-10-2003,Torino,Teatro Regio,40636,object_id_6113
32747,technical,7159,"Mario Audello, Torino",Parrucche,Simon Boccanegra,2003-10-07,2003-10-26,2003,07-10-2003 - 26-10-2003,Torino,Teatro Regio,40636,object_id_6113
32747,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Simon Boccanegra,2003-10-07,2003-10-26,2003,07-10-2003 - 26-10-2003,Torino,Teatro Regio,40636,object_id_6113
32748,artistic,9398,Dieter Kaegi,Regista,Semiramide,2003-11-18,2003-11-30,2003,18-11-2003 - 30-11-2003,Torino,Teatro Regio,40391,object_id_6126
32748,artistic,7497,William Orlandi,"Costumista,Scenografo",Semiramide,2003-11-18,2003-11-30,2003,18-11-2003 - 30-11-2003,Torino,Teatro Regio,40391,object_id_6126
32748,artistic,9399,Roberto Venturi,Luci,Semiramide,2003-11-18,2003-11-30,2003,18-11-2003 - 30-11-2003,Torino,Teatro Regio,40391,object_id_6126
32748,technical,6519,"Rossini Opera Festival, Pesaro","Attrezzeria,Sartoria",Semiramide,2003-11-18,2003-11-30,2003,18-11-2003 - 30-11-2003,Torino,Teatro Regio,40391,object_id_6126
32748,technical,7167,"Pompei 2000, Roma",Calzature,Semiramide,2003-11-18,2003-11-30,2003,18-11-2003 - 30-11-2003,Torino,Teatro Regio,40391,object_id_6126
32748,technical,7159,"Mario Audello, Torino",Parrucche,Semiramide,2003-11-18,2003-11-30,2003,18-11-2003 - 30-11-2003,Torino,Teatro Regio,40391,object_id_6126
32748,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Semiramide,2003-11-18,2003-11-30,2003,18-11-2003 - 30-11-2003,Torino,Teatro Regio,40391,object_id_6126
32749,artistic,7177,Lamberto Puggelli,Regista,Orfeo all’inferno,2003-12-16,2003-12-31,2003,16-12-2003 - 31-12-2003,Torino,Teatro Regio,40218,object_id_6136
32749,artistic,7221,Laurence Fanon,Coreografo,Orfeo all’inferno,2003-12-16,2003-12-31,2003,16-12-2003 - 31-12-2003,Torino,Teatro Regio,40218,object_id_6136
32749,artistic,7220,Eugenio Guglielminetti,"Costumista,Scenografo",Orfeo all’inferno,2003-12-16,2003-12-31,2003,16-12-2003 - 31-12-2003,Torino,Teatro Regio,40218,object_id_6136
32749,artistic,11442,Grazia Pulvirenti,Assistente alla regia,Orfeo all’inferno,2003-12-16,2003-12-31,2003,16-12-2003 - 31-12-2003,Torino,Teatro Regio,40218,object_id_6136
32749,artistic,11443,Valerie Balmayer,Assistente alla coreografia,Orfeo all’inferno,2003-12-16,2003-12-31,2003,16-12-2003 - 31-12-2003,Torino,Teatro Regio,40218,object_id_6136
32749,technical,6441,"Teatro Regio, Torino",Costumista,Orfeo all’inferno,2003-12-16,2003-12-31,2003,16-12-2003 - 31-12-2003,Torino,Teatro Regio,40218,object_id_6136
32749,technical,26822,Roberto Devalle,Costumista,Orfeo all’inferno,2003-12-16,2003-12-31,2003,16-12-2003 - 31-12-2003,Torino,Teatro Regio,40218,object_id_6136
32749,technical,7160,"Epoca (di Biagio), Milano",Calzature,Orfeo all’inferno,2003-12-16,2003-12-31,2003,16-12-2003 - 31-12-2003,Torino,Teatro Regio,40218,object_id_6136
32749,technical,7159,"Mario Audello, Torino",Parrucche,Orfeo all’inferno,2003-12-16,2003-12-31,2003,16-12-2003 - 31-12-2003,Torino,Teatro Regio,40218,object_id_6136
32749,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Orfeo all’inferno,2003-12-16,2003-12-31,2003,16-12-2003 - 31-12-2003,Torino,Teatro Regio,40218,object_id_6136
32750,artistic,11466,Elena Sacconaghi,Assistente alla regia,Fanciulla del West,2004-01-23,2004-02-04,2004,23-01-2004 - 04-02-2004,Torino,Teatro Regio,,object_id_6147
32750,artistic,4452,Giancarlo Del Monaco,Regista,Fanciulla del West,2004-01-23,2004-02-04,2004,23-01-2004 - 04-02-2004,Torino,Teatro Regio,,object_id_6147
32750,artistic,4341,Michael Scott,"Costumista,Scenografo",Fanciulla del West,2004-01-23,2004-02-04,2004,23-01-2004 - 04-02-2004,Torino,Teatro Regio,,object_id_6147
32750,artistic,9372,Wolfgang Zoubek,Luci,Fanciulla del West,2004-01-23,2004-02-04,2004,23-01-2004 - 04-02-2004,Torino,Teatro Regio,,object_id_6147
32750,artistic,11192,Francesca Laurino,"Assistente ai costumi,Assistente alle scene",Fanciulla del West,2004-01-23,2004-02-04,2004,23-01-2004 - 04-02-2004,Torino,Teatro Regio,,object_id_6147
32750,technical,9373,Los Angeles Opera,Attrezzeria,Fanciulla del West,2004-01-23,2004-02-04,2004,23-01-2004 - 04-02-2004,Torino,Teatro Regio,,object_id_6147
32750,technical,7159,"Mario Audello, Torino",Parrucche,Fanciulla del West,2004-01-23,2004-02-04,2004,23-01-2004 - 04-02-2004,Torino,Teatro Regio,,object_id_6147
32750,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Fanciulla del West,2004-01-23,2004-02-04,2004,23-01-2004 - 04-02-2004,Torino,Teatro Regio,,object_id_6147
32751,artistic,9422,Vladislav Pazy,Regista,Matrimonio al convento,2004-03-17,2004-03-28,2004,17-03-2004 - 28-03-2004,Torino,Teatro Regio,,object_id_6170
32751,artistic,9424,Natalia Spitzina,Coreografo,Matrimonio al convento,2004-03-17,2004-03-28,2004,17-03-2004 - 28-03-2004,Torino,Teatro Regio,,object_id_6170
32751,artistic,9423,Alla Kozhenkova,"Costumista,Luci,Scenografo",Matrimonio al convento,2004-03-17,2004-03-28,2004,17-03-2004 - 28-03-2004,Torino,Teatro Regio,,object_id_6170
32751,technical,9059,"Teatro Kirov, San Pietroburgo","Attrezzeria,Calzature,Sartoria",Matrimonio al convento,2004-03-17,2004-03-28,2004,17-03-2004 - 28-03-2004,Torino,Teatro Regio,,object_id_6170
32751,technical,7159,"Mario Audello, Torino",Parrucche,Matrimonio al convento,2004-03-17,2004-03-28,2004,17-03-2004 - 28-03-2004,Torino,Teatro Regio,,object_id_6170
