production_id,credit_type,person_id,person_name,person_role,work_title,performance_start_date,performance_end_date,year,date_text,first_location,first_venue,related_work_id,source_id
33171,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria,Sartoria",Pagliacci,2017-01-11,2017-01-22,2017,11-01-2017 - 22-01-2017,Torino,Teatro Regio,40143,object_id_32943
33175,artistic,26791,Stefano Simone Pintor,Regista,Flauto magico,2012-06-04,2012-06-04,2012,04-06-2012 - 04-06-2012,Torino,Teatro Regio,,object_id_33037
33175,artistic,27971,Gregorio Zurla,Scenografo,Flauto magico,2012-06-04,2012-06-04,2012,04-06-2012 - 04-06-2012,Torino,Teatro Regio,,object_id_33037
33175,artistic,27972,Stefania Barreca,Costumista,Flauto magico,2012-06-04,2012-06-04,2012,04-06-2012 - 04-06-2012,Torino,Teatro Regio,,object_id_33037
33175,artistic,27973,Gherardo Zurla,Video,Flauto magico,2012-06-04,2012-06-04,2012,04-06-2012 - 04-06-2012,Torino,Teatro Regio,,object_id_33037
33175,artistic,27974,Roberto Zincone,Video,Flauto magico,2012-06-04,2012-06-04,2012,04-06-2012 - 04-06-2012,Torino,Teatro Regio,,object_id_33037
33175,artistic,25477,Fiammetta Baldiserri,Luci,Flauto magico,2012-06-04,2012-06-04,2012,04-06-2012 - 04-06-2012,Torino,Teatro Regio,,object_id_33037
33175,technical,11048,Rockwood Pigments S.p.A.,Sponsor,Flauto magico,2012-06-04,2012-06-04,2012,04-06-2012 - 04-06-2012,Torino,Teatro Regio,,object_id_33037
33176,artistic,10705,Alessandra Premoli,"Autore del testo,Regista",Citofonare Beethoven,2011-11-24,2012-11-25,2011,24-11-2011 - 25-11-2012,Torino,Piccolo Regio Puccini,,object_id_33042
33176,artistic,21794,Susanna Franchi,Ideazione,Citofonare Beethoven,2011-11-24,2012-11-25,2011,24-11-2011 - 25-11-2012,Torino,Piccolo Regio Puccini,,object_id_33042
33176,artistic,11326,Mario Merlino,Luci,Citofonare Beethoven,2011-11-24,2012-11-25,2011,24-11-2011 - 25-11-2012,Torino,Piccolo Regio Puccini,,object_id_33042
33176,technical,11301,"Fondazione Cosso, Marino (TO)",Sponsor,Citofonare Beethoven,2011-11-24,2012-11-25,2011,24-11-2011 - 25-11-2012,Torino,Piccolo Regio Puccini,,object_id_33042
33177,artistic,11423,Ivano Coviello,Video,Le mille e una notte... di Natale,2011-12-14,2011-12-16,2011,14-12-2011 - 16-12-2011,Torino,Piccolo Regio Puccini,,object_id_33048
33177,technical,6441,"Teatro Regio, Torino","Calzature,Sartoria",Le mille e una notte... di Natale,2011-12-14,2011-12-16,2011,14-12-2011 - 16-12-2011,Torino,Piccolo Regio Puccini,,object_id_33048
33177,technical,11301,"Fondazione Cosso, Marino (TO)",Sponsor,Le mille e una notte... di Natale,2011-12-14,2011-12-16,2011,14-12-2011 - 16-12-2011,Torino,Piccolo Regio Puccini,,object_id_33048
33179,artistic,7517,Robert Carsen,"Luci,Regista",Katia Kabanova,2017-02-15,2017-02-23,2017,15-02-2017 - 23-02-2017,Torino,Teatro Regio,40139,object_id_33078
33179,artistic,27930,Maria Lamont,Ripresa della regia,Katia Kabanova,2017-02-15,2017-02-23,2017,15-02-2017 - 23-02-2017,Torino,Teatro Regio,40139,object_id_33078
33179,artistic,27931,Patrick Kinmonth,"Costumista,Scenografo",Katia Kabanova,2017-02-15,2017-02-23,2017,15-02-2017 - 23-02-2017,Torino,Teatro Regio,40139,object_id_33078
33179,artistic,9772,Peter van Praet,Luci,Katia Kabanova,2017-02-15,2017-02-23,2017,15-02-2017 - 23-02-2017,Torino,Teatro Regio,40139,object_id_33078
33179,artistic,9771,Philippe Giraudeau,Coreografo,Katia Kabanova,2017-02-15,2017-02-23,2017,15-02-2017 - 23-02-2017,Torino,Teatro Regio,40139,object_id_33078
33179,artistic,27932,Erika Rombaldoni,Assistente alla coreografia,Katia Kabanova,2017-02-15,2017-02-23,2017,15-02-2017 - 23-02-2017,Torino,Teatro Regio,40139,object_id_33078
33179,technical,27933,"Opera Vlaanderen, Anversa/Gand","Realizzazione,Attrezzeria,Sartoria",Katia Kabanova,2017-02-15,2017-02-23,2017,15-02-2017 - 23-02-2017,Torino,Teatro Regio,40139,object_id_33078
33179,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria,Calzature",Katia Kabanova,2017-02-15,2017-02-23,2017,15-02-2017 - 23-02-2017,Torino,Teatro Regio,40139,object_id_33078
33179,technical,7159,"Mario Audello, Torino",Parrucche,Katia Kabanova,2017-02-15,2017-02-23,2017,15-02-2017 - 23-02-2017,Torino,Teatro Regio,40139,object_id_33078
33180,artistic,7511,Anna Maria Bruzzese,Regista,Children’s Crusade,2012-01-26,2012-01-27,2012,26-01-2012 - 27-01-2012,Torino,Piccolo Regio Puccini,42765,object_id_33092
33180,artistic,11326,Mario Merlino,Luci,Children’s Crusade,2012-01-26,2012-01-27,2012,26-01-2012 - 27-01-2012,Torino,Piccolo Regio Puccini,42765,object_id_33092
33180,technical,6441,"Teatro Regio, Torino","Realizzazione,Sartoria",Children’s Crusade,2012-01-26,2012-01-27,2012,26-01-2012 - 27-01-2012,Torino,Piccolo Regio Puccini,42765,object_id_33092
33180,technical,7178,"C.T.C. Pedrazzoli, Milano",Calzature,Children’s Crusade,2012-01-26,2012-01-27,2012,26-01-2012 - 27-01-2012,Torino,Piccolo Regio Puccini,42765,object_id_33092
33180,technical,11301,"Fondazione Cosso, Marino (TO)",Sponsor,Children’s Crusade,2012-01-26,2012-01-27,2012,26-01-2012 - 27-01-2012,Torino,Piccolo Regio Puccini,42765,object_id_33092
33181,technical,11301,"Fondazione Cosso, Marino (TO)",Sponsor,Otium et negotium,2012-02-02,2012-02-03,2012,02-02-2012 - 03-02-2012,Torino,Teatro Regio,,object_id_33096
33184,artistic,28034,Dario Moretti,"Regista,Video",Settestella,2017-03-02,2017-03-04,2017,02-03-2017 - 04-03-2017,Torino,Piccolo Regio Puccini,,object_id_33158
33184,artistic,28035,Stefano Moretti,Luci,Settestella,2017-03-02,2017-03-04,2017,02-03-2017 - 04-03-2017,Torino,Piccolo Regio Puccini,,object_id_33158
33184,technical,25013,Associazione Amici del Regio,Sponsor,Settestella,2017-03-02,2017-03-04,2017,02-03-2017 - 04-03-2017,Torino,Piccolo Regio Puccini,,object_id_33158
33184,technical,26851,"Banca Popolare, Novara",Sponsor,Settestella,2017-03-02,2017-03-04,2017,02-03-2017 - 04-03-2017,Torino,Piccolo Regio Puccini,,object_id_33158
33184,technical,11301,"Fondazione Cosso, Marino (TO)",Sponsor,Settestella,2017-03-02,2017-03-04,2017,02-03-2017 - 04-03-2017,Torino,Piccolo Regio Puccini,,object_id_33158
33185,artistic,7487,Vittorio Borrelli,Regista,Manon Lescaut,2017-03-14,2017-03-26,2017,14-03-2017 - 26-03-2017,Torino,Teatro Regio,40252,object_id_33180
33185,artistic,9577,Thierry Flamand,Scenografo,Manon Lescaut,2017-03-14,2017-03-26,2017,14-03-2017 - 26-03-2017,Torino,Teatro Regio,40252,object_id_33180
33185,artistic,9581,Christian Gasc,Costumista,Manon Lescaut,2017-03-14,2017-03-26,2017,14-03-2017 - 26-03-2017,Torino,Teatro Regio,40252,object_id_33180
33185,artistic,7169,Andrea Anfossi,Luci,Manon Lescaut,2017-03-14,2017-03-26,2017,14-03-2017 - 26-03-2017,Torino,Teatro Regio,40252,object_id_33180
33185,artistic,7511,Anna Maria Bruzzese,Coreografo,Manon Lescaut,2017-03-14,2017-03-26,2017,14-03-2017 - 26-03-2017,Torino,Teatro Regio,40252,object_id_33180
33185,artistic,28058,Piero Torciano,Assistente alle scene,Manon Lescaut,2017-03-14,2017-03-26,2017,14-03-2017 - 26-03-2017,Torino,Teatro Regio,40252,object_id_33180
33185,technical,7167,"Pompei 2000, Roma",Calzature,Manon Lescaut,2017-03-14,2017-03-26,2017,14-03-2017 - 26-03-2017,Torino,Teatro Regio,40252,object_id_33180
33185,technical,7159,"Mario Audello, Torino",Parrucche,Manon Lescaut,2017-03-14,2017-03-26,2017,14-03-2017 - 26-03-2017,Torino,Teatro Regio,40252,object_id_33180
33185,technical,25478,Reale Mutua Assicurazioni,Sponsor,Manon Lescaut,2017-03-14,2017-03-26,2017,14-03-2017 - 26-03-2017,Torino,Teatro Regio,40252,object_id_33180
33185,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria,Sartoria",Manon Lescaut,2017-03-14,2017-03-26,2017,14-03-2017 - 26-03-2017,Torino,Teatro Regio,40252,object_id_33180
33186,technical,27109,Ecopack S.p.A.,Sponsor,Vivaldi e Piazzolla,2017-04-10,2017-04-10,2017,10-04-2017 - 10-04-2017,Torino,Teatro Regio,,object_id_33212
33187,artistic,28081,Leo Muscato,Regista,Incoronazione di Dario,2017-04-13,2017-04-23,2017,13-04-2017 - 23-04-2017,Torino,Teatro Regio,,object_id_33222
33187,artistic,28082,"Accademia Albertina di Belle Arti, Torino","Costumista,Scenografo,Video",Incoronazione di Dario,2017-04-13,2017-04-23,2017,13-04-2017 - 23-04-2017,Torino,Teatro Regio,,object_id_33222
33187,artistic,28084,Alessandro Verazzi,Assistente ai costumi,Incoronazione di Dario,2017-04-13,2017-04-23,2017,13-04-2017 - 23-04-2017,Torino,Teatro Regio,,object_id_33222
33187,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria,Calzature,Sartoria",Incoronazione di Dario,2017-04-13,2017-04-23,2017,13-04-2017 - 23-04-2017,Torino,Teatro Regio,,object_id_33222
33187,technical,7160,"Epoca (di Biagio), Milano",Calzature,Incoronazione di Dario,2017-04-13,2017-04-23,2017,13-04-2017 - 23-04-2017,Torino,Teatro Regio,,object_id_33222
33187,technical,7159,"Mario Audello, Torino",Parrucche,Incoronazione di Dario,2017-04-13,2017-04-23,2017,13-04-2017 - 23-04-2017,Torino,Teatro Regio,,object_id_33222
33190,artistic,28924,Claus Guth,Regista,Tristan und Isolde,2017-10-10,2017-10-22,2017,10-10-2017 - 22-10-2017,Torino,Teatro Regio,42123,object_id_33321
33190,artistic,28925,Arturo Gama,Ripresa della regia,Tristan und Isolde,2017-10-10,2017-10-22,2017,10-10-2017 - 22-10-2017,Torino,Teatro Regio,42123,object_id_33321
33190,artistic,28926,Christian Schmidt,"Costumista,Scenografo",Tristan und Isolde,2017-10-10,2017-10-22,2017,10-10-2017 - 22-10-2017,Torino,Teatro Regio,42123,object_id_33321
33190,artistic,7329,Jürgen Hoffmann,Luci,Tristan und Isolde,2017-10-10,2017-10-22,2017,10-10-2017 - 22-10-2017,Torino,Teatro Regio,42123,object_id_33321
33190,artistic,28927,Luisa Beeli,Assistente ai costumi,Tristan und Isolde,2017-10-10,2017-10-22,2017,10-10-2017 - 22-10-2017,Torino,Teatro Regio,42123,object_id_33321
33190,technical,7330,"Opernhaus, Zürich","Realizzazione,Attrezzeria,Calzature,Sartoria",Tristan und Isolde,2017-10-10,2017-10-22,2017,10-10-2017 - 22-10-2017,Torino,Teatro Regio,42123,object_id_33321
33190,technical,7159,"Mario Audello, Torino",Parrucche,Tristan und Isolde,2017-10-10,2017-10-22,2017,10-10-2017 - 22-10-2017,Torino,Teatro Regio,42123,object_id_33321
33190,technical,10879,"Intesa Sanpaolo S.p.A., Torino",Sponsor,Tristan und Isolde,2017-10-10,2017-10-22,2017,10-10-2017 - 22-10-2017,Torino,Teatro Regio,42123,object_id_33321
33190,technical,25829,"Lavazza, Torino",Sponsor,Tristan und Isolde,2017-10-10,2017-10-22,2017,10-10-2017 - 22-10-2017,Torino,Teatro Regio,42123,object_id_33321
33191,artistic,3805,Luigi Saccomandi,Luci,Falstaff,2017-11-15,2017-11-26,2017,15-11-2017 - 26-11-2017,Torino,Teatro Regio,40398,object_id_33322
33191,artistic,6588,Daniele Abbado,Regista,Falstaff,2017-11-15,2017-11-26,2017,15-11-2017 - 26-11-2017,Torino,Teatro Regio,40398,object_id_33322
33191,artistic,8849,Boris Stetka,Collaboratore alla regia,Falstaff,2017-11-15,2017-11-26,2017,15-11-2017 - 26-11-2017,Torino,Teatro Regio,40398,object_id_33322
33191,artistic,3807,Graziano Gregori,Scenografo,Falstaff,2017-11-15,2017-11-26,2017,15-11-2017 - 26-11-2017,Torino,Teatro Regio,40398,object_id_33322
33191,artistic,10780,Angelo Linzalata,Assistente alle scene,Falstaff,2017-11-15,2017-11-26,2017,15-11-2017 - 26-11-2017,Torino,Teatro Regio,40398,object_id_33322
33191,artistic,10778,Carla Teti,Costumista,Falstaff,2017-11-15,2017-11-26,2017,15-11-2017 - 26-11-2017,Torino,Teatro Regio,40398,object_id_33322
33191,artistic,28854,Agnese Rabatti,Assistente ai costumi,Falstaff,2017-11-15,2017-11-26,2017,15-11-2017 - 26-11-2017,Torino,Teatro Regio,40398,object_id_33322
33191,technical,26941,Alcantara S.p.A.,Sponsor,Falstaff,2017-11-15,2017-11-26,2017,15-11-2017 - 26-11-2017,Torino,Teatro Regio,40398,object_id_33322
33191,technical,7544,Annamode 68 S.r.l.,Sartoria,Falstaff,2017-11-15,2017-11-26,2017,15-11-2017 - 26-11-2017,Torino,Teatro Regio,40398,object_id_33322
33191,technical,10521,"Calzature artistiche Sacchi, Firenze",Calzature,Falstaff,2017-11-15,2017-11-26,2017,15-11-2017 - 26-11-2017,Torino,Teatro Regio,40398,object_id_33322
33191,technical,7160,"Epoca (di Biagio), Milano",Calzature,Falstaff,2017-11-15,2017-11-26,2017,15-11-2017 - 26-11-2017,Torino,Teatro Regio,40398,object_id_33322
33191,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria,Sartoria",Falstaff,2017-11-15,2017-11-26,2017,15-11-2017 - 26-11-2017,Torino,Teatro Regio,40398,object_id_33322
33192,artistic,4895,Marius Petipa,Coreografo,Lago dei cigni,2017-12-13,2017-12-19,2017,13-12-2017 - 19-12-2017,Torino,Teatro Regio,,object_id_33324
33192,artistic,9057,Lev Ivanov,Coreografo,Lago dei cigni,2017-12-13,2017-12-19,2017,13-12-2017 - 19-12-2017,Torino,Teatro Regio,,object_id_33324
33192,artistic,8646,Igor Ivanov,Scenografo,Lago dei cigni,2017-12-13,2017-12-19,2017,13-12-2017 - 19-12-2017,Torino,Teatro Regio,,object_id_33324
33192,artistic,9058,Galina Solov’eva,Costumista,Lago dei cigni,2017-12-13,2017-12-19,2017,13-12-2017 - 19-12-2017,Torino,Teatro Regio,,object_id_33324
33192,technical,27755,Leonardo Company,Sponsor,Lago dei cigni,2017-12-13,2017-12-19,2017,13-12-2017 - 19-12-2017,Torino,Teatro Regio,,object_id_33324
33193,artistic,26778,Valerio Tiberi,Luci,Roberto Bolle and Friends,2017-12-29,2017-12-31,2017,29-12-2017 - 31-12-2017,Torino,Teatro Regio,,object_id_33325
33194,artistic,10364,Stefano Poda,"Coreografo,Costumista,Luci,Regista",Turandot,2018-01-16,2018-01-25,2018,16-01-2018 - 25-01-2018,Torino,Teatro Regio,40257,object_id_33326
33194,artistic,10957,Paolo Giani Cei,"Assistente alla regia,Collaboratore alla regia",Turandot,2018-01-16,2018-01-25,2018,16-01-2018 - 25-01-2018,Torino,Teatro Regio,40257,object_id_33326
33194,technical,26353,"Modit Group, Villastellone (Torino)",Sartoria,Turandot,2018-01-16,2018-01-25,2018,16-01-2018 - 25-01-2018,Torino,Teatro Regio,40257,object_id_33326
33194,technical,26354,"Ombradifoglia, Torino",Sartoria,Turandot,2018-01-16,2018-01-25,2018,16-01-2018 - 25-01-2018,Torino,Teatro Regio,40257,object_id_33326
33194,technical,26355,"Benzi Calzature, Torino",Calzature,Turandot,2018-01-16,2018-01-25,2018,16-01-2018 - 25-01-2018,Torino,Teatro Regio,40257,object_id_33326
33194,technical,7159,"Mario Audello, Torino",Parrucche,Turandot,2018-01-16,2018-01-25,2018,16-01-2018 - 25-01-2018,Torino,Teatro Regio,40257,object_id_33326
33194,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria,Sartoria",Turandot,2018-01-16,2018-01-25,2018,16-01-2018 - 25-01-2018,Torino,Teatro Regio,40257,object_id_33326
33195,artistic,28326,Alessio Pizzech,Regista,Orfeo,2018-03-13,2018-03-21,2018,13-03-2018 - 21-03-2018,Torino,Teatro Regio,,object_id_33328
33195,artistic,11467,Davide Amadei,Scenografo,Orfeo,2018-03-13,2018-03-21,2018,13-03-2018 - 21-03-2018,Torino,Teatro Regio,,object_id_33328
33195,artistic,11456,Carla Ricotti,Costumista,Orfeo,2018-03-13,2018-03-21,2018,13-03-2018 - 21-03-2018,Torino,Teatro Regio,,object_id_33328
33195,artistic,27068,Antonio Ligas,Assistente alla regia,Orfeo,2018-03-13,2018-03-21,2018,13-03-2018 - 21-03-2018,Torino,Teatro Regio,,object_id_33328
33195,artistic,28327,Isa Traversi,Coreografo,Orfeo,2018-03-13,2018-03-21,2018,13-03-2018 - 21-03-2018,Torino,Teatro Regio,,object_id_33328
33195,artistic,7169,Andrea Anfossi,Luci,Orfeo,2018-03-13,2018-03-21,2018,13-03-2018 - 21-03-2018,Torino,Teatro Regio,,object_id_33328
33195,artistic,28328,Ilaria Ariemme,Assistente ai costumi,Orfeo,2018-03-13,2018-03-21,2018,13-03-2018 - 21-03-2018,Torino,Teatro Regio,,object_id_33328
33195,technical,11222,"Italgas, Torino",Sponsor,Orfeo,2018-03-13,2018-03-21,2018,13-03-2018 - 21-03-2018,Torino,Teatro Regio,,object_id_33328
33195,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria",Orfeo,2018-03-13,2018-03-21,2018,13-03-2018 - 21-03-2018,Torino,Teatro Regio,,object_id_33328
33195,technical,8999,"Casa d’Arte Fiore, Milano",Sartoria,Orfeo,2018-03-13,2018-03-21,2018,13-03-2018 - 21-03-2018,Torino,Teatro Regio,,object_id_33328
33195,technical,28295,"Audello Teatro, Torino",Parrucche,Orfeo,2018-03-13,2018-03-21,2018,13-03-2018 - 21-03-2018,Torino,Teatro Regio,,object_id_33328
33195,technical,28331,"Pedrazzoli Casa d’Arte, Milano",Calzature,Orfeo,2018-03-13,2018-03-21,2018,13-03-2018 - 21-03-2018,Torino,Teatro Regio,,object_id_33328
33196,artistic,7487,Vittorio Borrelli,Regista,Barbiere di Siviglia,2018-03-16,2018-03-25,2018,16-03-2018 - 25-03-2018,Torino,Teatro Regio,,object_id_33329
33196,artistic,10116,Claudia Boasso,Scenografo,Barbiere di Siviglia,2018-03-16,2018-03-25,2018,16-03-2018 - 25-03-2018,Torino,Teatro Regio,,object_id_33329
33196,artistic,4838,Luisa Spinatelli,Costumista,Barbiere di Siviglia,2018-03-16,2018-03-25,2018,16-03-2018 - 25-03-2018,Torino,Teatro Regio,,object_id_33329
33196,artistic,7169,Andrea Anfossi,Luci,Barbiere di Siviglia,2018-03-16,2018-03-25,2018,16-03-2018 - 25-03-2018,Torino,Teatro Regio,,object_id_33329
33196,artistic,25403,Vladi Spigarolo,Luci,Barbiere di Siviglia,2018-03-16,2018-03-25,2018,16-03-2018 - 25-03-2018,Torino,Teatro Regio,,object_id_33329
33196,artistic,7511,Anna Maria Bruzzese,Assistente alla regia,Barbiere di Siviglia,2018-03-16,2018-03-25,2018,16-03-2018 - 25-03-2018,Torino,Teatro Regio,,object_id_33329
33196,technical,11222,"Italgas, Torino",Sponsor,Barbiere di Siviglia,2018-03-16,2018-03-25,2018,16-03-2018 - 25-03-2018,Torino,Teatro Regio,,object_id_33329
33196,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria,Sartoria",Barbiere di Siviglia,2018-03-16,2018-03-25,2018,16-03-2018 - 25-03-2018,Torino,Teatro Regio,,object_id_33329
33197,artistic,28201,Stefano Mazzonis di Pralafera,Regista,Lombardi alla prima crociata,2018-04-17,2018-04-28,2018,17-04-2018 - 28-04-2018,Torino,Teatro Regio,,object_id_33330
33197,artistic,28202,Jean-Guy Lecat,Scenografo,Lombardi alla prima crociata,2018-04-17,2018-04-28,2018,17-04-2018 - 28-04-2018,Torino,Teatro Regio,,object_id_33330
33197,artistic,28203,Fernand Ruiz,Costumista,Lombardi alla prima crociata,2018-04-17,2018-04-28,2018,17-04-2018 - 28-04-2018,Torino,Teatro Regio,,object_id_33330
33197,artistic,7532,Franco Marri,Luci,Lombardi alla prima crociata,2018-04-17,2018-04-28,2018,17-04-2018 - 28-04-2018,Torino,Teatro Regio,,object_id_33330
33197,artistic,28204,Gianni Santucci,Assistente alla regia,Lombardi alla prima crociata,2018-04-17,2018-04-28,2018,17-04-2018 - 28-04-2018,Torino,Teatro Regio,,object_id_33330
33197,technical,25478,Reale Mutua Assicurazioni,Sponsor,Lombardi alla prima crociata,2018-04-17,2018-04-28,2018,17-04-2018 - 28-04-2018,Torino,Teatro Regio,,object_id_33330
33197,technical,7902,"Opéra Royal de Wallonie, Liegi","Realizzazione,Attrezzeria,Sartoria,Parrucche",Lombardi alla prima crociata,2018-04-17,2018-04-28,2018,17-04-2018 - 28-04-2018,Torino,Teatro Regio,,object_id_33330
33197,technical,7160,"Epoca (di Biagio), Milano",Calzature,Lombardi alla prima crociata,2018-04-17,2018-04-28,2018,17-04-2018 - 28-04-2018,Torino,Teatro Regio,,object_id_33330
33198,artistic,28197,Bob Tomson,Regista,Evita,2018-05-04,2018-05-09,2018,04-05-2018 - 09-05-2018,Torino,Teatro Regio,42979,object_id_33331
33198,artistic,28195,Bill Kenwright,Regista,Evita,2018-05-04,2018-05-09,2018,04-05-2018 - 09-05-2018,Torino,Teatro Regio,42979,object_id_33331
33198,artistic,28198,Bill Deamer,Coreografo,Evita,2018-05-04,2018-05-09,2018,04-05-2018 - 09-05-2018,Torino,Teatro Regio,42979,object_id_33331
33198,artistic,28199,Matthew Wright,"Costumista,Scenografo",Evita,2018-05-04,2018-05-09,2018,04-05-2018 - 09-05-2018,Torino,Teatro Regio,42979,object_id_33331
33198,artistic,28200,Tim Oliver,Luci,Evita,2018-05-04,2018-05-09,2018,04-05-2018 - 09-05-2018,Torino,Teatro Regio,42979,object_id_33331
33199,artistic,28431,Ludovic Lagarde,Regista,Voix humaine,2018-05-16,2018-05-27,2018,16-05-2018 - 27-05-2018,Torino,Teatro Regio,,object_id_33333
33199,artistic,28432,Antoine Vasseur,Scenografo,Voix humaine,2018-05-16,2018-05-27,2018,16-05-2018 - 27-05-2018,Torino,Teatro Regio,,object_id_33333
33199,artistic,28433,Fanny Brouste,Costumista,Voix humaine,2018-05-16,2018-05-27,2018,16-05-2018 - 27-05-2018,Torino,Teatro Regio,,object_id_33333
33199,artistic,28434,Lidwine Prolonge,Video,Voix humaine,2018-05-16,2018-05-27,2018,16-05-2018 - 27-05-2018,Torino,Teatro Regio,,object_id_33333
33199,artistic,28435,Sébastien Michaud,Luci,Voix humaine,2018-05-16,2018-05-27,2018,16-05-2018 - 27-05-2018,Torino,Teatro Regio,,object_id_33333
33199,artistic,28436,Céline Gaudier,Assistente alla regia,Voix humaine,2018-05-16,2018-05-27,2018,16-05-2018 - 27-05-2018,Torino,Teatro Regio,,object_id_33333
33199,technical,6499,"Opéra Comique, Paris","Realizzazione,Attrezzeria,Calzature,Sartoria",Voix humaine,2018-05-16,2018-05-27,2018,16-05-2018 - 27-05-2018,Torino,Teatro Regio,,object_id_33333
33200,artistic,28431,Ludovic Lagarde,Regista,Segreto di Susanna,2018-05-16,2018-05-27,2018,16-05-2018 - 27-05-2018,Torino,Teatro Regio,,object_id_33334
33200,artistic,28432,Antoine Vasseur,Scenografo,Segreto di Susanna,2018-05-16,2018-05-27,2018,16-05-2018 - 27-05-2018,Torino,Teatro Regio,,object_id_33334
33200,artistic,28433,Fanny Brouste,Costumista,Segreto di Susanna,2018-05-16,2018-05-27,2018,16-05-2018 - 27-05-2018,Torino,Teatro Regio,,object_id_33334
33200,artistic,28434,Lidwine Prolonge,Video,Segreto di Susanna,2018-05-16,2018-05-27,2018,16-05-2018 - 27-05-2018,Torino,Teatro Regio,,object_id_33334
33200,artistic,28435,Sébastien Michaud,Luci,Segreto di Susanna,2018-05-16,2018-05-27,2018,16-05-2018 - 27-05-2018,Torino,Teatro Regio,,object_id_33334
33200,artistic,28436,Céline Gaudier,Assistente alla regia,Segreto di Susanna,2018-05-16,2018-05-27,2018,16-05-2018 - 27-05-2018,Torino,Teatro Regio,,object_id_33334
33200,technical,6499,"Opéra Comique, Paris","Realizzazione,Attrezzeria,Calzature,Sartoria",Segreto di Susanna,2018-05-16,2018-05-27,2018,16-05-2018 - 27-05-2018,Torino,Teatro Regio,,object_id_33334
33202,artistic,8485,Sylvano Bussotti,"Costumista,Regista,Scenografo",Voce umana,1969-03-13,1969-03-13,1969,13 marzo 1969,Torino,Teatro Nuovo,,object_id_33340
33210,technical,11047,"Fondazione CRT, Torino",Sponsor,Gianandrea Noseda. Filarmonica Teatro Regio Torino,2018-01-22,2018-01-22,2018,22-01-2018 - 22-01-2018,Torino,Teatro Regio,,object_id_33371
33213,artistic,3477,Bruno Bettinelli,Autore / Compositore,Sergey Galaktionov. Orchestra del Teatro Regio,2018-04-05,2018-04-05,2018,05-04-2018 - 05-04-2018,Torino,Teatro Regio,,object_id_33375
33213,artistic,3424,Felix Mendelssohn Bartholdy,Autore / Compositore,Sergey Galaktionov. Orchestra del Teatro Regio,2018-04-05,2018-04-05,2018,05-04-2018 - 05-04-2018,Torino,Teatro Regio,,object_id_33375
33213,artistic,3345,Franz Schubert,Autore / Compositore,Sergey Galaktionov. Orchestra del Teatro Regio,2018-04-05,2018-04-05,2018,05-04-2018 - 05-04-2018,Torino,Teatro Regio,,object_id_33375
33213,artistic,3730,Gustav Mahler,Autore / Compositore,Sergey Galaktionov. Orchestra del Teatro Regio,2018-04-05,2018-04-05,2018,05-04-2018 - 05-04-2018,Torino,Teatro Regio,,object_id_33375
33215,artistic,4354,Amedeo Amodio,Coreografo,Kiss me,2001-07-03,2001-07-15,2001,03-07-2001 - 15-07-2001,Torino,Teatro Regio,,object_id_33380
33215,artistic,7177,Lamberto Puggelli,Regista,Kiss me,2001-07-03,2001-07-15,2001,03-07-2001 - 15-07-2001,Torino,Teatro Regio,,object_id_33380
33215,artistic,4838,Luisa Spinatelli,"Costumista,Scenografo",Kiss me,2001-07-03,2001-07-15,2001,03-07-2001 - 15-07-2001,Torino,Teatro Regio,,object_id_33380
33215,artistic,11451,Nathalie Lanzarini,Assistente alla regia,Kiss me,2001-07-03,2001-07-15,2001,03-07-2001 - 15-07-2001,Torino,Teatro Regio,,object_id_33380
33215,artistic,11444,Monia Felicia Torchia,"Assistente ai costumi,Assistente alle scene",Kiss me,2001-07-03,2001-07-15,2001,03-07-2001 - 15-07-2001,Torino,Teatro Regio,,object_id_33380
33215,technical,7174,"Opera Scene, Roma",Realizzazione,Kiss me,2001-07-03,2001-07-15,2001,03-07-2001 - 15-07-2001,Torino,Teatro Regio,,object_id_33380
33215,technical,8588,Casa d’arte Cerratelli,Sartoria,Kiss me,2001-07-03,2001-07-15,2001,03-07-2001 - 15-07-2001,Torino,Teatro Regio,,object_id_33380
33215,technical,7160,"Epoca (di Biagio), Milano",Calzature,Kiss me,2001-07-03,2001-07-15,2001,03-07-2001 - 15-07-2001,Torino,Teatro Regio,,object_id_33380
33215,technical,7159,"Mario Audello, Torino",Parrucche,Kiss me,2001-07-03,2001-07-15,2001,03-07-2001 - 15-07-2001,Torino,Teatro Regio,,object_id_33380
33215,technical,6441,"Teatro Regio, Torino","Realizzazione,Calzature",Kiss me,2001-07-03,2001-07-15,2001,03-07-2001 - 15-07-2001,Torino,Teatro Regio,,object_id_33380
33216,artistic,7511,Anna Maria Bruzzese,Regista,Riccioli di Barbiere. Il barbiere di Siviglia raccontato ai bambini,2018-04-05,2018-04-07,2018,05-04-2018 - 07-04-2018,Torino,Piccolo Regio Puccini,,object_id_33430
