performance_id,credit_type,person_id,person_name,role
33450,artistic,31363,Caterina Sagna,Coreografo
33450,artistic,6271,Tobia Ercolino,Costumista
33450,artistic,31364,Nuccio Marino,Luci
33450,artistic,31371,Django Reinhardt,Autore / Compositore
33450,artistic,31372,Moby,Autore / Compositore
33450,artistic,31373,Diana Ross,Autore / Compositore
33450,technical,31369,Chemical Brothers,Non assegnato
33450,technical,31370,Massive Attack,Non assegnato
33450,technical,31374,Tindersticks,Non assegnato
33451,artistic,31376,Francesco Scavetta,Coreografo
33451,artistic,31378,Tone Myskja,"Scenografo,Video"
33451,artistic,31379,Jean Vincent Kerebel,Luci
33451,artistic,31380,Antti Bjørn,Costumista
33451,artistic,31381,Fernanda Pessolano,Costumista
33452,artistic,3910,Giorgio Gallione,Regista
33452,artistic,31388,Jean Claude Asquié,Luci
33453,artistic,31395,Rudi Punzo,"Curatore,Ideazione,Scenografo"
33454,artistic,31398,Sergio Bustric,Direttore dello spettacolo
33455,artistic,10768,Francesco Frongia,Regista
33455,artistic,31404,Andrea Minetto,Direttore dello spettacolo
33456,artistic,9736,Valter Malosti,"Drammaturgo,Regista"
33456,artistic,11326,Mario Merlino,Luci
33457,artistic,31416,Charles Vanel,Video
33457,artistic,31422,Gérard de Haro,Fonico
33458,artistic,31320,Nicole Mossoux,"Coreografo,Regista"
33458,artistic,31424,Patrick Bonté,"Coreografo,Regista"
33459,artistic,6348,Micha van Hoecke,"Coreografo,Regista"
33459,artistic,31432,Giancarlo Mancini,Costumista
33459,artistic,31433,Yoko Wakabayashi,Assistente alla coreografia
33459,artistic,31434,Giovanna Chiellini,Fonico
33459,artistic,6623,Lucilla Baroni,Luci
33460,artistic,7212,Davide Livermore,"Costumista,Regista,Scenografo"
33460,artistic,30921,Sergio Licursi,Assistente alla regia
33460,artistic,11326,Mario Merlino,Luci
33460,artistic,9659,Roberta Cortese,Traduttore
33460,technical,10513,Marco Fantozzi,Non assegnato
33461,artistic,31457,Matteo Moles,Ideazione
33461,artistic,31460,Thomas Kazakos,Luci
33461,artistic,31461,Agnès Dubois,Costumista
33462,artistic,31472,Pierre Byland,Regista
33462,artistic,31473,Gerardo Mele,Assistente alla regia
33462,artistic,31474,Federica Tardito,Coreografo
33462,artistic,31475,Roberta Vacchetta,"Costumista,Scenografo"
33462,artistic,31476,Elena Gaudio,"Costumista,Scenografo"
33462,artistic,31477,Sandro Carnino,"Direttore dell'allestimento,Luci"
33463,artistic,31487,Sonia Arienta,"Costumista,Regista,Scenografo"
33463,artistic,7548,Tiziana Tosco,Coreografo
33463,artistic,11326,Mario Merlino,Luci
33463,artistic,11423,Ivano Coviello,Video
33463,artistic,21888,Simone Solinas,Video
33465,artistic,31511,Josette Baïz,Coreografo
33465,artistic,4605,Dominique Drillot,"Luci,Scenografo"
33465,artistic,10840,Philippe Guillotel,Costumista
33465,artistic,31513,André Béja,Fonico
33465,artistic,31514,Erwann Collet,Luci
33465,technical,31512,Compagnie Grenade,Non assegnato
33466,artistic,31531,Valentina Kastlunger,Regista
33466,artistic,27307,Giuseppe Di Leva,Drammaturgo
33466,artistic,4778,Elena Berera,Coreografo
33467,artistic,11205,Paola Viano,Regista
33467,artistic,11208,BK Woi,"Costumista,Scenografo"
33467,technical,7159,"Mario Audello, Torino",Non assegnato
33468,artistic,7140,Giovanni Di Cicco,Coreografo
33468,artistic,31554,Paolo Giacchero,"Costumista,Scenografo"
33468,artistic,31555,Micaela Tentarelli,Assistente ai costumi
33468,artistic,11326,Mario Merlino,Luci
33469,artistic,30868,Mimmo Cuticchio,"Ideazione,Regista"
33469,artistic,31572,Pina Patti Cuticchio,"Costumista,Scenografo"
33469,artistic,30892,Tania Giordano,"Costumista,Scenografo"
33469,artistic,31573,Maurizio Ruggiano,Fonico
33469,artistic,31574,Marcello D'Agostino,Luci
33469,technical,30893,Compagnia Figli d'Arte Cuticchio,Realizzazione
33470,artistic,31578,Rachel Shipp,Luci
33471,artistic,10364,Stefano Poda,"Coreografo,Costumista,Luci,Regista,Scenografo"
33471,artistic,10957,Paolo Giani Cei,Assistente alla regia
33472,artistic,7511,Anna Maria Bruzzese,Regista
33472,artistic,7860,Laura Viglione,Costumista
33472,technical,21351,"Controluce Teatro d’Ombre, Torino",Non assegnato
33476,artistic,11448,Riccardo Fracchia,Regista
33476,artistic,7860,Laura Viglione,Costumista
33476,artistic,31224,Lorenzo Maletto,Luci
33476,artistic,31169,Antonio Stallone,Direttore dell'allestimento
33477,artistic,31637,Emanuela Giordano,Regista
33477,artistic,31638,Pierfrancesco Li Donni,Video
33477,artistic,31639,Matteo Ghirardini,Video
33477,artistic,31169,Antonio Stallone,Direttore dell'allestimento
33478,artistic,31169,Antonio Stallone,Direttore dell'allestimento
33478,artistic,31224,Lorenzo Maletto,Luci
33478,artistic,31646,Jean Renshaw,Regista
33478,artistic,31647,Christof Cremer,"Costumista,Scenografo"
33481,artistic,30688,Mariano Bauduin,Regista
33481,artistic,10116,Claudia Boasso,Scenografo
33481,artistic,7860,Laura Viglione,Costumista
33481,artistic,31224,Lorenzo Maletto,Luci
33483,artistic,4895,Marius Petipa,Coreografo
33483,artistic,3757,Mauro Bigonzetti,Coreografo
33483,artistic,6929,Michail Fokin,Coreografo
33483,artistic,31702,Asami Maki,Coreografo
33483,artistic,31703,Motoko Hirayama,Coreografo
33483,artistic,31704,Johan Kobborg,Coreografo
33483,artistic,31705,Sergei Shevchenko,Luci
33483,artistic,31706,Natalia Zinovieva,Costumista
33484,artistic,7991,Gil Roman,Coreografo
33484,artistic,3753,Maurice Béjart,Coreografo
33484,artistic,7860,Laura Viglione,Costumista
33484,artistic,31169,Antonio Stallone,Direttore dell'allestimento
33484,artistic,25403,Vladi Spigarolo,"Fonico,Video"
33486,artistic,31713,Marco Sollini,Collaboratore alla regia
33487,artistic,7212,Davide Livermore,Regista
33487,artistic,30921,Sergio Licursi,Assistente alla regia
33488,artistic,31724,Beppe Rosso,"Autore del testo,Regista"
33488,artistic,31725,Filippo Taricco,Autore del testo
33488,artistic,31795,Andrea Violato,Luci
33490,artistic,8849,Boris Stetka,Drammaturgo
33490,artistic,6588,Daniele Abbado,Scenografo
33490,artistic,11326,Mario Merlino,Luci
33490,artistic,31731,Luciano Togninelli,Luci
33490,artistic,31733,Fiorella Cicardi,Video
33490,artistic,31732,Cinzia Rizzo,Video
33490,artistic,31734,Paolo Ranieri,Video
33490,artistic,10780,Angelo Linzalata,Scenografo
33491,artistic,31746,Armando Franceschini,Autore / Compositore
33491,artistic,31747,Emilio Galante,Autore / Compositore
33491,artistic,9583,Carlo Galante,Autore / Compositore
33491,artistic,10773,Ezio Bosso,Autore / Compositore
33491,artistic,11182,Nicola Campogrande,Autore / Compositore
33491,artistic,31745,Fabrizio Varesco,Video
33491,artistic,31748,Giorgio Longo,Video
33491,artistic,31750,Alessandro Amaducci,Video
33491,artistic,31749,Anna Agnelli,Video
33492,artistic,31083,Matteo Levaggi,Ideazione
33492,artistic,31753,Sara Giammello,"Scenografo,Video"
33492,artistic,31754,Manuela Dello Priete,Costumista
33492,artistic,31755,Enzo Galia,Luci
33493,artistic,31756,Domenico Castaldo,"Drammaturgo,Regista"
33493,artistic,31757,Gabriele Miracle,Autore / Compositore
33494,artistic,31765,Sébastien Pimont,Luci
33494,artistic,31766,Antoine Soucessey,Costumista
33494,artistic,31767,Didier Bellocq,Regista
33494,artistic,31762,Raghunath Manet,Coreografo
33495,artistic,31769,Fatboy Slim,Autore / Compositore
33495,artistic,9736,Valter Malosti,Ideazione
33495,artistic,31768,Federico Fellini,Autore del testo
33495,artistic,5362,Paolo Baroni,Scenografo
33495,artistic,3998,Nino Rota,Autore / Compositore
33495,artistic,31771,Francesco Dell'Elba,Luci
33495,artistic,31772,Patrizia Tirino,Costumista
33495,artistic,31773,Gianni Busso,Marionettista
33495,artistic,31774,Giovanni D'Aquila,Autore / Compositore
33496,artistic,11041,Luca Valentino,Regista
33496,artistic,11042,Claudio Cinelli,"Costumista,Scenografo"
33496,artistic,11326,Mario Merlino,Luci
33497,artistic,31784,Mar Gòmez,Regista
33497,artistic,31785,Xavier Martìnez,Coreografo
33497,artistic,31786,Joan Jorba,Scenografo
33497,artistic,31787,Mariel Soria,Costumista
33497,artistic,31788,Xavi Valls,Luci
33498,artistic,7737,Richard Move,"Ideazione,Regista"
33498,artistic,7741,Pilar Limosner,Costumista
33498,artistic,31790,Charles Atlas,Video
33498,artistic,31791,Donalee Katz,Luci
33498,artistic,31792,Renata Petroni,Traduttore
33498,artistic,4711,Aaron Copland,Autore / Compositore
33498,artistic,10538,Bernard Hermann,Autore / Compositore
33498,artistic,7032,Sergej Rachmaninov,Autore / Compositore
33499,artistic,7737,Richard Move,Ideazione
33500,artistic,7487,Vittorio Borrelli,Ideazione
33500,artistic,7548,Tiziana Tosco,Ideazione
33500,artistic,8460,Enzo Busco,Scenografo
33500,artistic,7860,Laura Viglione,Costumista
33501,artistic,2591,Igor Stravinskij,Autore / Compositore
33501,artistic,19905,Charles-Ferdinand Ramuz,Autore del testo
33501,artistic,11041,Luca Valentino,Regista
33501,artistic,11042,Claudio Cinelli,Scenografo
33501,artistic,7860,Laura Viglione,Costumista
33501,artistic,3743,Loris Petrillo,Coreografo
33502,artistic,31724,Beppe Rosso,"Autore del testo,Regista"
33502,artistic,31725,Filippo Taricco,Autore del testo
33502,artistic,9345,Remo Rostagno,Drammaturgo
33502,artistic,31795,Andrea Violato,Luci
33503,technical,31264,Impressive Ensemble,Realizzazione
33504,artistic,31083,Matteo Levaggi,Ideazione
33504,artistic,31753,Sara Giammello,"Scenografo,Video"
33504,artistic,31755,Enzo Galia,Luci
33505,artistic,31756,Domenico Castaldo,"Drammaturgo,Ideazione,Regista"
33505,artistic,31757,Gabriele Miracle,"Autore / Compositore,Ideazione"
33506,artistic,2522,Gaetano Donizetti,Autore / Compositore
33506,artistic,2601,Felice Romani,Autore opera letteraria del libretto
33506,artistic,7212,Davide Livermore,"Costumista,Regista,Scenografo"
33506,artistic,31796,Alessandro D'Agostini,Autore / Compositore
33507,artistic,31811,Giorgio Gabrielli,"Luci,Marionettista,Regista"
33507,artistic,30752,Roberto Masotti,"Luci,Regista,Video"
33507,artistic,30877,Cristina Catalani,Video
33508,artistic,31813,Pier Paolo Ferlaino,Video
33508,artistic,31815,Flavio Monti,Fonico
33508,artistic,10773,Ezio Bosso,Video
33509,artistic,31819,Marzia Migliora,"Scenografo,Video"
33509,artistic,31820,Paolo Lavazza,Video
33509,artistic,31821,Elisa Sighicelli,Video
33509,artistic,31822,Pascal Gary,Video
33509,artistic,9736,Valter Malosti,Regista
33509,artistic,9737,Michela Lucenti,Coreografo
33509,artistic,5556,Patrizia Bongiovanni,Costumista
33509,artistic,11326,Mario Merlino,Luci
33510,artistic,21269,Goury,Scenografo
33510,artistic,31828,Annie Sellem,Ideazione
33510,artistic,31829,Dominique Hervieu,Autore / Compositore
33510,artistic,31830,Dominique Boivin,Autore / Compositore
33510,artistic,31831,Mourad Merzouki,Autore / Compositore
33510,artistic,31832,Pascal Minet,Regista
33510,artistic,31833,Catherine Lagarde,Fonico
33510,artistic,31834,Mireille Hersent,Costumista
33510,artistic,31835,Vincent Paoli,Luci
33510,artistic,31836,Jean-Marc Toillon,Autore / Compositore
33510,artistic,31837,Eric Lamy,Luci
33510,artistic,31838,Ahcen Merzouki,Autore / Compositore
33510,artistic,31839,Karima Amarouche,Costumista
33510,artistic,31840,Yoann Tivoli,Luci
33511,artistic,31848,Julie Dossavi,Coreografo
33511,artistic,31851,Olivier Jondot,Luci
33511,artistic,31852,David Godard,Fonico
33511,artistic,31853,Valérie Said,Costumista
33512,artistic,31856,Giampaolo Andreutti,Direttore dello spettacolo
33512,artistic,31858,Marino Lerman,Marionettista
33512,artistic,31859,Gabriella Slatich,Marionettista
33512,artistic,31860,Magda Martinci,Marionettista
33512,artistic,31861,Silvia Della Polla,Marionettista
33512,artistic,31862,Carlo Furlan,Marionettista
33512,artistic,31863,Francesca Zoccarato,Marionettista
33512,artistic,31864,Daniela Castiglione,Marionettista
33512,artistic,31865,Barbara Sinicco,Marionettista
33513,artistic,30805,Beatrice Giannini,Costumista
33513,artistic,3907,Stefano Benni,Ideazione
33513,artistic,31867,Fabio Vignaroli,Fonico
33513,artistic,31868,Michelangelo Campanale,Luci
33514,artistic,31872,Nanni Balestrini,Traduttore
33514,artistic,31873,Fulvio Michelazzi,Luci
33514,artistic,31874,Dario Garegnani,Fonico
33514,artistic,31401,Sandro Gorli,Direttore dello spettacolo
33515,artistic,3880,Lucio Diana,"Luci,Scenografo"
33515,artistic,30999,Corrado Cristina,Fonico
33515,artistic,31877,Franghiz Ali-Zadeh,Autore / Compositore
33515,artistic,31878,Tan Dun,Autore / Compositore
33515,artistic,31879,Ernaldo Data,Regista
33516,artistic,11041,Luca Valentino,Regista
33516,artistic,11042,Claudio Cinelli,"Costumista,Scenografo"
33516,artistic,11326,Mario Merlino,Luci
33517,artistic,7061,Enzo Cosimi,"Costumista,Ideazione,Regista,Scenografo,Video"
33517,artistic,7095,Luca Storari,Luci
33518,artistic,31888,Petr Forman,Regista
33518,artistic,31889,Matej Forman,Coreografo
33518,artistic,31890,Milan Forman,Ideazione
33518,artistic,31891,Ctibor Turba,Ideazione
33518,artistic,31894,Zdenek Boruvka,Luci
33518,artistic,31895,Jan Marek,Scenografo
33518,artistic,31896,Miroslav Trejtnar,Scenografo
33518,artistic,31897,Blanka Vilimova,Costumista
33518,artistic,31898,Dama tomancova,Costumista
33518,artistic,31899,Stepanka Kasparova,Costumista
33519,artistic,11326,Mario Merlino,Luci
33519,artistic,31904,Marco Gastini,Scenografo
33520,artistic,31914,Alexander Balanescu,Ideazione
33520,artistic,31915,Klaus Obermaier,"Ideazione,Video"
33521,artistic,31795,Andrea Violato,Luci
33521,artistic,31918,Erri de Luca,Ideazione
33521,artistic,31919,Claudio Viberti,Fonico
33522,artistic,11326,Mario Merlino,Luci
33522,artistic,31921,Michal Znaniecki,"Costumista,Regista,Scenografo"
33523,artistic,31932,Marco Isidori,Direttore dello spettacolo
33524,artistic,31934,Emio Greco,"Coreografo,Direttore dello spettacolo,Fonico,Luci,Scenografo"
33524,artistic,31935,Pieter C. Scholten,"Coreografo,Direttore dello spettacolo,Fonico,Luci,Scenografo"
33524,artistic,31936,Clifford Portier,Costumista
33526,artistic,31056,Luca Scarlini,Drammaturgo
33526,artistic,11326,Mario Merlino,Luci
33526,artistic,31945,Simona Gonella,"Ideazione,Regista"
33526,artistic,31946,Lino Greco,Video
33526,artistic,31947,Giovanni Franzoni,Ideazione
33527,artistic,5716,Valeria Campo,"Drammaturgo,Regista,Scenografo"
33527,artistic,7860,Laura Viglione,Costumista
33527,artistic,11326,Mario Merlino,Luci
33528,artistic,7083,Roberto Castello,"Ideazione,Regista"
33528,artistic,31961,Willy Merz,Ideazione
33528,artistic,31962,Antje Rieck,"Costumista,Ideazione,Scenografo,Video"
33529,artistic,31971,Paolo Pachini,Video
33530,artistic,31300,Carlo Pestelli,Regista
33530,artistic,31973,Martino Cipriani,Regista
33531,artistic,31300,Carlo Pestelli,Regista
33531,artistic,31879,Ernaldo Data,Video
33531,artistic,31973,Martino Cipriani,Luci
33532,artistic,31978,Marco Amato,Video
33532,artistic,31979,Dario Benedetto,Regista
33532,artistic,31973,Martino Cipriani,"Luci,Scenografo"
33533,artistic,31300,Carlo Pestelli,Regista
33534,artistic,31300,Carlo Pestelli,Regista
33534,artistic,31973,Martino Cipriani,"Luci,Video"
33535,artistic,5824,Peppe Servillo,Ideazione
33535,artistic,10975,Furio Di Castri,"Direttore dello spettacolo,Ideazione"
33536,artistic,3907,Stefano Benni,Ideazione
33538,artistic,31995,Paola Farinetti,Scenografo
33538,artistic,31918,Erri de Luca,Ideazione
33538,artistic,31919,Claudio Viberti,Fonico
33539,artistic,3880,Lucio Diana,Luci
33539,artistic,30999,Corrado Cristina,Fonico
33539,artistic,31996,Hamid Ziarati,Ideazione
33540,artistic,7212,Davide Livermore,"Costumista,Regista,Scenografo"
33540,artistic,9659,Roberta Cortese,Traduttore
33540,artistic,31066,Alberto Giolitti,Luci
33540,artistic,31998,Luigi Chiarella,Assistente alla regia
33540,artistic,32000,Marcello Succo,Fonico
33541,artistic,32001,Massimo Martino,Traduttore
33542,artistic,32009,Frédéric Olivieri,Direttore dello spettacolo
33542,artistic,32010,Anna Molinari,Costumista
33542,artistic,32011,peder freiij,Costumista
33542,artistic,32012,Tatiana Nikonova,Coreografo
33542,artistic,32013,Leonid Nikonov,Coreografo
33542,artistic,10268,Pompea Santoro,Video
33542,artistic,10279,Mats Ek,Coreografo
33543,artistic,32015,Sergio Liberovici,Ideazione
33543,artistic,32016,Clara Bovero,Traduttore
33543,artistic,32017,Laura Panti,Traduttore
33544,artistic,4333,Emanuele Luzzati,"Costumista,Ideazione,Scenografo"
33544,artistic,5383,Bruno Cereseto,Costumista
33544,artistic,4854,Tonino Conte,Regista
33547,artistic,11448,Riccardo Fracchia,Regista
33547,artistic,11423,Ivano Coviello,Scenografo
33547,artistic,11330,Carlo Bertola,Direttore dello spettacolo
33547,artistic,11326,Mario Merlino,Luci
33548,artistic,32049,Claudio Di Palma,"Regista,Scenografo"
33548,artistic,32046,Giusy Vacalabre,Costumista
33548,artistic,32047,Emanuele Perelli,Scenografo
33548,artistic,32048,Adriana Follieri,Collaboratore alla regia
33549,artistic,25251,Paola Roman,Regista
33549,artistic,30758,Giorgio Barullo,Scenografo
33550,artistic,4718,Fabrizio Monteverde,Coreografo
33550,artistic,6845,Paolo Calafiore,Scenografo
33550,artistic,7860,Laura Viglione,Costumista
33550,technical,7159,"Mario Audello, Torino",Parrucche
33550,technical,11187,"Diva, Milano",Sartoria
33550,technical,7160,"Epoca (di Biagio), Milano",Calzature
33551,artistic,9659,Roberta Cortese,"Drammaturgo,Regista"
33551,artistic,28392,Vittoria Novarino,Luci
33551,technical,7159,"Mario Audello, Torino",Parrucche
33551,technical,7160,"Epoca (di Biagio), Milano",Calzature
33551,technical,8582,"Sartoria Pipi, Palermo",Sartoria
33552,artistic,28001,Chiara Muti,Regista
33552,artistic,25848,Tommaso Lagattolla,Costumista
33552,artistic,3884,Vincent Longuemare,Luci
33552,artistic,31169,Antonio Stallone,Direttore dell'allestimento
33552,artistic,32087,Alessandro Camera,Scenografo
33553,artistic,32101,Ilya Jivoy,"Coreografo,Scenografo"
