id,dcType,dcTitle,dcDescription,to,from,datetext,fullpath,luoghi_collegati,enti_collegati,persone_collegate,produzioni_collegate,manifestazioni_recite_concerti_collegati,operemusicali_collegate,produzioni_collegate_id,manifestazioni_recite_concerti_collegati_id,operemusicali_collegate_id,persone_collegate_id,enti_collegati_id,luoghi_collegati_id
49321,Lirica,Stagione lirica 1983-84,,1984-05-12,1983-12-20,1983 - 1984,/Stagioni/1983 - 1984 Stagione lirica 1983-84 (49321),,,,"/Produzioni/1983 Madama Butterfly (54559),/Produzioni/1984 Salome (54255),/Produzioni/04-03-1984 Il trovatore (54558),/Produzioni/1984 La dama di picche (54560),/Produzioni/1984 La pazzia senile (54561),/Produzioni/1984 La saviezza giovenile (54562),/Produzioni/1983 L'italiana in Algeri (54557)","/Recite/20-12-1983 L'italiana in Algeri (58790),/Recite/22-12-1983 L'italiana in Algeri (58791),/Concerti/19-01-1984 Jana Jonašová. Concerto lirico (52062),/Recite/17-02-1984 Salome (58792),/Recite/19-02-1984 Salome (58793),/Recite/22-02-1984 Salome (58794),/Recite/10-03-1984 Il trovatore (58795),/Recite/13-03-1984 Il trovatore (58796),/Manifestazioni/31-03-1984 - 08-04-1984 Verdi a Reggio.
L'allestimento del ""Simon Boccanegra"" nel 1857 (65444),/Manifestazioni/31-03-1984 Il ""Simon Boccanegra"" di Verdi a Reggio Emilia (1857).
Presentazione del volume (65445),/Recite/01-04-1984 Madama Butterfly (58797),/Recite/02-04-1984 Madama Butterfly (58798),/Recite/04-04-1984 La dama di picche (58799),/Recite/05-04-1984 La dama di picche (58800),/Recite/09-05-1984 La pazzia senile - La saviezza giovenile (58801)",,"54559, 54255, 54558, 54560, 54561, 54562, 54557","58790, 58791, 52062, 58792, 58793, 58794, 58795, 58796, 65444, 1857, 65445, 58797, 58798, 58799, 58800, 58801",,,,
49324,Lirica,Stagione lirica 1983,,1983-04-29,1983-01-03,1983,/Stagioni/1983 Stagione lirica 1983 (49324),,,,"/Produzioni/1982 Il paese dei campanelli (54585),/Produzioni/1982 Scugnizza (54587),/Produzioni/1982 Pelléas et Mélisande (54584),/Produzioni/1983 La vedova allegra (54586),/Produzioni/1983 Un ballo in maschera (54590),/Produzioni/1983 Otello (54589),/Produzioni/1983 Die Walküre-La Walkiria (54588),/Produzioni/1983 Tosca (54591)","/Recite/03-01-1983 Pelléas et Mélisande (58863),/Recite/06-01-1983 Pelléas et Mélisande (58864),/Recite/08-01-1983 Il paese dei campanelli (58865),/Recite/09-01-1983 La vedova allegra (58866),/Recite/09-01-1983 Scugnizza (58868),/Recite/10-01-1983 La vedova allegra (58867),/Manifestazioni/11-01-1983 Incontro sulla Tetralogia di Wagner nell'allestimento di Boulez-Chereau (66009),/Recite/01-02-1983 Die Walküre - La Walkiria (58869),/Recite/03-02-1983 Die Walküre - La Walkiria (58870),/Recite/07-02-1983 Otello (58871),/Recite/12-02-1983 Otello (58872),/Recite/06-03-1983 Un ballo in maschera (58873),/Recite/08-03-1983 Un ballo in maschera (58874),/Recite/15-04-1983 Tosca (58875),/Recite/17-04-1983 Tosca (58876),/Concerti/27-04-1983 Petite Messe Solennelle (52094),/Concerti/29-04-1983 Petite Messe Solennelle (52095)",,"54585, 54587, 54584, 54586, 54590, 54589, 54588, 54591","58863, 58864, 58865, 58866, 58868, 58867, 66009, 58869, 58870, 58871, 58872, 58873, 58874, 58875, 58876, 52094, 52095",,,,
49330,Lirica,Opera 2003,,2003-03-30,2003-01-01,2003,/Stagioni/2003 Opera 2003 (49330),,,,"/Produzioni/2002 Tancredi (54643),/Produzioni/2003 Un ballo in maschera (54648),/Produzioni/2003 L'Olimpiade (54647),/Produzioni/2003 Les pêcheurs de perles (54656)","/Recite/24-01-2003 Tancredi (58998),/Recite/26-01-2003 Tancredi (58999),/Recite/09-02-2003 L'Olimpiade (59020),/Recite/09-02-2003 L'Olimpiade (59021),/Recite/14-02-2003 Un ballo in maschera (59022),/Recite/16-02-2003 Un ballo in maschera (59023),/Recite/28-03-2003 Les Pêcheurs de perles (59033),/Recite/30-03-2003 Les Pêcheurs de perles (59034)",,"54643, 54648, 54647, 54656","58998, 58999, 59020, 59021, 59022, 59023, 59033, 59034",,,,
49334,Lirica,Operetta 2002-03,,2003-02-09,2002-12-06,2002 - 2003,/Stagioni/2002 - 2003 Operetta 2002-03 (49334),,,,"/Produzioni/2002 Al cavallino bianco (56098),/Produzioni/2002 Donne viennesi (56099),/Produzioni/2003 Tutto fa... Brodway (56101),/Produzioni/2002 Addio giovinezza (54624)","/Recite/06-12-2002 Addio giovinezza (58970),/Recite/07-12-2002 Addio giovinezza (58971),/Recite/08-12-2002 Addio giovinezza (58972),/Recite/10-12-2002 Addio giovinezza (58973),/Recite/27-12-2002 Al cavallino bianco (61309),/Recite/28-12-2002 Al cavallino bianco (61310),/Recite/29-12-2002 Al cavallino bianco (61311),/Recite/31-12-2002 Al cavallino bianco (61316),/Recite/31-01-2003 Donne viennesi (61312),/Recite/01-02-2003 Donne viennesi (61313),/Recite/02-02-2003 Donne viennesi (61314),/Recite/02-02-2003 Donne viennesi (61315),/Recite/08-02-2003 Tutto fa... Brodway (61318),/Recite/09-02-2003 Tutto fa... Brodway (61319)",,"56098, 56099, 56101, 54624","58970, 58971, 58972, 58973, 61309, 61310, 61311, 61316, 61312, 61313, 61314, 61315, 61318, 61319",,,,
49335,Lirica,Stagione lirica 1982,,1982-05-06,1982-01-09,1982,/Stagioni/1982 Stagione lirica 1982 (49335),,,,"/Produzioni/1981 L'elisir d'amore (54616),/Produzioni/1982 Norma (54619),/Produzioni/1982 Don Carlo (54617),/Produzioni/1982 L'affare Makropulos (54618),/Produzioni/1982 Ariodante (54620),/Produzioni/1982 Don Giovanni (54621)","/Recite/09-01-1982 L'elisir d'amore (58949),/Recite/12-01-1982 L'elisir d'amore (58950),/Recite/19-01-1982 Don Carlo (58951),/Recite/21-01-1982 Don Carlo (58952),/Recite/13-03-1982 L'affare Makropulos (58953),/Manifestazioni/13-03-1982 - 28-03-1982 Karel Čapek.
Mostra (65699),/Recite/23-03-1982 Norma (58955),/Recite/25-03-1982 Norma (58956),/Recite/27-03-1982 L'affare Makropulos (58954),/Recite/24-04-1982 Ariodante (58957),/Recite/25-04-1982 Ariodante (58958),/Recite/04-05-1982 Don Giovanni (58959),/Recite/06-05-1982 Don Giovanni (58960)",,"54616, 54619, 54617, 54618, 54620, 54621","58949, 58950, 58951, 58952, 58953, 65699, 58955, 58956, 58954, 58957, 58958, 58959, 58960",,,,
49339,Lirica,Stagione lirica 1980-81,,1981-05-14,1980-12-28,1980 - 1981,/Stagioni/1980 - 1981 Stagione lirica 1980-81 (49339),,,,"/Produzioni/1980 Orfeo all'inferno (54625),/Produzioni/1981 Il principe di legno (54632),/Produzioni/Avventure (54634),/Produzioni/1980 Il Mandarino meraviglioso (54635),/Produzioni/1980 I Capuleti e i Montecchi (54626),/Produzioni/1980 La belle Hélène (54638),/Produzioni/1980 Il trovator! Io fremo... (54639),/Produzioni/1980 Kovancina (54641),/Produzioni/1981 Atto senza parole (54633),/Produzioni/1981 Manon Lescaut (54636),/Produzioni/1981 Alzira (54628),/Produzioni/1981 Il turco in Italia (54637),/Produzioni/1981 Werther (54640)","/Recite/28-12-1980 Orfeo all'inferno (58974),/Recite/06-01-1981 I Capuleti e i Montecchi (58975),/Recite/08-01-1981 I Capuleti e i Montecchi (58976),/Recite/18-02-1981 Alzira (58979),/Recite/20-02-1981 Alzira (58980),/Recite/25-02-1981 Il teatro delle marionette di Budapest.
Celebrazioni del centenario della nascita di Bela Bartok (58982),/Recite/26-02-1981 Il teatro delle marionette di Budapest.
Celebrazioni del centenario della nascita di Bela Bartok (58983),/Recite/06-03-1981 Manon Lescaut (58984),/Recite/08-03-1981 Manon Lescaut (58985),/Recite/17-03-1981 Il turco in Italia (58986),/Recite/19-03-1981 Il turco in Italia (58987),/Recite/22-03-1981 Il turco in Italia (58988),/Recite/27-03-1981 La belle Hélène (58989),/Recite/29-03-1981 La belle Hélène (58990),/Recite/09-04-1981 Il trovator! Io fremo... (58991),/Recite/10-04-1981 Il trovator! Io fremo... (58992),/Recite/18-04-1981 Werther (58993),/Recite/22-04-1981 Werther (58994),/Recite/12-05-1981 Kovancina (58995),/Recite/14-05-1981 Kovancina (58996)",,"54625, 54632, 54634, 54635, 54626, 54638, 54639, 54641, 54633, 54636, 54628, 54637, 54640","58974, 58975, 58976, 58979, 58980, 58982, 58983, 58984, 58985, 58986, 58987, 58988, 58989, 58990, 58991, 58992, 58993, 58994, 58995, 58996",,,,
49342,Lirica,"Premio Gianfranco Masini-Credem 2001. 
III° Concorso Internazionale per giovani cantanti d'opera",,2001-06-10,2001-06-04,04/06/2001 - 10/06/2001,"/Stagioni/04-06-2001 - 10-06-2001 Premio Gianfranco Masini-Credem 2001. 
III° Concorso Internazionale per giovani cantanti d'opera (49342)",,,,,"/Concerti/04-06-2001 Premio Masini-Credem 2001. 
Eliminatorie (52184),/Manifestazioni/04-06-2001 Premio Masini-Credem 2001: Insediamento della giuria (64205),/Concerti/05-06-2001 Premio Masini-Credem 2001. 
Eliminatorie (52185),/Concerti/05-06-2001 Premio Masini-Credem 2001. 
Eliminatorie (52186),/Concerti/06-06-2001 Premio Masini-Credem 2001. 
Eliminatorie (52187),/Concerti/06-06-2001 Premio Masini-Credem 2001. 
Eliminatorie (52188),/Concerti/07-06-2001 Premio Masini-Credem 2001. 
Semifinale (52168),/Concerti/07-06-2001 Premio Masini-Credem 2001. 
Semifinale (52169),/Concerti/09-06-2001 Premio Masini-Credem 2001. 
Finale (52170),/Concerti/10-06-2001 Premio Masini-Credem 2001: Premiazione e Concerto dei vincitori (52171)",,,"52184, 64205, 52185, 52186, 52187, 52188, 52168, 52169, 52170, 52171",,,,
49347,Lirica,Opera 2004,,2004-04-30,2004-02-01,2004,/Stagioni/2004 Opera 2004 (49347),,,,"/Produzioni/2004 The Rape of Lucretia (56252),/Produzioni/2000 Così fan tutte (54758),/Produzioni/2003 Le Comte Ory (54771),/Produzioni/2004 Orlando (54759)","/Recite/15-02-2004 The Rape of Lucretia (59166),/Recite/17-02-2004 The Rape of Lucretia (59167),/Recite/02-03-2004 Così fan tutte (59168),/Recite/04-03-2004 Così fan tutte (59169),/Recite/13-03-2004 Orlando (59170),/Recite/15-03-2004 Orlando (59171),/Recite/04-04-2004 Le Comte Ory (59210),/Recite/06-04-2004 Le Comte Ory (59211)",,"56252, 54758, 54771, 54759","59166, 59167, 59168, 59169, 59170, 59171, 59210, 59211",,,,
49348,Lirica,Musical Operetta 2003-04,,2004-06-30,2003-09-01,2003 - 2004,/Stagioni/2003 - 2004 Musical Operetta 2003-04 (49348),,,,"/Produzioni/2003 Il violinista sul tetto (54762),/Produzioni/2004 Il ritratto di Dorian Gray (54787),/Produzioni/2003 Tea for two (No, no Nanette) (54688),/Produzioni/2003 Victor Victoria (54734),/Produzioni/2003 Il paese del sorriso (54786)","/Recite/16-10-2003 Tea for Two (No, no Nanette) (59070),/Recite/18-10-2003 Tea for Two (No, no Nanette) (59071),/Recite/19-10-2003 Tea for Two (No, no Nanette) (59072),/Recite/21-10-2003 Tea for Two (No, no Nanette) (59073),/Recite/21-11-2003 Victor Victoria (59131),/Recite/22-11-2003 Victor Victoria (59132),/Recite/23-11-2003 Victor Victoria (59133),/Recite/23-11-2003 Victor Victoria (59134),/Recite/26-12-2003 Il paese del sorriso
(Tu che m'hai preso il cuor) (59241),/Recite/26-12-2003 Il paese del sorriso
(Tu che m'hai preso il cuor) (59242),/Recite/28-12-2003 Il paese del sorriso
(Tu che m'hai preso il cuor) (59244),/Recite/27-12-2003 Il paese del sorriso
(Tu che m'hai preso il cuor) (59243),/Recite/21-02-2004 Il violinista sul tetto (59178),/Recite/22-02-2004 Il violinista sul tetto (59179),/Recite/22-02-2004 Il violinista sul tetto (59180),/Recite/20-04-2004 Il ritratto di Dorian Gray (59245),/Recite/21-04-2004 Il ritratto di Dorian Gray (59246)",,"54762, 54787, 54688, 54734, 54786","59070, 59071, 59072, 59073, 59131, 59132, 59133, 59134, 59241, 59242, 59244, 59243, 59178, 59179, 59180, 59245, 59246",,,,
49355,Lirica,"Premio Gianfranco Masini-Credem 2004. 
IV° Concorso Internazionale per giovani cantanti d'opera",,2004-06-20,2004-06-14,14/06/2004 - 20/06/2004,"/Stagioni/14-06-2004 - 20-06-2004 Premio Gianfranco Masini-Credem 2004. 
IV° Concorso Internazionale per giovani cantanti d'opera (49355)",,,,,"/Manifestazioni/14-06-2004 Premio Masini-Credem 2004: Insediamento della giuria e preselezione (64228),/Concerti/15-06-2004 Premio Masini-Credem 2004. 
Eliminatorie (52242),/Concerti/16-06-2004 Premio Masini-Credem 2004. 
Eliminatorie (52243),/Concerti/17-06-2004 Premio Masini-Credem 2004. 
Semifinale (52244),/Concerti/19-06-2004 Premio Masini-Credem 2004. 
Finale (52240),/Concerti/20-06-2004 Premio Masini-Credem 2004: Premiazione e Concerto dei vincitori (52241)",,,"64228, 52242, 52243, 52244, 52240, 52241",,,,
49359,Lirica,Musical Operetta 2004-05,,2005-06-30,2004-09-01,2004 - 2005,/Stagioni/2004 - 2005 Musical Operetta 2004-05 (49359),,,,"/Produzioni/2004 Lady Day (54800),/Produzioni/2004 Sogno di un valzer (54801),/Produzioni/Molto rumore per nulla (54834),/Produzioni/2004 La vedova allegra (54792)","/Recite/05-11-2004 La vedova allegra (59252),/Recite/06-11-2004 La vedova allegra (59253),/Recite/07-11-2004 La vedova allegra (59254),/Recite/07-11-2004 La vedova allegra (59255),/Recite/17-12-2004 Lady Day (59271),/Recite/18-12-2004 Lady Day (59272),/Recite/19-12-2004 Lady Day (59273),/Recite/31-12-2004 Sogno di un valzer (59274),/Recite/01-01-2005 Sogno di un valzer (59275),/Recite/14-01-2005 Molto rumore per nulla (59299),/Recite/15-01-2005 Molto rumore per nulla (59300),/Recite/16-01-2005 Molto rumore per nulla (59301)",,"54800, 54801, 54834, 54792","59252, 59253, 59254, 59255, 59271, 59272, 59273, 59274, 59275, 59299, 59300, 59301",,,,
49362,Lirica,Opera 2005,,2005-04-30,2005-01-01,2005,/Stagioni/2005 Opera 2005 (49362),,,,"/Produzioni/2004 Il ritorno di Ulisse in patria (54811),/Produzioni/2001 Aufstieg und Fall der Stadt Mahagonny (54883),/Produzioni/2005 Peter Grimes (54893),/Produzioni/2005 Die Zauberflöte (54895)","/Recite/07-01-2005 Il ritorno di Ulisse in patria (59281),/Recite/09-01-2005 Il ritorno di Ulisse in patria (59282),/Manifestazioni/10-02-2005 Un equilibrio improbabile. 
Parole, musica e messa in scena di Mahagonny (64711),/Recite/12-02-2005 Aufstieg und Fall der Stadt Mahagonny (59332),/Recite/13-02-2005 Aufstieg und Fall der Stadt Mahagonny (59333),/Manifestazioni/28-02-2005 Peter Grimes, un eroe della diversità? (64712),/Recite/04-03-2005 Peter Grimes (59351),/Recite/06-03-2005 Peter Grimes (59352),/Recite/20-04-2005 Die Zauberflöte (59355),/Recite/22-04-2005 Die Zauberflöte (59356)",,"54811, 54883, 54893, 54895","59281, 59282, 64711, 59332, 59333, 64712, 59351, 59352, 59355, 59356",,,,
49366,Lirica,Stagione di operette 1998-99,,1999-01-17,1998-11-12,1998 - 1999,/Stagioni/1998 - 1999 Stagione di operette 1998-99 (49366),,,,"/Produzioni/1998 Scugnizza (54896),/Produzioni/Sogno di un valzer (54897),/Produzioni/1998 La principessa della Czarda (54898)","/Recite/12-11-1998 Scugnizza (59357),/Recite/14-11-1998 Scugnizza (59358),/Recite/15-11-1998 Scugnizza (59359),/Recite/17-11-1998 Scugnizza (59360),/Recite/04-12-1998 Sogno di un valzer (59361),/Recite/05-12-1998 Sogno di un valzer (59362),/Recite/06-12-1998 Sogno di un valzer (59363),/Recite/06-12-1998 Sogno di un valzer (59364),/Recite/14-01-1999 La principessa della Czarda (59365),/Recite/15-01-1999 La principessa della Czarda (59366),/Recite/16-01-1999 La principessa della Czarda (59367),/Recite/17-01-1999 La principessa della Czarda (59368)",,"54896, 54897, 54898","59357, 59358, 59359, 59360, 59361, 59362, 59363, 59364, 59365, 59366, 59367, 59368",,,,
49370,Lirica,Stagione lirica 1979-80,,1980-04-18,1980-01-13,1979 - 1980,/Stagioni/1979 - 1980 Stagione lirica 1979-80 (49370),,,,"/Produzioni/1979 Albert Herring (54913),/Produzioni/1979 La Traviata (54914),/Produzioni/1980 La vestale (54915),/Produzioni/1980 Manfred (54916),/Produzioni/1980 Lucia di Lammermoor (54917),/Produzioni/1980 La belle Hélène (54638)","/Recite/13-01-1980 Albert Herring (59390),/Recite/14-01-1980 Albert Herring (59391),/Recite/17-01-1980 La Traviata (59392),/Recite/19-01-1980 La Traviata (59393),/Recite/23-01-1980 La Vestale (59394),/Recite/27-01-1980 La Vestale (59395),/Concerti/20-02-1980 Orchestra del Teatro Comunale di Bologna.
Manfred (52261),/Manifestazioni/23-02-1980 - 16-03-1980 Pier Luigi Pizzi scene e costumi (65466),/Recite/25-03-1980 Lucia di Lammermoor (59396),/Recite/27-03-1980 Lucia di Lammermoor (59397),/Recite/10-04-1980 La belle Hélène (63225),/Manifestazioni/10-04-1980 Il tempo e l'opera di Jacques Offenbach.
Convegno di studi (65386),/Manifestazioni/10-04-1980 - 17-04-1980 La vita e l'opera di Jacques Offenbach.
Mostra fotografica (65686),/Recite/11-04-1980 La belle Hélène (59398),/Manifestazioni/11-04-1980 Il tempo e l'opera di Jacques Offenbach.
Convegno di studi (65685),/Recite/13-04-1980 La belle Hélène (59399),/Recite/15-04-1980 La belle Hélène (62928),/Recite/16-04-1980 La belle Hélène (62929),/Recite/17-04-1980 La belle Hélène (62930),/Recite/18-04-1980 La belle Hélène (59400)",,"54913, 54914, 54915, 54916, 54917, 54638","59390, 59391, 59392, 59393, 59394, 59395, 52261, 65466, 59396, 59397, 63225, 65386, 65686, 59398, 65685, 59399, 62928, 62929, 62930, 59400",,,,
49371,Lirica,Stagione lirica 1978-79,,1979-05-26,1979-01-05,1978 - 1979,/Stagioni/1978 - 1979 Stagione lirica 1978-79 (49371),,,,"/Produzioni/1978 Il Naso (54926),/Produzioni/1978 Nabucco (54925),/Produzioni/1979 La Cenerentola (54927),/Produzioni/1979 La Sonnambula (54929),/Produzioni/1979 Il Gran Tamerlano (54928),/Produzioni/1979 Il matrimonio segreto (54930)","/Recite/05-01-1979 Nabucco (59408),/Recite/07-01-1979 Nabucco (59409),/Recite/11-01-1979 Il Naso (59410),/Recite/02-03-1979 Cenerentola (59411),/Recite/04-03-1979 Cenerentola (59412),/Recite/29-03-1979 Il Gran Tamerlano (59413),/Recite/01-04-1979 Il Gran Tamerlano (59414),/Recite/03-04-1979 Il Gran Tamerlano (63299),/Recite/06-04-1979 La Sonnambula (59415),/Recite/08-04-1979 La Sonnambula (59416),/Recite/27-04-1979 Il matrimonio segreto (59417),/Recite/26-05-1979 Il matrimonio segreto (59418)",,"54926, 54925, 54927, 54929, 54928, 54930","59408, 59409, 59410, 59411, 59412, 59413, 59414, 63299, 59415, 59416, 59417, 59418",,,,
49372,Lirica,Stagione lirica 1977-78,,1978-04-08,1977-11-27,1977 - 1978,/Stagioni/1977 - 1978 Stagione lirica 1977-78 (49372),,,,"/Produzioni/1978 Da una casa di morti (54934),/Produzioni/1977 Ernani (54932),/Produzioni/1977 The Beggar's Opera (54933),/Produzioni/1977 Oberto, Conte di S. Bonifacio (54937),/Produzioni/1977 Rigoletto (54931),/Produzioni/1978 Don Pasquale (54935),/Produzioni/1978 Madama Butterfly (54936)","/Recite/27-11-1977 Rigoletto (59419),/Recite/29-11-1977 Rigoletto (59420),/Recite/04-12-1977 Rigoletto (59421),/Concerti/06-12-1977 Raina Kabaivanska.
Concerto lirico (52262),/Concerti/30-12-1977 Katia Ricciarelli.
Concerto lirico (52263),/Recite/12-01-1978 Ernani (59422),/Recite/14-01-1978 Ernani (59423),/Recite/03-02-1978 The Beggar's Opera (60995),/Recite/04-02-1978 The Beggar's Opera (60996),/Recite/14-02-1978 Da una casa di morti (59424),/Manifestazioni/14-02-1978 Janáček e l'opera moderna.
Tavola rotonda (65384),/Manifestazioni/14-02-1978 - 05-03-1978 Leos Janacek.
Mostra documentaria (65671),/Recite/28-02-1978 Don Pasquale (59425),/Recite/01-03-1978 Don Pasquale (59426),/Concerti/05-03-1978 Concerto di musiche verdiane. 
Manifestazioni per il 20° anniversario del Concorso di canto «Premio Achille Peri» (52264),/Recite/14-03-1978 Madama Butterfly (59427),/Recite/16-03-1978 Madama Butterfly (59428),/Recite/19-03-1978 Madama Butterfly (59429),/Recite/08-04-1978 Oberto, Conte di S. Bonifacio (59430),/Recite/29-04-1978 Oberto, Conte di S. Bonifacio (62785)",,"54934, 54932, 54933, 54937, 54931, 54935, 54936","59419, 59420, 59421, 52262, 52263, 59422, 59423, 60995, 60996, 59424, 65384, 65671, 59425, 59426, 52264, 59427, 59428, 59429, 59430, 62785",,,,
49373,Lirica,Stagione lirica 1976-77,,1977-03-08,1976-10-08,1976 - 1977,/Stagioni/1976 - 1977 Stagione lirica 1976-77 (49373),,,,"/Produzioni/09-12-1976 Il ratto dal serraglio (54912),/Produzioni/1976 Simon Boccanegra (54918),/Produzioni/16-01-1977 Il trovatore (54919),/Produzioni/1977 Per Massimiliano Robespierre (54920),/Produzioni/1977 Anna Bolena (54921)","/Recite/09-12-1976 Il ratto dal serraglio (59388),/Recite/11-12-1976 Il ratto dal serraglio (59389),/Recite/04-01-1977 Simon Boccanegra (59401),/Recite/07-01-1977 Simon Boccanegra (59402),/Recite/27-01-1977 Il trovatore (59403),/Recite/29-01-1977 Il trovatore (59404),/Recite/04-02-1977 Per Massimiliano Robespierre (59405),/Manifestazioni/04-02-1977 Perché Robespierre.
Incontro-dibattito (65383),/Recite/24-02-1977 Anna Bolena (59406),/Recite/26-02-1977 Anna Bolena (59407)",,"54912, 54918, 54919, 54920, 54921","59388, 59389, 59401, 59402, 59403, 59404, 59405, 65383, 59406, 59407",,,,
49374,Lirica,Stagione lirica 1963,,1963-02-17,1963-01-10,1963 - 1964,/Stagioni/1963 - 1964 Stagione lirica 1963 (49374),,,,"/Produzioni/1952 Études (54487),/Produzioni/1963 L'amore delle tre melarance (55448),/Produzioni/1963 Le nozze di Figaro (55450),/Produzioni/1962 Il lago dei cigni (55800),/Produzioni/Le spectre de la rose (55801),/Produzioni/Shéhérazade (55802),/Produzioni/1963 Aida (55449),/Produzioni/1963 Faust (54642),/Produzioni/1963 L'amico Fritz (55451)","/Concerti/10-01-1963 Concerto di musiche wagneriane (52621),/Recite/15-01-1963 L'amore delle tre melarance (60148),/Recite/19-01-1963 Balletto del Teatro Nazionale di Sarajevo.
Il lago dei cigni (60697),/Recite/23-01-1963 Aida (60149),/Recite/25-01-1963 Aida (63328),/Recite/26-01-1963 Le nozze di Figaro (60150),/Recite/27-01-1963 Aida (63329),/Recite/30-01-1963 Faust (58997),/Recite/02-02-1963 L'amico Fritz (60151),/Recite/03-02-1963 Faust (63330),/Recite/05-02-1963 L'amico Fritz (60152),/Recite/16-02-1963 London's Festival Ballet (60698),/Recite/17-02-1963 London's Festival Ballet (60699)",,"54487, 55448, 55450, 55800, 55801, 55802, 55449, 54642, 55451","52621, 60148, 60697, 60149, 63328, 60150, 63329, 58997, 60151, 63330, 60152, 60698, 60699",,,,
49375,Lirica,Stagione lirica 1962,,1962-02-22,1962-01-13,1962,/Stagioni/1962 Stagione lirica 1962 (49375),,,,"/Produzioni/1962 La forza del destino (55453),/Produzioni/Romeo e Giulietta (55791),/Produzioni/Balletto Nazionale Ungherese (55804),/Produzioni/1962 La Bohème (55454),/Produzioni/1962 Fidelio (55452)","/Recite/13-01-1962 Fidelio (60153),/Recite/16-01-1962 La forza del destino (60154),/Recite/19-01-1962 Balletto del Teatro Nazionale di Sarajevo.
Romeo e Giulietta (60701),/Recite/21-01-1962 La forza del destino (63326),/Recite/24-01-1962 La Bohème (60155),/Recite/28-01-1962 La Bohème (63327),/Concerti/30-01-1962 Concerto sinfonico-vocale (52150),/Recite/22-02-1962 Balletto Nazionale Ungherese (60702)",,"55453, 55791, 55804, 55454, 55452","60153, 60154, 60701, 63326, 60155, 63327, 52150, 60702",,,,
49378,Lirica,Manifestazioni celebrative del 1° Centenario: Lirica e Balletto [1957],,1957-05-03,1957-03-14,14/03/1957 - 03/05/1957,/Stagioni/14-03-1957 - 03-05-1957 Manifestazioni celebrative del 1° Centenario: Lirica e Balletto [1957] (49378),,,,"/Produzioni/La Dryade (54749),/Produzioni/Le rideau rouge (54750),/Produzioni/L'échelle (54751),/Produzioni/1957 Annabel Lee (54752),/Produzioni/Prométhée (54753),/Produzioni/Pastorale (54754),/Produzioni/Le pont (54755),/Produzioni/1957 Fiesta (54756),/Produzioni/1909 Les Sylphides (54727),/Produzioni/1957 La bohème (54731),/Produzioni/1957 Falstaff (54739),/Produzioni/1957 La Walkiria (54740),/Produzioni/1957 Kovancina (54741),/Produzioni/1957 Nabucco (54742)","/Recite/14-03-1957 La bohème (59122),/Recite/17-03-1957 La bohème (59123),/Recite/20-03-1957 La bohème (59124),/Recite/21-03-1957 Falstaff (59143),/Recite/22-03-1957 Balletto sinfonico Parigi 1956 (59161),/Recite/24-03-1957 Falstaff (59144),/Recite/29-03-1957 La Walkiria (59145),/Recite/31-03-1957 La Walkiria (59146),/Recite/22-04-1957 Kovancina (59147),/Recite/24-04-1957 Kovancina (59148),/Recite/30-04-1957 Nabucco (59149),/Recite/02-05-1957 Nabucco (59150),/Recite/03-05-1957 Grand Ballets du marquis de Cuevas (59162)",,"54749, 54750, 54751, 54752, 54753, 54754, 54755, 54756, 54727, 54731, 54739, 54740, 54741, 54742","59122, 59123, 59124, 59143, 59161, 59144, 59145, 59146, 59147, 59148, 59149, 59150, 59162",,,,
