id,dcType,dcTitle,dcDescription,to,from,datetext,fullpath,luoghi_collegati,enti_collegati,persone_collegate,produzioni_collegate,manifestazioni_recite_concerti_collegati,operemusicali_collegate,produzioni_collegate_id,manifestazioni_recite_concerti_collegati_id,operemusicali_collegate_id,persone_collegate_id,enti_collegati_id,luoghi_collegati_id
49720,Lirica,Musical Operetta 2012-13,,2013-05-05,2012-11-16,2012 - 2013,/Stagioni/2012 - 2013 Musical Operetta 2012-13 (49720),,,,"/Produzioni/2012 Titanic. Il musical (56265),/Produzioni/2012 Scugnizza (56267),/Produzioni/2013 Full Monty (56268),/Produzioni/2013 Frankenstein Junior (56269),/Produzioni/Il Sussidiario (56270),/Produzioni/2012 Shrek. Il musical (56266)","/Recite/16-11-2012 Titanic. 
Il musical (61738),/Recite/17-11-2012 Titanic. 
Il musical (61739),/Recite/18-11-2012 Titanic. 
Il musical (61740),/Recite/07-12-2012 Shrek. 
Il musical (61741),/Recite/08-12-2012 Shrek. 
Il musical (61742),/Recite/08-12-2012 Shrek. 
Il musical (61743),/Recite/09-12-2012 Shrek. 
Il musical (61744),/Recite/25-01-2013 Scugnizza (61745),/Recite/26-01-2013 Scugnizza (61746),/Recite/27-01-2013 Scugnizza (61747),/Recite/15-03-2013 Full Monty (61748),/Recite/16-03-2013 Full Monty (61749),/Recite/17-03-2013 Full Monty (61750),/Recite/19-04-2013 Frankenstein Junior (61751),/Recite/20-04-2013 Frankenstein Junior (61752),/Recite/21-04-2013 Frankenstein Junior (61753),/Recite/03-05-2013 Oblivion Show 2.0. 
Il Sussidiario (61754),/Recite/04-05-2013 Oblivion Show 2.0. 
Il Sussidiario (61755),/Recite/05-05-2013 Oblivion Show 2.0. 
Il Sussidiario (61756)",,"56265, 56267, 56268, 56269, 56270, 56266","61738, 61739, 61740, 61741, 61742, 61743, 61744, 61745, 61746, 61747, 61748, 61749, 61750, 61751, 61752, 61753, 61754, 61755, 61756",,,,
49731,Lirica,Opera 2013-14,,2014-06-30,2013-09-01,2013 - 2014,/Stagioni/2013 - 2014 Opera 2013-14 (49731),,,,"/Produzioni/2013 I vespri siciliani (56299),/Produzioni/2013 Verdi, narrar cantando (56315),/Produzioni/2014 La clemenza di Tito (56314),/Produzioni/2014 Tosca (56319),/Produzioni/2014 La cambiale di matrimonio (56320)","/Recite/08-11-2013 I vespri siciliani (61790),/Recite/10-11-2013 I vespri siciliani (61791),/Concerti/07-12-2013 Verdi, narrar cantando (53044),/Concerti/08-12-2013 Verdi, narrar cantando (53045),/Recite/14-02-2014 La clemenza di Tito (61824),/Recite/16-02-2014 La clemenza di Tito (61825),/Recite/14-03-2014 Tosca (61841),/Recite/16-03-2014 Tosca (61842),/Recite/28-03-2014 La cambiale di matrimonio (61843),/Manifestazioni/28-03-2014 Alessandro Baricco racconta Rossini e La cambiale di matrimonio (65627),/Recite/30-03-2014 La cambiale di matrimonio (61844),/Manifestazioni/30-03-2014 Alessandro Baricco racconta Rossini e La cambiale di matrimonio (65628)",,"56299, 56315, 56314, 56319, 56320","61790, 61791, 53044, 53045, 61824, 61825, 61841, 61842, 61843, 65627, 61844, 65628",,,,
49736,Lirica,Musical Operetta 2013-14,,2014-04-06,2013-11-29,2013 - 2014,/Stagioni/2013 - 2014 Musical Operetta 2013-14 (49736),,,,"/Produzioni/2013 My Fair Lady (56309),/Produzioni/2013 Spring Awakening (56355),/Produzioni/2013 La Duchessa di Chicago (56356),/Produzioni/La scala è mobile (56357),/Produzioni/2014 Cantando sotto la pioggia (56358)","/Recite/29-11-2013 My Fair Lady (61811),/Recite/30-11-2013 My Fair Lady (61812),/Recite/01-12-2013 My Fair Lady (61813),/Recite/07-02-2014 Spring Awakening (61924),/Recite/08-02-2014 Spring Awakening (61925),/Recite/09-02-2014 Spring Awakening (61926),/Recite/21-02-2014 La Duchessa di Chicago (61927),/Recite/22-02-2014 La Duchessa di Chicago (61928),/Recite/23-02-2014 La Duchessa di Chicago (61929),/Recite/21-03-2014 La scala è mobile (61930),/Recite/22-03-2014 La scala è mobile (61931),/Recite/23-03-2014 La scala è mobile (61932),/Recite/04-04-2014 Cantando sotto la pioggia (61933),/Recite/05-04-2014 Cantando sotto la pioggia (61934),/Recite/06-04-2014 Cantando sotto la pioggia (61935)",,"56309, 56355, 56356, 56357, 56358","61811, 61812, 61813, 61924, 61925, 61926, 61927, 61928, 61929, 61930, 61931, 61932, 61933, 61934, 61935",,,,
49738,Lirica,Eventi fuori stagione 2000-01,,2001-06-30,2000-09-01,2000 - 2001,/Stagioni/2000 - 2001 Eventi fuori stagione 2000-01 (49738),,,,/Produzioni/2000 Brundibár (56311),"/Manifestazioni/28-10-2000 - 10-12-2000 Maria Melato. Il mito dell'attrice (65579),/Manifestazioni/27-01-2001 - 04-03-2001 I segreti dello spazio teatrale.
Architetture di luci di Josef Svoboda. Mostra (65507),/Recite/20-04-2001 Brundibár (61817),/Recite/21-04-2001 Brundibár (61818)",,56311,"65579, 65507, 61817, 61818",,,,
49740,Lirica,Opera Domani 2012-13,,2013-03-20,2012-12-11,2012 - 2013,/Stagioni/2012 - 2013 Opera Domani 2012-13 (49740),,,,/Produzioni/2013 L'Olandese volante ovvero Il sogno dal mare (56316),"/Manifestazioni/11-12-2012 Didattica musicale (64927),/Manifestazioni/24-01-2013 Il coro (64928),/Manifestazioni/12-02-2013 Drammatizzazione (64929),/Recite/19-03-2013 L'Olandese volante ovvero Il sogno dal mare (61826),/Recite/19-03-2013 L'Olandese volante ovvero Il sogno dal mare (61827),/Recite/19-03-2013 L'Olandese volante ovvero Il sogno dal mare (61830),/Recite/20-03-2013 L'Olandese volante ovvero Il sogno dal mare (61828),/Recite/20-03-2013 L'Olandese volante ovvero Il sogno dal mare (61829)",,56316,"64927, 64928, 64929, 61826, 61827, 61830, 61828, 61829",,,,
49742,Lirica,Opera Domani 2009-10,,2010-04-09,2009-12-17,2009 - 2010,/Stagioni/2009 - 2010 Opera Domani 2009-10 (49742),,,,/Produzioni/2010 Lupus in fabula (56317),"/Manifestazioni/17-12-2009 Introduzione (64930),/Manifestazioni/13-01-2010 Didattica musicale (64931),/Manifestazioni/18-02-2010 Drammatizzazione (64932),/Manifestazioni/01-03-2010 Incontro con Andrea Avantaggiato (64933),/Recite/08-04-2010 Lupus in fabula (61831),/Recite/08-04-2010 Lupus in fabula (61832),/Recite/08-04-2010 Lupus in fabula (61833),/Recite/09-04-2010 Lupus in fabula (61834),/Recite/09-04-2010 Lupus in fabula (61835)",,56317,"64930, 64931, 64932, 64933, 61831, 61832, 61833, 61834, 61835",,,,
49743,Lirica,Opera Domani 2013-14,,2014-03-14,2013-12-06,2013 - 2014,/Stagioni/2013 - 2014 Opera Domani 2013-14 (49743),,,,/Produzioni/2014 Aida. Amore è coraggio (56318),"/Manifestazioni/06-12-2013 Didattica musicale (64934),/Manifestazioni/16-01-2014 Il coro (64935),/Manifestazioni/20-02-2014 Drammatizzazione (64936),/Recite/13-03-2014 Aida. Amore è coraggio (61836),/Recite/13-03-2014 Aida. Amore è coraggio (61837),/Recite/13-03-2014 Aida. Amore è coraggio (61838),/Recite/14-03-2014 Aida. Amore è coraggio (61839),/Recite/14-03-2014 Aida. Amore è coraggio (61840)",,56318,"64934, 64935, 64936, 61836, 61837, 61838, 61839, 61840",,,,
49752,Lirica,Opera 2014-15,,2015-06-30,2014-09-01,2014 - 2015,/Stagioni/2014 - 2015 Opera 2014-15 (49752),,,,"/Produzioni/2014 Madama Butterfly (56361),/Produzioni/2014 Don Giovanni (56362),/Produzioni/2015 Les Contes d'Hoffmann (56387),/Produzioni/2015 Falstaff (56388)","/Recite/28-11-2014 Madama Butterfly (61940),/Recite/30-11-2014 Madama Butterfly (61941),/Recite/11-12-2014 Don Giovanni (61942),/Recite/13-12-2014 Don Giovanni (61943),/Recite/30-01-2015 Les Contes d'Hoffmann (61977),/Recite/01-02-2015 Les Contes d'Hoffmann (61978),/Recite/06-03-2015 Falstaff (61979),/Recite/08-03-2015 Falstaff (61980)",,"56361, 56362, 56387, 56388","61940, 61941, 61942, 61943, 61977, 61978, 61979, 61980",,,,
49768,Lirica,Musical Operetta 2014-15,,2015-03-29,2014-11-14,2014 - 2015,/Stagioni/2014 - 2015 Musical Operetta 2014-15 (49768),,,,"/Produzioni/2014 Sette spose per sette fratelli (56405),/Produzioni/2014 Tutti insieme appassionatamente (56406),/Produzioni/2014 Cercasi Cenerentola (56407),/Produzioni/OtHello, la H è muta (56408)","/Recite/14-11-2014 Sette spose per sette fratelli (62010),/Recite/15-11-2014 Sette spose per sette fratelli (62011),/Recite/16-11-2014 Sette spose per sette fratelli (62012),/Recite/16-11-2014 Sette spose per sette fratelli (62013),/Recite/05-12-2014 Tutti insieme appassionatamente (62014),/Recite/06-12-2014 Tutti insieme appassionatamente (62015),/Recite/07-12-2014 Tutti insieme appassionatamente (62016),/Recite/23-01-2015 Cercasi Cenerentola (62017),/Recite/24-01-2015 Cercasi Cenerentola (62018),/Recite/25-01-2015 Cercasi Cenerentola (62019),/Recite/27-03-2015 OtHello, la H è muta (62020),/Recite/28-03-2015 OtHello, la H è muta (62021),/Recite/29-03-2015 OtHello, la H è muta (62022)",,"56405, 56406, 56407, 56408","62010, 62011, 62012, 62013, 62014, 62015, 62016, 62017, 62018, 62019, 62020, 62021, 62022",,,,
49773,Lirica,Opera Domani 2014-15,,2015-03-18,2014-12-16,2014 - 2015,/Stagioni/2014 - 2015 Opera Domani 2014-15 (49773),,,,"/Produzioni/2015 Milo, Maya e il giro del mondo (56431)","/Manifestazioni/16-12-2014 Didattica musicale (65000),/Manifestazioni/22-01-2015 I cori (65001),/Manifestazioni/19-02-2015 Drammatizzazione (65002),/Recite/17-03-2015 Milo, Maya e il giro del mondo (62093),/Recite/17-03-2015 Milo, Maya e il giro del mondo (62094),/Recite/17-03-2015 Milo, Maya e il giro del mondo (62095),/Recite/18-03-2015 Milo, Maya e il giro del mondo (62096),/Recite/18-03-2015 Milo, Maya e il giro del mondo (62097)",,56431,"65000, 65001, 65002, 62093, 62094, 62095, 62096, 62097",,,,
49774,Lirica,Opera Kids 2015,,2015-03-27,2015-03-27,27/03/2015 - 27/03/2015,/Stagioni/27-03-2015 - 27-03-2015 Opera Kids 2015 (49774),,,,/Produzioni/2015 Il viaggio di Milo e Maya (56432),"/Recite/27-03-2015 Il viaggio di Milo e Maya (62098),/Recite/27-03-2015 Il viaggio di Milo e Maya (62099)",,56432,"62098, 62099",,,,
49775,Lirica,Opera Kids 2014,,2014-02-28,2014-02-01,2013 - 2014,/Stagioni/2013 - 2014 Opera Kids 2014 (49775),,,,/Produzioni/2014 Celeste Aida (56433),"/Recite/14-02-2014 Celeste Aida (62100),/Recite/14-02-2014 Celeste Aida (62101)",,56433,"62100, 62101",,,,
49776,Lirica,Opera It 2014,,2014-01-31,2014-01-01,01/01/2014 - 31/01/2014,/Stagioni/01-01-2014 - 31-01-2014 Opera It 2014 (49776),,,,/Produzioni/Verdi 2.0 (56434),/Concerti/31-01-2014 Verdi 2.0 (53107),,56434,53107,,,,
49777,Lirica,Opera Kids 2013,,2013-03-05,2013-03-05,05/03/2013 - 05/03/2013,/Stagioni/05-03-2013 - 05-03-2013 Opera Kids 2013 (49777),,,,/Produzioni/2013 Il vascello incantato (56435),"/Recite/05-03-2013 Il vascello incantato (62102),/Recite/05-03-2013 Il vascello incantato (62103)",,56435,"62102, 62103",,,,
49785,Lirica,Opera 2015-16,,2016-06-30,2015-09-01,2015 - 2016,/Stagioni/2015 - 2016 Opera 2015-16 (49785),,,,"/Produzioni/2016 Le nozze di Figaro (56466),/Produzioni/2016 Lucia di Lammermoor (56472),/Produzioni/2012 La Bohème (56453),/Produzioni/2015 Elektra (56454)","/Recite/13-11-2015 La Bohème (62156),/Recite/15-11-2015 La Bohème (62157),/Recite/05-12-2015 Elektra (62158),/Recite/06-12-2015 Elektra (62159),/Recite/29-01-2016 Le nozze di Figaro (62189),/Recite/31-01-2016 Le nozze di Figaro (62190),/Recite/04-03-2016 Lucia di Lammermoor (62206),/Recite/06-03-2016 Lucia di Lammermoor (62207)",,"56466, 56472, 56453, 56454","62156, 62157, 62158, 62159, 62189, 62190, 62206, 62207",,,,
49787,Lirica,Musical Operetta 2015-16,,2016-04-03,2015-11-20,2015 - 2016,/Stagioni/2015 - 2016 Musical Operetta 2015-16 (49787),,,,"/Produzioni/2015 Billy Elliot, il Musical (56459),/Produzioni/2015 Cabaret (56460),/Produzioni/2016 Rapunzel, il musical (56473),/Produzioni/2016 Grease (56474),/Produzioni/2015 Jesus Christ Superstar (56461)","/Recite/20-11-2015 Billy Elliot, il Musical (62171),/Recite/21-11-2015 Billy Elliot, il Musical (62172),/Recite/22-11-2015 Billy Elliot, il Musical (62173),/Recite/22-11-2015 Billy Elliot, il Musical (62174),/Recite/18-12-2015 Cabaret (62175),/Recite/19-12-2015 Cabaret (62176),/Recite/20-12-2015 Cabaret (62177),/Recite/04-01-2016 Jesus Christ Superstar (62178),/Recite/05-01-2016 Jesus Christ Superstar (62179),/Recite/05-01-2016 Jesus Christ Superstar (62180),/Recite/06-01-2016 Jesus Christ Superstar (62181),/Recite/19-02-2016 Rapunzel, il musical (62208),/Recite/20-02-2016 Rapunzel, il musical (62209),/Recite/20-02-2016 Rapunzel, il musical (62210),/Recite/21-02-2016 Rapunzel, il musical (62211),/Recite/01-04-2016 Grease (62212),/Recite/02-04-2016 Grease (62213),/Recite/03-04-2016 Grease (62214),/Recite/03-04-2016 Grease (62215)",,"56459, 56460, 56473, 56474, 56461","62171, 62172, 62173, 62174, 62175, 62176, 62177, 62178, 62179, 62180, 62181, 62208, 62209, 62210, 62211, 62212, 62213, 62214, 62215",,,,
49805,Lirica,Opera Domani 2015-16,,2016-02-26,2015-11-26,2015 - 2016,/Stagioni/2015 - 2016 Opera Domani 2015-16 (49805),,,,/Produzioni/2016 Turandot principessa falena (56539),"/Manifestazioni/26-11-2015 Didattica musicale (65089),/Manifestazioni/15-12-2015 I cori (65090),/Manifestazioni/25-01-2016 Drammatizzazione (65091),/Recite/25-02-2016 Turandot principessa falena (62330),/Recite/25-02-2016 Turandot principessa falena (62331),/Recite/25-02-2016 Turandot principessa falena (62332),/Recite/26-02-2016 Turandot principessa falena (62333),/Recite/26-02-2016 Turandot principessa falena (62334)",,56539,"65089, 65090, 65091, 62330, 62331, 62332, 62333, 62334",,,,
49806,Lirica,Opera Kids 2016,,2016-03-15,2016-03-15,2016,/Stagioni/2016 Opera Kids 2016 (49806),,,,/Produzioni/T... come Turandot (56540),/Recite/15-03-2016 T... come Turandot (62335),,56540,62335,,,,
49808,Lirica,Opera 2016-17,,2017-06-30,2016-09-01,2016 - 2017,/Stagioni/2016 - 2017 Opera 2016-17 (49808),,,,"/Produzioni/2016 A Midsummer nigth's dream (56544),/Produzioni/2015 Die Entführung aus dem Serail (54437),/Produzioni/2016 La Traviata (56543),/Produzioni/2017 La Wally (56567),/Produzioni/2017 I Puritani (56572)","/Manifestazioni/20-10-2016 Incontro su ""Traviata"" (65201),/Recite/04-11-2016 La Traviata (62339),/Recite/06-11-2016 La Traviata (62340),/Recite/18-11-2016 A Midsummer Nigth's Dream (62341),/Recite/20-11-2016 A Midsummer nigth's dream (62342),/Manifestazioni/07-02-2017 ""Arrivaru li turchi, a la marina..."". 
Intorno a Il Ratto dal serraglio di W.A. Mozart (65200),/Recite/10-02-2017 Die Entführung aus dem Serail (62378),/Recite/12-02-2017 Die Entführung aus dem Serail (62379),/Recite/03-03-2017 La Wally (62390),/Recite/05-03-2017 La Wally (62391),/Recite/30-03-2017 I Puritani (62395),/Recite/02-04-2017 I Puritani (62396)",,"56544, 54437, 56543, 56567, 56572","65201, 62339, 62340, 62341, 62342, 65200, 62378, 62379, 62390, 62391, 62395, 62396",,,,
49810,Lirica,Musical Operetta 2016-17,,2017-04-30,2016-11-25,2016 - 2017,/Stagioni/2016 - 2017 Musical Operetta 2016-17 (49810),,,,"/Produzioni/2016 Mimì è una civetta (56547),/Produzioni/2016 Il Marchese del Grillo (56548),/Produzioni/1996 Sister Act. Il musical (56582),/Produzioni/La febbre del sabato sera (56583),/Produzioni/2017 I Colombo.... viaggiatori (56584),/Produzioni/2016 Peter Pan. Il Musical (56559)","/Recite/25-11-2016 Mimì è una civetta (62348),/Recite/25-11-2016 Mimì è una civetta (63252),/Recite/03-12-2016 Il Marchese del Grillo (62349),/Recite/04-12-2016 Il Marchese del Grillo (62350),/Recite/04-12-2016 Il Marchese del Grillo (62351),/Recite/20-01-2017 Peter Pan. Il Musical (62374),/Recite/21-01-2017 Peter Pan. Il Musical (62375),/Recite/22-01-2017 Peter Pan. Il Musical (62376),/Recite/22-01-2017 Peter Pan. Il Musical (62377),/Recite/17-02-2017 Sister Act. Il musical (62407),/Recite/18-02-2017 Sister Act. Il musical (62408),/Recite/19-02-2017 Sister Act. Il musical (62409),/Recite/19-02-2017 Sister Act. Il musical (62410),/Recite/17-03-2017 La febbre del sabato sera (62411),/Recite/18-03-2017 La febbre del sabato sera (62412),/Recite/18-03-2017 La febbre del sabato sera (62413),/Recite/19-03-2017 La febbre del sabato sera (62414),/Recite/28-04-2017 I Colombo.... viaggiatori (62415),/Recite/29-04-2017 I Colombo.... viaggiatori (62416),/Recite/30-04-2017 I Colombo.... viaggiatori (62417),/Recite/30-04-2017 I Colombo.... viaggiatori (62418)",,"56547, 56548, 56582, 56583, 56584, 56559","62348, 63252, 62349, 62350, 62351, 62374, 62375, 62376, 62377, 62407, 62408, 62409, 62410, 62411, 62412, 62413, 62414, 62415, 62416, 62417, 62418",,,,
49814,Lirica,Opera It 2013,,2013-02-05,2013-01-11,11/01/2013 - 05/02/2013,/Stagioni/11-01-2013 - 05-02-2013 Opera It 2013 (49814),,,,/Produzioni/Wagner Cirkus (56542),"/Manifestazioni/11-01-2013 Wagner Circus: Conferenza-spettacolo (65097),/Manifestazioni/12-01-2013 Wagner Circus: Conferenza-spettacolo (65098),/Manifestazioni/12-01-2013 Wagner Circus: Conferenza-spettacolo (65099),/Recite/05-02-2013 Wagner Cirkus (62338)",,56542,"65097, 65098, 65099, 62338",,,,
49815,Lirica,Opera baby 2016,,2016-04-12,2016-04-12,2016,/Stagioni/2016 Opera baby 2016 (49815),,,,/Produzioni/2016 Nessun dorma! Briciole di Turandot (56549),"/Recite/12-04-2016 Nessun dorma! Briciole di Turandot (62352),/Recite/12-04-2016 Nessun dorma! Briciole di Turandot (62353)",,56549,"62352, 62353",,,,
49821,Lirica,Opera baby 2017,,2017-03-28,2017-03-28,2017,/Stagioni/2017 Opera baby 2017 (49821),,,,/Produzioni/2017 Briciole di Barbiere (56614),"/Recite/28-03-2017 Briciole di Barbiere (62490),/Recite/28-03-2017 Briciole di Barbiere (62491)",,56614,"62490, 62491",,,,
49822,Lirica,Opera Kids 2017,,2017-03-10,2017-03-10,2017,/Stagioni/2017 Opera Kids 2017 (49822),,,,/Produzioni/Il Barbiere di vaniglia! (56615),"/Recite/10-03-2017 Il Barbiere di vaniglia!
Un'opera da leccarsi i baffi (62492),/Recite/10-03-2017 Il Barbiere di vaniglia! 
Un'opera da leccarsi i baffi (62493)",,56615,"62492, 62493",,,,
49823,Lirica,Opera Domani 2017,,2017-05-17,2017-01-24,24/01/2017 - 17/05/2017,/Stagioni/24-01-2017 - 17-05-2017 Opera Domani 2017 (49823),,,,/Produzioni/Il barbiere di Siviglia ossia Un vulcano è la mia mente (56616),"/Manifestazioni/24-01-2017 Didattica musicale (65110),/Manifestazioni/21-02-2017 I cori (65111),/Manifestazioni/20-03-2017 Drammatizzazione (65112),/Recite/16-05-2017 Il barbiere di Siviglia 
ossia Un vulcano è la mia mente (62494),/Recite/16-05-2017 Il barbiere di Siviglia 
ossia Un vulcano è la mia mente (62495),/Recite/16-05-2017 Il barbiere di Siviglia 
ossia Un vulcano è la mia mente (62496),/Recite/17-05-2017 Il barbiere di Siviglia 
ossia Un vulcano è la mia mente (62497),/Recite/17-05-2017 Il barbiere di Siviglia 
ossia Un vulcano è la mia mente (62498)",,56616,"65110, 65111, 65112, 62494, 62495, 62496, 62497, 62498",,,,
49827,Lirica,Opera 2017-18,,2018-06-30,2017-09-01,2017 - 2018,/Stagioni/2017 - 2018 Opera 2017-18 (49827),,,,"/Produzioni/21-10-2017 Il trovatore (56635),/Produzioni/2017 Faust (56638),/Produzioni/2018 Il Trittico (56657),/Produzioni/2018 La Gioconda (56665)","/Recite/27-10-2017 Il trovatore (62520),/Recite/29-10-2017 Il trovatore (62521),/Recite/07-12-2017 Faust (62528),/Recite/10-12-2017 Faust (62529),/Recite/25-02-2018 Il Trittico: Il Tabarro (62556),/Recite/25-02-2018 Il Trittico: Suor Angelica (63158),/Recite/25-02-2018 Il Trittico: Gianni Schicchi (63159),/Recite/27-02-2018 Il Trittico: Il Tabarro (63160),/Recite/27-02-2018 Il Trittico: Suor Angelica (63161),/Recite/27-02-2018 Il Trittico: Gianni Schicchi (63162),/Recite/06-04-2018 La Gioconda (62578),/Recite/08-04-2018 La Gioconda (62579)",,"56635, 56638, 56657, 56665","62520, 62521, 62528, 62529, 62556, 63158, 63159, 63160, 63161, 63162, 62578, 62579",,,,
49849,Lirica,Opera baby 2018,,2018-04-19,2018-04-19,2018,/Stagioni/2018 Opera baby 2018 (49849),,,,/Produzioni/2018 Carmen. Rose rosse per te (56695),"/Recite/19-04-2018 Carmen. Rose rosse per te (62668),/Recite/19-04-2018 Carmen. Rose rosse per te (62669)",,56695,"62668, 62669",,,,
49850,Lirica,Opera Domani 2018,,2018-03-21,2017-12-18,18/12/2017 - 21/03/2018,/Stagioni/18-12-2017 - 21-03-2018 Opera Domani 2018 (49850),,,,"/Produzioni/2018 Carmen, la stella del circo di Siviglia (56694)","/Manifestazioni/18-12-2017 Didattica musicale (65191),/Manifestazioni/12-01-2018 I cori (65192),/Manifestazioni/20-02-2018 Drammatizzazione (65193),/Recite/20-03-2018 Carmen, la stella del circo di Siviglia (62663),/Recite/20-03-2018 Carmen, la stella del circo di Siviglia (62664),/Recite/20-03-2018 Carmen, la stella del circo di Siviglia (62665),/Recite/21-03-2018 Carmen, la stella del circo di Siviglia (62666),/Recite/21-03-2018 Carmen, la stella del circo di Siviglia (62667)",,56694,"65191, 65192, 65193, 62663, 62664, 62665, 62666, 62667",,,,
49863,Lirica,Opera 2018-19,,2019-06-30,2018-09-01,2018 - 2019,/Stagioni/2018 - 2019 Opera 2018-19 (49863),,,,"/Produzioni/2018 Tosca (56730),/Produzioni/2018 Le villi (56735),/Produzioni/2019 La forza del destino (56731),/Produzioni/2019 Andrea Chénier (56732),/Produzioni/2019 Serse (56733)","/Recite/22-11-2018 Tosca (62712),/Recite/24-11-2018 Tosca (62713),/Recite/29-11-2018 Le villi (62719),/Recite/02-12-2018 Le villi (62741),/Recite/01-02-2019 La forza del destino (62715),/Recite/03-02-2019 La forza del destino (62742),/Recite/01-03-2019 Andrea Chénier (62716),/Recite/03-03-2019 Andrea Chénier (62743),/Recite/29-03-2019 Serse (62717),/Recite/31-03-2019 Serse (62744)",,"56730, 56735, 56731, 56732, 56733","62712, 62713, 62719, 62741, 62715, 62742, 62716, 62743, 62717, 62744",,,,
49880,Lirica,Opera baby 2019,,2019-03-28,2019-02-12,12/02/2019 - 28/03/2019,/Stagioni/12-02-2019 - 28-03-2019 Opera baby 2019 (49880),,,,/Produzioni/2019 Elisir magia DolceAmara (56794),"/Manifestazioni/12-02-2019 Pedagogia del gioco e della musica.
Workshop per educatori (65263),/Recite/27-03-2019 Elisir magia DolceAmara (62872),/Recite/27-03-2019 Elisir magia DolceAmara (62873),/Recite/28-03-2019 Elisir magia DolceAmara (62874),/Recite/28-03-2019 Elisir magia DolceAmara (62875)",,56794,"65263, 62872, 62873, 62874, 62875",,,,
49881,Lirica,Opera Domani 2019,,2019-03-15,2019-01-22,22/01/2019 - 15/03/2019,/Stagioni/22-01-2019 - 15-03-2019 Opera Domani 2019 (49881),,,,,"/Manifestazioni/22-01-2019 Didattica musicale (65264),/Manifestazioni/15-02-2019 I cori (65265),/Manifestazioni/18-03-2019 Teatro ed espressione culturale (65266),/Recite/14-05-2019 L'elisir d'amore una fabbrica di idee (62876),/Recite/14-05-2019 L'elisir d'amore una fabbrica di idee (62877),/Recite/14-05-2019 L'elisir d'amore una fabbrica di idee (62878),/Recite/15-05-2019 L'elisir d'amore una fabbrica di idee (62879),/Recite/15-05-2019 L'elisir d'amore una fabbrica di idee (62880)",,,"65264, 65265, 65266, 62876, 62877, 62878, 62879, 62880",,,,
49886,Lirica,OSMIM Opera 2019,,2019-05-31,2019-05-31,2019,/Stagioni/2019 OSMIM Opera 2019 (49886),,,,/Produzioni/2019 Narciso nello sguardo degli altri (56799),"/Recite/30-05-2019 Narciso nello sguardo degli altri (62894),/Recite/30-05-2019 Narciso nello sguardo degli altri (62895),/Recite/30-05-2019 Narciso nello sguardo degli altri (62896)",,56799,"62894, 62895, 62896",,,,
49887,Lirica,OSMIM Opera 2018,,2018-05-31,2018-05-31,2018,/Stagioni/2018 OSMIM Opera 2018 (49887),,,,/Produzioni/2018 OrfeoEuridice (56800),"/Recite/31-05-2018 OrfeoEuridice (62897),/Recite/31-05-2018 OrfeoEuridice (62898),/Recite/31-05-2018 OrfeoEuridice (62899)",,56800,"62897, 62898, 62899",,,,
49888,Lirica,OSMIM Opera 2017,,2017-05-25,2017-05-25,2017,/Stagioni/2017 OSMIM Opera 2017 (49888),,,,/Produzioni/2017 Pollicino (56801),"/Recite/25-05-2017 Pollicino (62900),/Recite/25-05-2017 Pollicino (62901),/Recite/25-05-2017 Pollicino (62902)",,56801,"62900, 62901, 62902",,,,
49889,Lirica,OSMIM Opera 2016,,2016-05-26,2016-05-26,2016,/Stagioni/2016 OSMIM Opera 2016 (49889),,,,/Produzioni/2016 Deadly Sins. I sette peccati capitali (56802),"/Recite/26-05-2016 Deadly Sins. I sette peccati capitali (62903),/Recite/26-05-2016 Deadly Sins. I sette peccati capitali (62904),/Recite/26-05-2016 Deadly Sins. I sette peccati capitali (62905)",,56802,"62903, 62904, 62905",,,,
49890,Lirica,OSMIM Opera 2015,,2015-05-07,2015-05-07,2015,/Stagioni/2015 OSMIM Opera 2015 (49890),,,,"/Produzioni/2015 L'ottimismo alla fine del mondo. 
Del bene, del male site specific (56803)","/Recite/07-05-2015 L'ottimismo alla fine del mondo.
Del bene, del male site specific (62906),/Recite/07-05-2015 L'ottimismo alla fine del mondo.
Del bene, del male site specific (62907),/Recite/07-05-2015 L'ottimismo alla fine del mondo.
Del bene, del male site specific (62908)",,56803,"62906, 62907, 62908",,,,
49891,Lirica,OSMIM Opera 2014,,2014-05-03,2014-05-03,2014,/Stagioni/2014 OSMIM Opera 2014 (49891),,,,/Produzioni/2014 R&G Romeo & Giulietta (56804),"/Recite/03-05-2014 R&amp;G Romeo &amp; Giulietta (62909),/Recite/03-05-2014 R&amp;G Romeo &amp; Giulietta (62910)",,56804,"62909, 62910",,,,
49892,Lirica,OSMIM Opera 2013,,2013-05-11,2013-05-11,2013,/Stagioni/2013 OSMIM Opera 2013 (49892),,,,/Produzioni/2013 PG. Vivere come non ci fosse un domani (56805),/Recite/11-05-2013 PG. Vivere come non ci fosse un domani (62911),,56805,62911,,,,
49967,Lirica,Anno Nuovo a Teatro 1990-91,,1990-12-31,1990-12-31,1990,/Stagioni/1990 Anno Nuovo a Teatro 1990-91 (49967),,,,/Produzioni/1990 La principessa della Czarda (56909),"/Concerti/31-12-1990 Cooperativa Musica Insieme.
Fine anno in valzer (53440),/Recite/31-12-1990 La principessa della Czarda (63300)",,56909,"53440, 63300",,,,
