"id";"recite_collegate";"fullpath";"published"
"56660";"/Recite/20-03-2018 La paranza dei bambini (62563),/Recite/21-03-2018 La paranza dei bambini (62564)";"/Produzioni/La paranza dei bambini (56660)";"1"
"56661";"/Recite/17-03-2018 Shechter II.
Show (62565)";"/Produzioni/2018 Show (56661)";"1"
"56662";"/Recite/24-11-2017 Mamma mia! (62566),/Recite/25-11-2017 Mamma mia! (62568),/Recite/26-11-2017 Mamma mia! (62569),/Recite/26-11-2017 Mamma mia! (62570),/Recite/25-11-2017 Mamma mia! (62567),/Recite/08-01-2019 Mamma mia! (62762),/Recite/09-01-2019 Mamma mia! (62763)";"/Produzioni/2017 Mamma mia! (56662)";"1"
"56663";"/Recite/19-01-2018 La regina di ghiaccio (62571),/Recite/20-01-2018 La regina di ghiaccio (62572),/Recite/20-01-2018 La regina di ghiaccio (62573),/Recite/21-01-2018 La regina di ghiaccio (62574)";"/Produzioni/2017 La regina di ghiaccio (56663)";"1"
"56664";"/Recite/02-02-2018 Jersey Boys. Il Musical (62575),/Recite/03-02-2018 Jersey Boys. Il Musical (62576),/Recite/04-02-2018 Jersey Boys. Il Musical (62577)";"/Produzioni/Jersey Boys. Il Musical (56664)";"1"
"56665";"/Recite/06-04-2018 La Gioconda (62578),/Recite/08-04-2018 La Gioconda (62579)";"/Produzioni/2018 La Gioconda (56665)";"1"
"56666";"/Recite/02-03-2018 Robin Hood. Il Musical (62580),/Recite/03-03-2018 Robin Hood. Il Musical (62582),/Recite/04-03-2018 Robin Hood. Il Musical (62583),/Recite/03-03-2018 Robin Hood. Il Musical (62581)";"/Produzioni/2017 Robin Hood. Il Musical (56666)";"1"
"56667";"/Recite/11-03-2018 Gigì. 
Innamorarsi a Parigi (62585),/Recite/10-03-2018 Gigì. 
Innamorarsi a Parigi (62584)";"/Produzioni/2018 Gigì. Innamorarsi a Parigi (56667)";"1"
"56668";"/Recite/23-03-2018 Musica ribelle. 
La forza dell'amore (62586),/Recite/24-03-2018 Musica ribelle. 
La forza dell'amore (62587),/Recite/25-03-2018 Musica ribelle. 
La forza dell'amore (62588)";"/Produzioni/2018 Musica ribelle. La forza dell'amore (56668)";"1"
"56669";"/Recite/05-12-2017 Era ieri (62591),/Recite/05-12-2017 Era ieri (62592)";"/Produzioni/2017 Era ieri (56669)";"1"
"56670";"/Recite/07-12-2017 Il paese senza parole (62593),/Recite/07-12-2017 Il paese senza parole (62594)";"/Produzioni/2017 Il paese senza parole (56670)";"1"
"56671";"/Recite/11-12-2017 La freccia azzurra (62595),/Recite/10-12-2017 La freccia azzurra (62603),/Recite/10-12-2017 La freccia azzurra (62604)";"/Produzioni/La freccia azzurra (56671)";"1"
"56672";"/Recite/19-12-2017 Gli aiutanti di Babbo natale (62596)";"/Produzioni/2017 Gli aiutanti di Babbo natale (56672)";"1"
"56673";"/Recite/10-01-2018 Ma mère l'oye, Mamma oca (62598),/Recite/10-01-2018 Ma mère l'oye, Mamma oca (62597)";"/Produzioni/Ma mère l'oye, Mamma oca (56673)";"1"
"56674";"/Recite/11-01-2018 I tre moschettieri (62600),/Recite/11-01-2018 I tre moschettieri (62599)";"/Produzioni/2017 I tre moschettieri (56674)";"1"
"56675";"/Recite/14-01-2018 La gallinella rossa (62605),/Recite/14-01-2018 La gallinella rossa (62606),/Recite/15-01-2018 La gallinella rossa (62602),/Recite/15-01-2018 La gallinella rossa (62601)";"/Produzioni/La gallinella rossa (56675)";"1"
"56676";"/Recite/17-01-2018 Buio (62610),/Recite/17-01-2018 Buio (62609),/Recite/16-01-2018 Buio (62608),/Recite/16-01-2018 Buio (62607)";"/Produzioni/2017 Buio (56676)";"1"
"56677";"/Recite/18-01-2018 Fiabesca (62612),/Recite/18-01-2018 Fiabesca (62611)";"/Produzioni/2017 Fiabesca (56677)";"1"
"56678";"/Recite/25-01-2018 Zoo di Pinocchio (62614),/Recite/25-01-2018 Zoo di Pinocchio (62613)";"/Produzioni/Zoo di Pinocchio (56678)";"1"
"56679";"/Recite/29-01-2018 Razza di italiani! (62616),/Recite/29-01-2018 Razza di italiani! (62615)";"/Produzioni/Razza di italiani! (56679)";"1"
"56680";"/Recite/31-01-2018 Cappuccetto e la nonna (62618),/Recite/31-01-2018 Cappuccetto e la nonna (62617)";"/Produzioni/2017 Cappuccetto e la nonna (56680)";"1"
"56681";"/Recite/04-02-2018 Musi lunghi e nervi tesi (62640),/Recite/04-02-2018 Musi lunghi e nervi tesi (62641),/Recite/05-02-2018 Musi lunghi e nervi tesi (62619)";"/Produzioni/Musi lunghi e nervi tesi (56681)";"1"
"56682";"/Recite/07-02-2018 Raggi di luce - dinamo - energia in movimento (62621),/Recite/07-02-2018 Raggi di luce - dinamo - energia in movimento (62620)";"/Produzioni/Raggi di luce (56682)";"1"
"56683";"/Recite/13-02-2018 A cup of tea with Shakespeare (62623),/Recite/13-02-2018 A cup of tea with Shakespeare (62622)";"/Produzioni/2017 A cup of tea with Shakespeare (56683)";"1"
"56684";"/Recite/16-02-2018 Una storia sottosopra (62625),/Recite/16-02-2018 Una storia sottosopra (62624)";"/Produzioni/Una storia sottosopra (56684)";"1"
"56685";"/Recite/25-02-2018 La regina della neve (62642),/Recite/25-02-2018 La regina della neve (62643),/Recite/26-02-2018 La regina della neve (62627),/Recite/26-02-2018 La regina della neve (62626)";"/Produzioni/La regina della neve (56685)";"1"
"56686";"/Recite/27-02-2018 Zuppa di sasso (62629),/Recite/27-02-2018 Zuppa di sasso (62628)";"/Produzioni/Zuppa di sasso (56686)";"1"
"56687";"/Recite/06-03-2018 Il giardino delle magie. 
La storia d'amore di André e Dorine (62631),/Recite/06-03-2018 Il giardino delle magie. 
La storia d'amore di André e Dorine (62630)";"/Produzioni/2018 Il giardino delle magie (56687)";"1"
"56688";"/Recite/08-03-2018 Il cubo magico
ovvero la morbida pietra filosofale del gioco (62633),/Recite/08-03-2018 Il cubo magico
ovvero la morbida pietra filosofale del gioco (62632)";"/Produzioni/2018 Il cubo magico (56688)";"1"
"56689";"/Recite/23-03-2018 Il principe mezzanotte (62649),/Recite/23-03-2018 Il principe mezzanotte (62648),/Recite/22-03-2018 Il principe mezzanotte (62647),/Recite/22-03-2018 Il principe mezzanotte (62646)";"/Produzioni/2018 Il principe mezzanotte (56689)";"1"
"56690";"/Recite/28-03-2018 Il meraviglioso mago di Oz (62653),/Recite/28-03-2018 Il meraviglioso mago di Oz (62652),/Recite/27-03-2018 Il meraviglioso mago di Oz (62651),/Recite/27-03-2018 Il meraviglioso mago di Oz (62650)";"/Produzioni/2018 Il meraviglioso mago di Oz (56690)";"1"
"56691";"/Recite/06-04-2018 MOUN portata dalla schiuma e dalle onde (62655),/Recite/06-04-2018 MOUN portata dalla schiuma e dalle onde (62654)";"/Produzioni/MOUN portata dalla schiuma e dalle onde (56691)";"1"
"56692";"/Recite/12-04-2018 Il pinguino senza frac (62660),/Recite/12-04-2018 Il pinguino senza frac (62659)";"/Produzioni/2018 Il pinguino senza frac (56692)";"1"
"56693";"/Recite/17-04-2018 BZZZZZZ operina per fiati e ombre (62662),/Recite/17-04-2018 BZZZZZZ operina per fiati e ombre (62661)";"/Produzioni/2018 BZZZZZZ operina per fiati e ombre (56693)";"1"
"56694";"/Recite/20-03-2018 Carmen, la stella del circo di Siviglia (62663),/Recite/20-03-2018 Carmen, la stella del circo di Siviglia (62664),/Recite/20-03-2018 Carmen, la stella del circo di Siviglia (62665),/Recite/21-03-2018 Carmen, la stella del circo di Siviglia (62666),/Recite/21-03-2018 Carmen, la stella del circo di Siviglia (62667)";"/Produzioni/2018 Carmen, la stella del circo di Siviglia (56694)";"1"
"56695";"/Recite/19-04-2018 Carmen. Rose rosse per te (62668),/Recite/19-04-2018 Carmen. Rose rosse per te (62669)";"/Produzioni/2018 Carmen. Rose rosse per te (56695)";"1"
"56696";"/Recite/20-04-2018 Vangelo secondo Lorenzo (62670),/Recite/21-04-2018 Vangelo secondo Lorenzo (62671),/Recite/22-04-2018 Vangelo secondo Lorenzo (62672)";"/Produzioni/Vangelo secondo Lorenzo (56696)";"1"
"56697";"/Recite/14-04-2018 Jacopo Godani-Dresden Frankfurt Dance Company (62673)";"/Produzioni/Metamorphers (56697)";"1"
"56698";"/Recite/14-04-2018 Jacopo Godani-Dresden Frankfurt Dance Company (62673)";"/Produzioni/2018 Echoes from a restless soul (56698)";"1"
"56699";"/Recite/14-04-2018 Jacopo Godani-Dresden Frankfurt Dance Company (62673)";"/Produzioni/Moto Perpetuo (56699)";"1"
"56700";"/Recite/15-05-2018 Il piccolo spazzacamino (62677),/Recite/14-05-2018 Il piccolo spazzacamino (62676),/Recite/13-05-2018 Il piccolo spazzacamino (62675),/Recite/21-01-2019 Il piccolo spazzacamino (62815),/Recite/22-01-2019 Il piccolo spazzacamino (62816),/Recite/20-01-2019 Il piccolo spazzacamino (62817)";"/Produzioni/2018 Il piccolo spazzacamino (56700)";"1"
"56701";"/Recite/17-09-2017 Compagnie Lapsus (62678)";"/Produzioni/2017 Boutelis (56701)";"1"
"56702";"/Recite/22-09-2017 Premio GD'A: Nicola Galli (62679)";"/Produzioni/Venus (56702)";"1"
"56703";"/Recite/22-09-2017 Premio GD'A: Caterina Basso (63164)";"/Produzioni/2017 Il volume com'era (56703)";"1"
"56704";"/Recite/23-09-2017 Premio GD'A: Manfredi Perego (62680)";"/Produzioni/2017 Horizon (56704)";"1"
"56705";"/Recite/23-09-2017 Premio GD'A: Olimpia Fortuni (63166)";"/Produzioni/Soggetto senza titolo (56705)";"1"
"56706";"/Recite/29-09-2017 Haye: le parole, la notte (62681),/Recite/01-10-2017 Haye: le parole, la notte (62682)";"/Produzioni/2017 Haye: le parole, la notte (56706)";"1"
"56707";"/Recite/08-10-2017 Dada Masilo-The Dance Factory (62683),/Recite/09-10-2017 Dada Masilo-The Dance Factory (62684)";"/Produzioni/2017 Giselle (56707)";"1"
"56708";"/Recite/13-10-2017 Ballet du Nord-Oliver Dubois (62685)";"/Produzioni/2017 7 x Rien (56708)";"1"
"56709";"/Recite/21-10-2017 Direction Under 30 [2017].
Mutuo soccorso teatrale (62686)";"/Produzioni/2017 B-Ride (56709)";"1"
"56710";"/Recite/31-10-2017 Saburo Teshigawara-KARAS.
Tristan und Isolde (62687)";"/Produzioni/2017 Tristan und Isolde (56710)";"1"
"56711";"/Recite/01-11-2017 Saburo Teshigawara-KARAS.
Performance Site specific (62688),/Recite/02-11-2017 Saburo Teshigawara-KARAS.
Performance Site specific (62689),/Recite/03-11-2017 Saburo Teshigawara-KARAS.
Performance Site specific (62690),/Recite/04-11-2017 Saburo Teshigawara-KARAS.
Performance Site specific (62691),/Recite/05-11-2017 Saburo Teshigawara-KARAS.
Performance Site specific (62692)";"/Produzioni/2017 Pointed Peak (56711)";"1"
"56712";"/Recite/04-11-2017 Silent. 
Visioni dal limite della percezione (62693)";"/Produzioni/2017 Silent (56712)";"1"
"56713";"/Recite/08-11-2017 Africa Unite . Architorti . MM Contemporary Dance Company (62694)";"/Produzioni/2017 Offline (in tempo reale) (56713)";"1"
"56714";"/Recite/12-11-2017 Bestie di scena (62695)";"/Produzioni/2017 Bestie di scena (56714)";"1"
"56715";"/Recite/31-12-2016 E adésa sa fommia (62696)";"/Produzioni/2016 E adésa sa fommia (56715)";"1"
"56716";"/Recite/30-11-2017 Il meraviglioso ordinario (62697),/Recite/01-12-2017 Il meraviglioso ordinario (62698)";"/Produzioni/2017 Il meraviglioso ordinario (56716)";"1"
"56717";"/Recite/31-12-2017 Scherset o dit da boun (62700)";"/Produzioni/Scherset o dit da boun (56717)";"1"
"56718";"/Recite/15-12-2017 Il treno ha fischiato (62702),/Recite/15-12-2017 Il treno ha fischiato (62701)";"/Produzioni/2017 Il treno ha fischiato (56718)";"1"
"56719";"/Recite/15-02-1968 I sette peccati - Allez-Hop - Partita a pugni: I sette peccati (62703)";"/Produzioni/1968 I sette peccati (56719)";"1"
"56720";"/Recite/15-02-1968 I sette peccati - Allez-Hop - Partita a pugni: Allez-Hop (63344)";"/Produzioni/1968 Allez-Hop (56720)";"1"
"56721";"/Recite/15-02-1968 I sette peccati - Allez-Hop - Partita a pugni: Partita a pugni (63345)";"/Produzioni/1968 Partita a pugni (56721)";"1"
"56722";"/Recite/29-09-2018 Compagnie Wang Ramirez.
Everyness (62704)";"/Produzioni/2018 Everyness (56722)";"1"
"56723";"/Recite/28-09-2018 Lontano da qui (62705),/Recite/30-09-2018 Lontano da qui (62706)";"/Produzioni/2018 Lontano da qui (56723)";"1"
"56724";"/Recite/04-10-2018 Claudio Stellato (62707),/Recite/05-10-2018 Claudio Stellato (62708)";"/Produzioni/La cosa (56724)";"1"
"56725";"/Recite/05-10-2018 Manfredi Perego - TIR Danza (62709)";"/Produzioni/2018 Labile Pangea (56725)";"1"
"56726";"";"/Produzioni/2018 The Yellow Shark (56726)";"1"
"56727";"/Recite/19-10-2018 Aterballetto.
Bach Project (62710)";"/Produzioni/1990 Sarabande (56727)";"1"
"56728";"/Recite/19-10-2018 Aterballetto.
Bach Project (62710),/Recite/15-05-2021 Aterballetto.
Stanze\Rooms. Performance site-specific itinerante (63276),/Recite/15-05-2021 Aterballetto.
Stanze\Rooms. Performance site-specific itinerante (63277),/Recite/15-05-2021 Aterballetto.
Stanze\Rooms. Performance site-specific itinerante (63278),/Recite/16-05-2021 Aterballetto.
StanzeRooms. Performance site-specific itinerante (63279),/Recite/16-05-2021 Aterballetto.
StanzeRooms. Performance site-specific itinerante (63280),/Recite/16-05-2021 Aterballetto.
StanzeRooms. Performance site-specific itinerante (63281),/Recite/16-05-2021 Aterballetto.
StanzeRooms. Performance site-specific itinerante (63282),/Recite/16-05-2021 Aterballetto.
StanzeRooms. Performance site-specific itinerante (63283),/Recite/16-05-2021 Aterballetto.
StanzeRooms. Performance site-specific itinerante (63284)";"/Produzioni/2018 Domus Aurea (56728)";"1"
"56729";"/Recite/06-11-2007 Totò il buonooooo (62912),/Recite/08-11-2007 Totò il buonooooo (62913),/Recite/06-11-2007 Miracolo a Milano (62914),/Recite/08-11-2007 Miracolo a Milano (62915),/Recite/06-11-2007 Petrolio: Ken Saro-Wiwa poeta e martire (Nigeria 1941-1995) (62916),/Recite/08-11-2007 Petrolio: Ken Saro-Wiwa poeta e martire (Nigeria 1941-1995) (62917)";"/Produzioni/2007 Progetto Miracolo a Milano (56729)";"1"
"56730";"/Recite/24-11-2018 Tosca (62713),/Recite/22-11-2018 Tosca (62712)";"/Produzioni/2018 Tosca (56730)";"1"
"56731";"/Recite/01-02-2019 La forza del destino (62715),/Recite/03-02-2019 La forza del destino (62742)";"/Produzioni/2019 La forza del destino (56731)";"1"
"56732";"/Recite/01-03-2019 Andrea Chénier (62716),/Recite/03-03-2019 Andrea Chénier (62743)";"/Produzioni/2019 Andrea Chénier (56732)";"1"
"56733";"/Recite/29-03-2019 Serse (62717),/Recite/31-03-2019 Serse (62744)";"/Produzioni/2019 Serse (56733)";"1"
"56734";"/Recite/31-10-2018 Anne Teresa de Keersmaeker - Rosas.
Achterland (62718)";"/Produzioni/1990 Achterland (56734)";"1"
"56735";"/Recite/29-11-2018 Le villi (62719),/Recite/02-12-2018 Le villi (62741)";"/Produzioni/2018 Le villi (56735)";"1"
"56736";"/Recite/13-01-2019 Ballet du Grand Theatre de Genève.
Callas (62720)";"/Produzioni/1983 Callas (56736)";"1"
"56737";"/Recite/13-02-2019 William Forsythe.
A Quiet Evening of Dance (62721)";"/Produzioni/2018 A Quiet Evening of Dance (56737)";"1"
"56738";"/Recite/02-11-2018 Ho perso il filo (62722),/Recite/03-11-2018 Ho perso il filo (62739),/Recite/04-11-2018 Ho perso il filo (62740)";"/Produzioni/2018 Ho perso il filo (56738)";"1"
"56739";"/Recite/15-11-2018 Tango glaciale reloaded (2018) (62723),/Recite/16-11-2018 Tango glaciale reloaded (2018) (62736),/Recite/17-11-2018 Tango glaciale reloaded (2018) (62737),/Recite/18-11-2018 Tango glaciale reloaded (2018) (62738)";"/Produzioni/2018 Tango glaciale reloaded (56739)";"1"
"56740";"/Recite/04-12-2019 Arlecchino servitore di due padroni (62724),/Recite/05-12-2019 Arlecchino servitore di due padroni (62735)";"/Produzioni/2019 Arlecchino servitore di due padroni (56740)";"1"
"56741";"/Recite/18-01-2019 I miserabili (62725),/Recite/19-01-2019 I miserabili (62733),/Recite/20-01-2019 I miserabili (62734)";"/Produzioni/I miserabili (56741)";"1"
"56742";"/Recite/29-01-2019 Matilde e il tram per San Vittore (62726),/Recite/30-01-2019 Matilde e il tram per San Vittore (62732)";"/Produzioni/Matilde e il tram per San Vittore (56742)";"1"
"56743";"/Recite/05-02-2019 Questi fantasmi! (62727),/Recite/06-02-2019 Questi fantasmi! (62731)";"/Produzioni/Questi fantasmi! (56743)";"1"
"56744";"/Recite/15-02-2019 La scuola delle mogli (62728),/Recite/16-02-2019 La scuola delle mogli (62729),/Recite/17-02-2019 La scuola delle mogli (62730)";"/Produzioni/La scuola delle mogli (56744)";"1"
"56745";"/Recite/06-03-2019 Macbettu (62745),/Recite/07-03-2019 Macbettu (62746),/Recite/08-03-2019 Macbettu (62747),/Recite/09-03-2019 Macbettu (62748)";"/Produzioni/2017 Macbettu (56745)";"1"
"56746";"/Recite/14-03-2019 Trascendi e sali (62749),/Recite/15-03-2019 Trascendi e sali (62750)";"/Produzioni/2018 Trascendi e sali (56746)";"1"
"56747";"/Recite/22-03-2019 Va pensiero (62751),/Recite/23-03-2019 Va pensiero (62752),/Recite/24-03-2019 Va pensiero (62753)";"/Produzioni/2018 Va pensiero (56747)";"1"
"56748";"/Recite/03-04-2019 L'abisso (62754),/Recite/04-04-2019 L'abisso (62755)";"/Produzioni/2018 L'abisso (56748)";"1"
"56749";"/Recite/19-03-2019 Sidi Larbi Cherkaoui - Eastman (62756)";"/Produzioni/Nomad (56749)";"1"
"56750";"/Recite/14-04-2019 Batsheva. 
The Young Ensemble (62757)";"/Produzioni/2006 George & Zalman (56750)";"1"
"56751";"/Recite/14-04-2019 Batsheva. 
The Young Ensemble (62757)";"/Produzioni/1990 Black Milk (56751)";"1"
"56752";"/Recite/14-04-2019 Batsheva. 
The Young Ensemble (62757)";"/Produzioni/2019 The Look (56752)";"1"
"56753";"/Recite/14-12-2018 A Christmas Carol (62758),/Recite/15-12-2018 A Christmas Carol (62759),/Recite/15-12-2018 A Christmas Carol (62760),/Recite/16-12-2018 A Christmas Carol (62761),/Recite/31-12-2021 A Christmas Carol.
Il musical (63432)";"/Produzioni/2018 A Christmas Carol.
Il Musical (56753)";"1"
"56754";"/Recite/08-02-2019 Dirty Dancing (62768),/Recite/09-02-2019 Dirty Dancing (62769),/Recite/09-02-2019 Dirty Dancing (62770),/Recite/10-02-2019 Dirty Dancing (62771)";"/Produzioni/2018 Dirty Dancing (56754)";"1"
"56755";"/Recite/22-02-2019 La famiglia Addams (62772),/Recite/23-02-2019 La famiglia Addams (62773),/Recite/23-02-2019 La famiglia Addams (62774),/Recite/24-02-2019 La famiglia Addams (62775)";"/Produzioni/2018 La famiglia Addams (56755)";"1"
"56756";"/Recite/05-04-2019 Flashdance, il musical (62776),/Recite/06-04-2019 Flashdance, il musical (62777),/Recite/06-04-2019 Flashdance, il musical (62778),/Recite/07-04-2019 Flashdance, il musical (62779)";"/Produzioni/2017-2018 Flashdance, il musical (56756)";"1"
"56757";"/Recite/09-11-2018 Fratto_X (62780)";"/Produzioni/2012 Fratto_X (56757)";"1"
"56758";"/Recite/13-04-2019 Kiss me, Kate! (62781),/Recite/14-04-2019 Kiss me, Kate! (62782)";"/Produzioni/2018 Kiss me, Kate! (56758)";"1"
"56759";"/Recite/31-12-2018 L'é dmèi puser ed vèin che ed... (62784)";"/Produzioni/L'é dmèi puser ed vèin che ed... (56759)";"1"
"56760";"/Recite/31-12-2018 Che disastro di commedia (62783)";"/Produzioni/2018 Che disastro di commedia (56760)";"1"
"56761";"";"/Produzioni/Un treno di perché (56761)";"1"
"56762";"/Recite/13-10-2018 Direction Under 30 [2018].
U* - Storia di un'identità fluida (62786)";"/Produzioni/U* - Storia di un'identità fluida (56762)";"1"
"56763";"/Recite/13-10-2018 Fabrizio Cassol - Alain Platel. Les Ballets C de la B.
Requiem pour L. (62787),/Recite/14-10-2018 Fabrizio Cassol - Alain Platel. Les Ballets C de la B.
Requiem pour L. (62788)";"/Produzioni/2018 Requiem pour L. (56763)";"1"
"56764";"/Recite/17-10-2018 Collettivo CineticO - Sharon Fridman (62789)";"/Produzioni/2018 How to destroy your dance (56764)";"1"
"56765";"/Recite/17-10-2018 Collettivo CineticO - Sharon Fridman (62789)";"/Produzioni/2018 Dialogo primo: impatiens noli tangere (56765)";"1"
"56766";"/Recite/20-10-2018 Back Pocket (62790),/Recite/21-10-2018 Back Pocket (62791)";"/Produzioni/La Vrille du Chat (56766)";"1"
"56767";"/Recite/27-10-2018 Cold Blood (62792),/Recite/28-10-2018 Cold Blood (62793),/Recite/29-10-2018 Cold Blood (62794)";"/Produzioni/2018 Cold Blood (56767)";"1"
"56768";"/Recite/31-10-2018 Annamaria Ajmone (62795),/Recite/02-11-2018 Annamaria Ajmone (62796)";"/Produzioni/Trigger (56768)";"1"
"56769";"/Recite/03-05-2019 Bells and Spells (62797),/Recite/04-05-2019 Bells and Spells (62798)";"/Produzioni/2019 Bells and Spells (56769)";"1"
"56770";"/Recite/20-11-2018 Butterfly (62799),/Recite/21-11-2018 Butterfly (62800)";"/Produzioni/2018 Butterfly (56770)";"1"
"56771";"/Recite/29-11-2018 Fiabe a colori.
Storie di pace e libertà (62801),/Recite/29-11-2018 Fiabe a colori.
Storie di pace e libertà (62802),/Recite/30-11-2018 Fiabe a colori.
Storie di pace e libertà (62868),/Recite/30-11-2018 Fiabe a colori.
Storie di pace e libertà (62869)";"/Produzioni/2018 Fiabe a colori (56771)";"1"
