"id";"recite_collegate";"fullpath";"published"
"55209";"/Recite/31-10-1978 La duchessa di Amalfi (59867),/Recite/01-11-1978 La duchessa di Amalfi (59868),/Recite/02-11-1978 La duchessa di Amalfi (59869)";"/Produzioni/1978 La duchessa di Amalfi (55209)";"1"
"55210";"/Recite/08-11-1978 Un sorso di terra (59870),/Recite/09-11-1978 Un sorso di terra (59871),/Recite/10-11-1978 Un sorso di terra (59872)";"/Produzioni/1978 Un sorso di terra (55210)";"1"
"55211";"/Recite/20-11-1978 La bottega del caffé (59873),/Recite/21-11-1978 La bottega del caffé (59874),/Recite/22-11-1978 La bottega del caffé (59875)";"/Produzioni/1978 La bottega del caffé (55211)";"1"
"55212";"/Recite/28-11-1978 Don Giovanni 77 (59876),/Recite/29-11-1978 Don Giovanni 77 (59877),/Recite/30-11-1978 Don Giovanni 77 (59878),/Recite/30-11-1978 Don Giovanni 77 (63556)";"/Produzioni/1978 Don Giovanni 77 (55212)";"1"
"55213";"/Recite/06-12-1978 Le mille e una notte (59879),/Recite/07-12-1978 Le mille e una notte (59880),/Recite/08-12-1978 Le mille e una notte (59881)";"/Produzioni/Le mille e una notte (55213)";"1"
"55214";"/Recite/01-01-1979 Giulio Cesare (59882),/Recite/02-01-1979 Giulio Cesare (59883),/Recite/03-01-1979 Giulio Cesare (59884)";"/Produzioni/1978 Giulio Cesare (55214)";"1"
"55215";"/Recite/08-01-1979 Terrore e miseria del terzo Reich (59885),/Recite/09-01-1979 Terrore e miseria del terzo Reich (59886),/Recite/10-01-1979 Terrore e miseria del terzo Reich (59887)";"/Produzioni/1978 Terrore e miseria del terzo Reich (55215)";"1"
"55216";"/Recite/21-12-1978 La coscienza di Zeno (59888),/Recite/22-12-1978 La coscienza di Zeno (59889),/Recite/23-12-1978 La coscienza di Zeno (59890)";"/Produzioni/1978 La coscienza di Zeno (55216)";"1"
"55217";"/Recite/02-02-1979 Le femmine puntigliose (59891),/Recite/03-02-1979 Le femmine puntigliose (59892),/Recite/04-02-1979 Le femmine puntigliose (59893),/Recite/03-02-1979 Le femmine puntigliose (63557)";"/Produzioni/1978 Le femmine puntigliose (55217)";"1"
"55218";"/Recite/16-02-1979 La tragedia della fanciulla (59894),/Recite/17-02-1979 La tragedia della fanciulla (59895),/Recite/18-02-1979 La tragedia della fanciulla (59896)";"/Produzioni/1979 La tragedia della fanciulla (55218)";"1"
"55219";"/Recite/24-02-1979 Spudorata verità (59897),/Recite/25-02-1979 Spudorata verità (59898),/Recite/26-02-1979 Spudorata verità (59899)";"/Produzioni/1978 Spudorata verità (55219)";"1"
"55220";"/Recite/09-03-1979 Otello secondo Carmelo Bene (59900),/Recite/10-03-1979 Otello secondo Carmelo Bene (59901),/Recite/11-03-1979 Otello secondo Carmelo Bene (59902)";"/Produzioni/1979 Otello secondo Carmelo Bene (55220)";"1"
"55221";"/Recite/17-05-1979 Polli di allevamento (59903),/Recite/18-05-1979 Polli di allevamento (59904),/Recite/19-05-1979 Polli di allevamento (59905),/Recite/20-05-1979 Polli di allevamento (59906)";"/Produzioni/1978 Polli di allevamento (55221)";"1"
"55222";"/Recite/28-05-2006 Russell Maliphant Company (59910)";"/Produzioni/2006 Flux (55222)";"1"
"55223";"/Recite/28-05-2006 Russell Maliphant Company (59910)";"/Produzioni/2005 Transmission (55223)";"1"
"55224";"/Recite/28-05-2006 Russell Maliphant Company (59910)";"/Produzioni/2005 Push (55224)";"1"
"55225";"/Recite/30-05-2006 Compagnia Eidosdanza (59911),/Recite/30-05-2006 Compagnia Eidosdanza (59912)";"/Produzioni/2006 PM (55225)";"1"
"55226";"/Recite/31-03-2006 La contessa Maritza (59913),/Recite/01-04-2006 La contessa Maritza (59914),/Recite/02-04-2006 La contessa Maritza (59915)";"/Produzioni/2006 La contessa Maritza (55226)";"1"
"55227";"/Recite/12-01-1961 Un ballo in maschera (59916),/Recite/14-01-1961 Un ballo in maschera (63317)";"/Produzioni/1960 Un ballo in maschera (55227)";"1"
"55228";"/Recite/19-01-1961 Falstaff (59917),/Recite/22-01-1961 Falstaff (63318)";"/Produzioni/1961 Falstaff (55228)";"1"
"55229";"/Recite/27-01-1961 Turandot (59918),/Recite/29-01-1961 Turandot (63319)";"/Produzioni/1961 Turandot (55229)";"1"
"55230";"/Recite/03-02-1961 Carmen (59919),/Recite/05-02-1961 Carmen (63320)";"/Produzioni/1961 Carmen (55230)";"1"
"55231";"/Recite/09-02-1961 Rita - Lo speziale: Rita (59920)";"/Produzioni/1961 Rita (55231)";"1"
"55232";"/Recite/09-02-1961 Rita - Lo speziale: Lo speziale (63321)";"/Produzioni/Lo speziale (55232)";"1"
"55233";"/Recite/21-01-1961 La damnation de Faust (59921)";"/Produzioni/La damnation de Faust (55233)";"1"
"55234";"/Recite/17-01-1961 Luisillo e il suo Teatro di danza spagnola (59922)";"/Produzioni/Sinfonia Sevillana (55234)";"1"
"55235";"/Recite/17-01-1961 Luisillo e il suo Teatro di danza spagnola (59922)";"/Produzioni/Trigales de Trebujena (55235)";"1"
"55236";"/Recite/17-01-1961 Luisillo e il suo Teatro di danza spagnola (59922)";"/Produzioni/Luna de sangre (55236)";"1"
"55237";"/Recite/17-01-1961 Luisillo e il suo Teatro di danza spagnola (59922)";"/Produzioni/Pandeirada de Santiago (55237)";"1"
"55238";"/Recite/17-01-1961 Luisillo e il suo Teatro di danza spagnola (59922)";"/Produzioni/Romance Cordobes (55238)";"1"
"55239";"/Recite/17-01-1961 Luisillo e il suo Teatro di danza spagnola (59922)";"/Produzioni/1960 Gigantes y Cabezudos (55239)";"1"
"55240";"/Recite/17-01-1961 Luisillo e il suo Teatro di danza spagnola (59922)";"/Produzioni/1960 Botilleria de los faroles (55240)";"1"
"55241";"/Recite/29-04-1961 La Bohème (59923),/Recite/01-05-1961 La Bohème (63322)";"/Produzioni/1961 La Boheme (55241)";"1"
"55242";"/Recite/06-05-1961 Lucia di Lammermoor: atto II e III - Suor Angelica: Lucia di Lammermoor (59924),/Recite/07-05-1961 Lucia di Lammermoor: atto II e III - Suor Angelica: Lucia di Lammermoor (63324)";"/Produzioni/1961 Lucia di Lammermoon: atto II e III (55242)";"1"
"55243";"/Recite/06-05-1961 Lucia di Lammermoor: atto II e III - Suor Angelica: Suor Angelica (63323),/Recite/07-05-1961 Lucia di Lammermoor: atto II e III - Suor Angelica: Suor Angelica (63325)";"/Produzioni/1961 Suor Angelica (55243)";"1"
"55244";"/Recite/12-11-1960 Il diario di Anna Frank (59925)";"/Produzioni/1960 Il diario di Anna Frank (55244)";"1"
"55245";"/Recite/13-11-1960 L'antenato (59926)";"/Produzioni/L'antenato (55245)";"1"
"55246";"/Recite/19-11-1960 Rancore (59927)";"/Produzioni/1960 Rancore (55246)";"1"
"55247";"/Recite/20-11-1960 Ma non è una cosa seria (59928)";"/Produzioni/Ma non è una cosa seria (55247)";"1"
"55248";"/Recite/27-11-1960 Il giocatore (59929)";"/Produzioni/1960 Il giocatore (55248)";"1"
"55249";"/Recite/03-12-1960 Ritratto di un'attrice (59930)";"/Produzioni/1960 Ritratto di un'attrice (55249)";"1"
"55250";"/Recite/04-12-1960 La buona speranza (59931)";"/Produzioni/La buona speranza (55250)";"1"
"55251";"/Recite/08-12-1960 L'albergo dei poveri (Bassifondi) (59932)";"/Produzioni/L'albergo dei poveri (Bassifondi) (55251)";"1"
"55252";"/Recite/11-12-1960 L'inghippo (59933)";"/Produzioni/L'inghippo (55252)";"1"
"55253";"/Recite/02-04-1961 Le donne di buon umore ovvero Le morbinose (59934),/Recite/03-04-1961 Le donne di buon umore ovvero Le morbinose (59935)";"/Produzioni/Le donne di buon umore ovvero Le morbinose (55253)";"1"
"55254";"/Recite/06-04-1961 Il sindaco del Rione Sanità (59936)";"/Produzioni/1960 Il sindaco del Rione Sanità (55254)";"1"
"55255";"/Recite/07-04-1961 Filumena Marturano (59937)";"/Produzioni/1964 Filumena Marturano (55255)";"1"
"55256";"/Recite/09-04-1961 Becket e il suo re (59938)";"/Produzioni/1961 Becket e il suo re (55256)";"1"
"55257";"/Recite/10-04-1961 Raffaele (59939)";"/Produzioni/Raffaele (55257)";"1"
"55258";"/Recite/15-04-1961 Caro Bugiardo (59940)";"/Produzioni/1961 Caro Bugiardo (55258)";"1"
"55259";"/Recite/17-04-1961 Anna dei miracoli (59941)";"/Produzioni/1961 Anna dei miracoli (55259)";"1"
"55260";"/Recite/18-04-1961 Teresa Desqueyroux (59942)";"/Produzioni/Teresa Desqueyroux (55260)";"1"
"55261";"/Recite/20-04-1961 La moscheta ovvero La commedia del parlar fino (59943)";"/Produzioni/La moscheta ovvero La commedia del parlar fino (55261)";"1"
"55262";"/Recite/22-04-1961 Due in altalena (59944)";"/Produzioni/1961 Due in altalena (55262)";"1"
"55263";"/Recite/30-04-1961 Sacco e Vanzetti (59945)";"/Produzioni/Sacco e Vanzetti (55263)";"1"
"55264";"/Recite/09-05-1961 L'amante compiacente (59946)";"/Produzioni/L'amante compiacente (55264)";"1"
"55265";"/Recite/10-02-1967 Nabucco (59948),/Recite/12-02-1967 Nabucco (59949)";"/Produzioni/1967 Nabucco (55265)";"1"
"55266";"/Recite/18-02-1967 Pierrot lunaire - Histoire du soldat: Histoire du soldat (63337)";"/Produzioni/Histoire du soldat (55266)";"1"
"55267";"/Recite/21-02-1960 Il Trovatore (59951),/Recite/23-02-1960 Il Trovatore (63314)";"/Produzioni/21-02-1960 Il Trovatore (55267)";"1"
"55268";"/Recite/25-02-1960 Il Barbiere di Siviglia (59952),/Recite/27-02-1960 Il Barbiere di Siviglia (63315)";"/Produzioni/1960 Il Barbiere di Siviglia (55268)";"1"
"55269";"/Recite/26-02-1960 Manon (59953),/Recite/01-03-1960 Manon (63316)";"/Produzioni/1960 Manon (55269)";"1"
"55270";"/Recite/22-03-1960 I sequestrati di Altona (59954)";"/Produzioni/I sequestrati di Altona (55270)";"1"
"55271";"/Recite/23-03-1960 Lavinia tra i dannati (59955)";"/Produzioni/Lavinia tra i dannati (55271)";"1"
"55272";"/Recite/26-03-1960 Lucy Crown (59956)";"/Produzioni/Lucy Crown (55272)";"1"
"55273";"/Recite/04-04-1960 Sabato. domenica e lunedì (59957)";"/Produzioni/Sabato, domenica e lunedì (55273)";"1"
"55274";"/Recite/19-04-1960 Sesso debole (59958)";"/Produzioni/Sesso debole (55274)";"1"
"55275";"/Recite/20-04-1960 Anima nera (59959)";"/Produzioni/1960 Anima nera (55275)";"1"
"55276";"/Recite/23-04-1960 L'Hurluberlu ovvero Il reazionario innamorato (59960)";"/Produzioni/L'Hurluberlu ovvero Il reazionario innamorato (55276)";"1"
"55277";"/Recite/26-04-1960 Il revisore (59961)";"/Produzioni/Il revisore (55277)";"1"
"55278";"/Recite/27-04-1960 I marziani (59962)";"/Produzioni/1960 I marziani (55278)";"1"
"55279";"/Recite/03-05-1960 Il lieto fine (59963)";"/Produzioni/1960 Il lieto fine (55279)";"1"
"55280";"/Recite/13-04-1960 Il valzer del toreador (59964)";"/Produzioni/1960 Il valzer del toreador (55280)";"1"
"55281";"/Recite/07-04-1960 La barraca di Garcia Lorca (59965)";"/Produzioni/Romancero gitano (55281)";"1"
"55282";"/Recite/07-04-1960 La barraca di Garcia Lorca (59965)";"/Produzioni/La zapatera prodigiosa (55282)";"1"
"55283";"/Recite/07-04-1960 La barraca di Garcia Lorca (59965)";"/Produzioni/1960 El amor de Don Perlimplin con Belisa en su jardin (55283)";"1"
"55284";"/Recite/07-04-1960 La barraca di Garcia Lorca (59965)";"/Produzioni/Pianto por Ignacio Sanchez Mejias (55284)";"1"
"55285";"/Recite/04-11-1959 Romanticismo (59966)";"/Produzioni/Romanticismo (55285)";"1"
"55286";"/Recite/07-11-1959 Edipo re (59967)";"/Produzioni/1959 Edipo Re (55286)";"1"
"55287";"/Recite/08-11-1959 I diari (59968)";"/Produzioni/1959 I diari (55287)";"1"
"55288";"/Recite/15-11-1959 Filumena Marturano (59969)";"/Produzioni/1959 Filumena Marturano (55288)";"1"
"55289";"/Recite/21-11-1959 Incontro alla locanda (59970)";"/Produzioni/1959 Incontro alla locanda (55289)";"1"
"55290";"/Recite/22-11-1959 Sangue verde (59971)";"/Produzioni/Sangue verde (55290)";"1"
"55291";"/Recite/28-11-1959 Matrimonio per concorso (59972)";"/Produzioni/Matrimonio per concorso (55291)";"1"
"55292";"/Recite/29-11-1959 Processo a Gesù (59973)";"/Produzioni/Processo a Gesù (55292)";"1"
"55293";"/Recite/06-12-1959 Tre ettari di terra (59974)";"/Produzioni/Tre ettari di terra (55293)";"1"
"55294";"/Recite/08-12-1959 Ho condannato Gessica (59975)";"/Produzioni/1959 Ho condannato Gessica (55294)";"1"
"55295";"/Recite/19-09-1959 Nina, no far la stupida!... (59976)";"/Produzioni/Nina, no far la stupida!... (55295)";"1"
"55296";"/Recite/12-12-1959 Tacendo, mimando che male ti fò? (59977)";"/Produzioni/Tacendo, mimando che male ti fò? (55296)";"1"
"55297";"/Recite/04-02-1959 Lohengrin (59978),/Recite/08-02-1959 Lohengrin (63310)";"/Produzioni/1959 Lohengrin (55297)";"1"
"55298";"/Recite/07-02-1959 La traviata (59979),/Recite/10-02-1959 La traviata (63311),/Recite/13-02-1959 La traviata (63312)";"/Produzioni/1959 La Traviata (55298)";"1"
"55299";"/Recite/12-02-1959 Lucia di Lammermoor (59980),/Recite/15-02-1959 Lucia di Lammermoor (63313)";"/Produzioni/1959 Lucia di Lammermoor (55299)";"1"
"55300";"/Recite/25-02-1959 I giganti della montagna (59981)";"/Produzioni/1959 I giganti della montagna (55300)";"1"
"55301";"/Recite/26-02-1959 Le allegre comari di Windsor (59982)";"/Produzioni/Le allegre comari di Windsor (55301)";"1"
"55302";"/Recite/13-03-1959 Requiem per una monaca (59983)";"/Produzioni/Requiem per una monaca (55302)";"1"
"55303";"/Recite/02-03-1967 Il figliuol prodigo - Venere prigioniera: Il figliuol prodigo (59984),/Recite/04-03-1967 Il figliuol prodigo - Venere prigioniera: Il figliuol prodigo (63340)";"/Produzioni/1967 Il figliuol prodigo (55303)";"1"
"55304";"/Recite/02-03-1967 Il figliuol prodigo - Venere prigioniera: Venere prigioniera (63338),/Recite/04-03-1967 Il figliuol prodigo - Venere prigioniera: Venere prigioniera (63339)";"/Produzioni/1967 Venere prigioniera (55304)";"1"
"55305";"/Recite/02-04-1959 D'amore si muore (59985)";"/Produzioni/1959 D'amore si muore (55305)";"1"
"55306";"/Recite/03-04-1959 Il buio in cima alle scale (59986)";"/Produzioni/1959 Il buio in cima alle scale (55306)";"1"
"55307";"/Recite/14-04-1959 Gli spettri (59987)";"/Produzioni/1959 Gli spettri (55307)";"1"
"55308";"/Recite/19-04-1959 Mercadet L'affarista (59988)";"/Produzioni/Mercadet L'affarista (55308)";"1"
"55309";"/Recite/20-02-1958 La forza del destino (59989),/Recite/23-02-1958 La forza del destino (59990)";"/Produzioni/1958 La forza del destino (55309)";"1"
"55310";"/Recite/25-02-1958 Tristano e Isotta (59991),/Recite/27-02-1958 Tristano e Isotta (59992)";"/Produzioni/1958 Tristano e Isotta (55310)";"1"
"55311";"/Recite/01-03-1958 Il Trittico: Il tabarro (59993),/Recite/01-03-1958 Il Trittico: Suor Angelica (63305),/Recite/01-03-1958 Il Trittico: Gianni Schicchi (63306),/Recite/02-03-1958 Il Trittico: Il tabarro (63307),/Recite/02-03-1958 Il Trittico: Suor Angelica (63308),/Recite/02-03-1958 Il Trittico: Gianni Schicchi (63309)";"/Produzioni/1958 Trittico (55311)";"1"
"55312";"/Recite/06-10-2006 Teatro di terra (59994),/Recite/07-10-2006 Teatro di terra (59995),/Recite/08-10-2006 Teatro di terra (59996),/Recite/09-10-2006 Teatro di terra (59997)";"/Produzioni/2002 Teatro di terra (55312)";"1"
"55313";"/Recite/04-11-1958 Il nostro prossimo (59998)";"/Produzioni/1958 Il nostro prossimo (55313)";"1"
"55314";"/Recite/08-11-1958 Il tempo non è galantuomo (59999)";"/Produzioni/1958 Il tempo non è galantuomo (55314)";"1"
"55315";"/Recite/09-11-1958 Incontro coi superstiti (60000)";"/Produzioni/1958 Incontro coi superstiti (55315)";"1"
"55316";"/Recite/15-11-1958 La torre di Babele (60001)";"/Produzioni/La torre di Babele (55316)";"1"
"55317";"/Recite/16-11-1958 La regina in berlina (60002)";"/Produzioni/La regina in berlina (55317)";"1"
"55318";"/Recite/22-11-1958 L'incrinatura (60003)";"/Produzioni/L'incrinatura (55318)";"1"
"55319";"/Recite/28-05-2006 Kinkaleri (60005)";"/Produzioni/2006 Bingo!!! (55319)";"1"
"55320";"/Recite/23-11-1958 Cercasi titolo ovvero Storie da ridere e no (60004)";"/Produzioni/1958 Cercasi titolo ovvero Storie da ridere e no (55320)";"1"
"55321";"/Recite/29-11-1958 Autunno (60006)";"/Produzioni/1958 Autunno (55321)";"1"
"55322";"/Recite/30-11-1958 Poker d'amore (60007)";"/Produzioni/Poker d'amore (55322)";"1"
"55323";"/Recite/07-12-1958 La rete (60008)";"/Produzioni/La rete (55323)";"1"
"55324";"/Recite/27-10-1957 Nascita di Salomè (60009)";"/Produzioni/Nascita di Salomè (55324)";"1"
"55325";"/Recite/03-11-1957 Enrico IV (60010)";"/Produzioni/1957 Enrico IV (55325)";"1"
"55326";"/Recite/04-11-1957 La stagione delle albicocche (60011)";"/Produzioni/La stagione delle albicocche (55326)";"1"
"55327";"/Recite/09-11-1957 Buon viaggio Paolo (60012)";"/Produzioni/1957 Buon viaggio Paolo (55327)";"1"
"55328";"/Recite/10-11-1957 Il piacere dell'onestà (60013)";"/Produzioni/1957 Il piacere dell'onestà (55328)";"1"
"55329";"/Recite/16-11-1957 I nostri sogni (60014)";"/Produzioni/1957 I nostri sogni (55329)";"1"
"55330";"/Recite/17-11-1957 Il berretto a sonagli (60015)";"/Produzioni/1957 Il berretto a sonagli (55330)";"1"
"55331";"/Recite/23-11-1957 L'aiuola bruciata (60016)";"/Produzioni/L'aiuola bruciata (55331)";"1"
"55332";"/Recite/24-11-1957 Quando arriva Don Gonzalo (60017)";"/Produzioni/Quando arriva Don Gonzalo (55332)";"1"
"55333";"/Recite/30-11-1957 Non c'è regola ahimè! (60018)";"/Produzioni/Non c'è regola ahimè! (55333)";"1"
"55334";"/Recite/01-12-1957 Un albergo sul porto (60019)";"/Produzioni/1957 Un albergo sul porto (55334)";"1"
"55335";"/Recite/04-01-1958 Film: soggetto e sceneggiatura (60020)";"/Produzioni/1957 Film: soggetto e sceneggiatura (55335)";"1"
"55336";"/Recite/12-01-1965 Don Giovanni (60021)";"/Produzioni/1964 - 1965 Don Giovanni (55336)";"1"
"55337";"/Recite/15-01-1965 Rigoletto (60022),/Recite/17-01-1965 Rigoletto (60023),/Recite/19-01-1965 Rigoletto (60024)";"/Produzioni/1965 Rigoletto (55337)";"1"
"55338";"/Recite/25-01-1965 Il vascello fantasma (60025)";"/Produzioni/1965 Il vascello fantasma (55338)";"1"
"55339";"/Recite/11-02-1965 La traviata (60026),/Recite/14-02-1965 La traviata (60027)";"/Produzioni/1965 La traviata (55339)";"1"
"55340";"/Recite/27-02-1965 Complesso del Teatro di Stato dell'Opera di Lubiana.
Il principe Igor (60028)";"/Produzioni/1965 Il principe Igor (55340)";"1"
"55341";"/Recite/02-01-1966 Simon Boccanegra (60029)";"/Produzioni/1965 Simon Boccanegra (55341)";"1"
"55342";"/Recite/07-01-1966 La Bohème (60030),/Recite/09-01-1966 La Bohème (60031)";"/Produzioni/1966 La Bohème (55342)";"1"
"55343";"/Recite/14-01-1966 Il trovatore (60032),/Recite/16-01-1966 Il trovatore (60033)";"/Produzioni/14-01-1966 Il trovatore (55343)";"1"
"55344";"/Recite/25-01-1966 Boris Godunoff (60034)";"/Produzioni/1965 Boris Godunoff (55344)";"1"
"55345";"/Recite/02-02-1966 Pélleas et Mélisande (60035)";"/Produzioni/1966 Pélleas et Mélisande (55345)";"1"
"55346";"/Recite/06-02-1966 Le nozze di Figaro (60036)";"/Produzioni/1966 Le nozze di Figaro (55346)";"1"
"55347";"/Recite/17-02-1966 Manon (60037)";"/Produzioni/1996 Manon (55347)";"1"
"55348";"/Recite/20-02-1966 Lohengrin (60038)";"/Produzioni/1966 Lohengrin (55348)";"1"
"55349";"/Recite/02-10-1965 La locandiera (60039)";"/Produzioni/La locandiera (55349)";"1"
"55350";"/Recite/30-10-1965 Ma... cos'è questa crisi? (60040)";"/Produzioni/Ma... cos'è questa crisi? (55350)";"1"
"55351";"/Recite/25-11-1965 La colpa è sempre del diavolo (60041),/Recite/26-11-1965 La colpa è sempre del diavolo (60042)";"/Produzioni/La colpa è sempre del diavolo (55351)";"1"
"55352";"/Recite/09-12-1965 La governante (60043)";"/Produzioni/1965 La governante (55352)";"1"
"55353";"/Recite/14-12-1965 Romeo e Giulietta (60044)";"/Produzioni/Romeo e Giulietta (55353)";"1"
"55354";"/Recite/15-12-1965 La lupa (60045)";"/Produzioni/La lupa (55354)";"1"
"55355";"/Recite/18-12-1965 La fame di Arlecchino (60046),/Recite/18-12-1965 La fame di Arlecchino (60047)";"/Produzioni/1965 La fame di Arlecchino (55355)";"1"
"55356";"/Recite/22-12-1965 La venexiana (60048)";"/Produzioni/La venexiana (55356)";"1"
"55357";"/Recite/29-12-1965 L'eterno marito (60049)";"/Produzioni/L'eterno marito (55357)";"1"
"55358";"/Recite/22-11-1964 Le notti bianche (60050)";"/Produzioni/Le notti bianche (55358)";"1"
"55359";"/Recite/27-11-1964 Battaglia navale (60051)";"/Produzioni/1964 Battaglia navale (55359)";"1"
"55360";"/Recite/05-12-1964 Cesare e Cleopatra (60052)";"/Produzioni/1964 Cesare e Cleopatra (55360)";"1"
"55361";"/Recite/16-12-1964 Festa grande di Aprile (60053)";"/Produzioni/1964 Festa grande di Aprile (55361)";"1"
"55362";"/Recite/18-12-1964 Croque Monsieur (60054)";"/Produzioni/1964 Croque Monsieur (55362)";"1"
"55363";"/Recite/02-01-1965 Sul caso di J. Robert Oppenheimer (60055)";"/Produzioni/Sul caso di J. Robert Oppenheimer (55363)";"1"
"55364";"/Recite/30-01-1965 Settimo: ruba un po' meno (60056),/Recite/31-01-1965 Settimo: ruba un po' meno (60057)";"/Produzioni/Settimo ruba un po' meno (55364)";"1"
"55365";"/Recite/05-02-1965 La manfrina (60058)";"/Produzioni/La manfrina (55365)";"1"
"55366";"/Recite/23-02-1965 Le confessioni della signora Elvira (60059)";"/Produzioni/Le confessioni della signora Elvira (55366)";"1"
"55367";"/Recite/06-03-1965 La mandragola (60060)";"/Produzioni/La mandragola (55367)";"1"
"55368";"/Recite/09-03-1965 Gli Ingannati degli Accademici Intronati di Siena (60061)";"/Produzioni/1964-1965 Gli Ingannati degli Accademici Intronati di Siena (55368)";"1"
"55369";"/Recite/18-03-1965 Tre sorelle (60062),/Recite/19-03-1965 Tre sorelle (60063),/Recite/19-03-1965 Tre sorelle (60064)";"/Produzioni/Tre sorelle (55369)";"1"
"55370";"/Recite/23-03-1965 Agamennone (60065),/Recite/23-03-1965 Agamennone (60066)";"/Produzioni/1965 Agamennone (55370)";"1"
"55371";"/Recite/31-03-1965 Il vicario (60067)";"/Produzioni/Il vicario (55371)";"1"
"55372";"/Recite/03-04-1965 La commedia degli Zanni (60068),/Recite/03-04-1965 La commedia degli Zanni (60069)";"/Produzioni/La commedia degli Zanni (55372)";"1"
"55373";"/Recite/13-04-1965 Questa qui, quello là (60070)";"/Produzioni/1964 Questa qui, quello là (55373)";"1"
"55374";"/Recite/01-05-1965 Così è (se vi pare) (60071)";"/Produzioni/1965 Così è (se vi pare) (55374)";"1"
"55375";"/Recite/02-05-1965 Oh! Che bella guerra! (60072)";"/Produzioni/Oh! Che bella guerra! (55375)";"1"
"55376";"/Recite/10-10-1964 La moglie gelosa (60073)";"/Produzioni/La moglie gelosa (55376)";"1"
"55377";"/Recite/11-10-1964 Jeannette (60074)";"/Produzioni/Jeannette (55377)";"1"
"55378";"/Recite/15-10-1964 Il benessere (60075)";"/Produzioni/1964 Il benessere (55378)";"1"
"55379";"/Recite/17-10-1964 La Talanta (60076)";"/Produzioni/La Talanta (55379)";"1"
"55380";"/Recite/18-10-1964 Il terzo amante (60077)";"/Produzioni/1964 Il terzo amante (55380)";"1"
"55381";"/Recite/20-10-1964 I bei vent'anni (60078)";"/Produzioni/1964 I bei vent'anni (55381)";"1"
"55382";"/Recite/24-10-1964 L'esodo (60079)";"/Produzioni/L'esodo (55382)";"1"
"55383";"/Recite/05-01-1964 Otello (60081),/Recite/03-01-1964 Otello (60080)";"/Produzioni/1964 Otello (55383)";"1"
"55384";"/Recite/12-01-1964 Ernani (60082),/Recite/14-01-1964 Ernani (60083)";"/Produzioni/1963-1964 Ernani (55384)";"1"
"55385";"/Recite/21-01-1964 Il gallo d'oro (60690)";"/Produzioni/1963 Il gallo d'oro (55385)";"1"
"55386";"/Recite/25-01-1964 Così fan tutte (60084)";"/Produzioni/1964 Così fan tutte (55386)";"1"
"55387";"/Recite/13-10-1963 L'una per l'altra (60085)";"/Produzioni/L'una per l'altra (55387)";"1"
"55388";"/Recite/19-10-1963 I rusteghi (60086)";"/Produzioni/1963 I rusteghi (55388)";"1"
"55389";"/Recite/20-10-1963 Il muro di silenzio (60087)";"/Produzioni/1963 Il muro di silenzio (55389)";"1"
"55390";"/Recite/03-11-1963 Il mercante di Venezia (60088)";"/Produzioni/Il mercante di Venezia (55390)";"1"
"55391";"/Recite/04-11-1963 La piccola cioccolataia (60089)";"/Produzioni/La piccola cioccolataia (55391)";"1"
"55392";"/Recite/07-11-1963 Legittima difesa (60090)";"/Produzioni/Legittima difesa (55392)";"1"
"55393";"/Recite/08-10-1963 Stefano Pelloni detto il Passatore (60091),/Recite/09-10-1963 Stefano Pelloni detto il Passatore (60092)";"/Produzioni/Stefano Pelloni detto il Passatore (55393)";"1"
"55394";"/Recite/09-11-1963 Isabella tre caravelle e un cacciaballe (60093),/Recite/10-11-1963 Isabella tre caravelle e un cacciaballe (60094)";"/Produzioni/1963 Isabella tre caravelle e un cacciaballe (55394)";"1"
"55395";"/Recite/16-11-1963 Il bugiardo (60095)";"/Produzioni/1963 Il bugiardo (55395)";"1"
"55396";"/Recite/24-11-1963 Vita di Edoardo II d'Inghilterra (60096)";"/Produzioni/Vita di Edoardo II d'Inghilterra (55396)";"1"
"55397";"/Recite/28-11-1963 Il diavolo e il buon Dio (60097)";"/Produzioni/Il diavolo e il buon dio (55397)";"1"
"55398";"/Recite/02-12-1963 Paolo Paoli (60098)";"/Produzioni/Paolo Paoli (55398)";"1"
"55399";"/Recite/21-12-1963 La fastidiosa (60099)";"/Produzioni/La fastidiosa (55399)";"1"
"55400";"/Recite/05-02-1964 Amleto (60100),/Recite/06-02-1964 Amleto (60101)";"/Produzioni/1964 Amleto (55400)";"1"
"55401";"/Recite/15-02-1964 Tamburi nella notte (60102)";"/Produzioni/Tamburi nella notte (55401)";"1"
"55402";"/Recite/19-02-1964 Il Re muore - La grande rabbia di Philipp Hotz (60106)";"/Produzioni/1964 Il Re muore - La grande rabbia di Philipp Hotz (55402)";"1"
"55403";"/Recite/22-02-1964 Enrico IV (60107)";"/Produzioni/1964 Enrico IV (55403)";"1"
"55404";"/Recite/28-02-1964 Chi ha paura di Virginia Woolf? (60108)";"/Produzioni/1964 Chi ha paura di Virginia Woolf? (55404)";"1"
"55405";"/Recite/06-03-1964 La polizia - In alto mare (60109)";"/Produzioni/La polizia (55405)";"1"
"55406";"/Recite/12-03-1964 Don Giovanni (60110)";"/Produzioni/1964 Don Giovanni (55406)";"1"
"55407";"/Recite/22-03-1964 Sei personaggi in cerca d'autore (60111)";"/Produzioni/Sei personaggi in cerca d'autore (55407)";"1"
